District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
AMRAVATI,MAHARASHTRA,2014,293616,66937,59831,112538,4534299,14860,7540.59,268.93,10521.73,172.93,227.26,59831.0,44762.0,11984.0,54222.0,306000.0,250700.0,0.819281045751634,0.376557268,978.4215303308824,19251.0076,60439660,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2015,299438,70940,63940,122098,5553218,18642,10289.08,277.96,14489.4,190.7,258.22,63940.0,47752.0,11535.0,61521.0,314100.0,491700.0,1.5654250238777458,0.40751147,1115.4138327205883,17005.36583,54353682,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2016,309566,83196,74764,149334,6222847,20210,11703.26,285.09,19146.6,196.62,274.98,74764.0,58147.0,13522.0,79728.0,330242.0,967332.0,2.929161039480139,0.377381047,1488.872127757353,16549.17065,72267070,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2017,331887,101650,92080,184045,7120581,21751,13515.92,508.96,22855.86,197.86,303.7,92080.0,72976.0,18782.0,104107.0,328778.0,499200.0,1.518349767928511,0.332094194,815.802734375,18082.97519,82972622,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2018,341513,114589,104808,206367,8484051,25947,16550.27,500.13,23263.02,199.29,253.57,104808.0,83289.0,23038.0,115823.0,329908.0,768987.0,2.330913466784679,0.379770609,888.9099839154412,17370.03865,74370463,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2019,349025,104960,95970,188247,7062642,21795,14083.65,310.99,18226.26,202.21,245.41,95970.0,76881.0,20175.0,103887.0,392433.0,557699.0,1.421131760071146,0.427429973,1799.701056985294,20273.14029,82196747,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2020,359247,104804,95961,199179,10116767,32959,21933.1,224.45,25342.22,220.38,241.23,95961.0,82640.0,17215.0,97833.0,392280.0,845143.51,2.1544394565106555,0.407393423,1167.955997242647,13905.79618,56594145,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2021,433554,133747,122735,247110,10289529,34335,21768.72,415.35,24390.59,229.64,242.71,122735.0,102354.0,21564.0,134590.0,397112.97,735566.4299999999,1.852285081497086,0.402496809,1248.8306525735295,19519.61853,74690838,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2022,447309,130549,119714,230649,8338761,25699,19420.14,1848.04,33062.19,239.71,297.27,119714.0,96096.0,21510.0,134116.0,396815.37,443805.35,1.118417741732131,0.412592664,1767.6966911764705,21215.10707,91920954,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2023,461415,124816,114990,219398,10716497,34218,26245.24,563.65,43753.51,253.94,381.63,114990.0,92977.0,19829.0,122238.0,396815.37,443805.35,1.118417741732131,0.418813471,1023.0754825367648,20247.62549,97503051,0.051,0.033,1851158.0,11967.64
AMRAVATI,MAHARASHTRA,2024,473562,139668,130153,253300,13242269,41926,33067.94,957.74,48637.95,272.55,356.24,130153.0,110648.0,20202.0,146333.0,396815.37,443805.35,1.118417741732131,0.446432413,1299.8331801470588,25192.06385,94370226,0.051,0.033,1851158.0,11967.64
AMRITSAR,PUNJAB,2014,73195,2909,2518,2584,47825,1,69.01,99.01,255.99,200.28,314.2,2518.0,500.0,2187.0,396.0,186200.0,806180.0,4.329645542427497,0.505713454,3110.6671875,33907.69798,103012946,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2015,77542,12042,11174,11694,401782,206,329.85,29.06,487.51,210.08,234.93,11174.0,2615.0,8971.0,2722.0,185200.0,816200.0,4.407127429805615,0.573103335,2750.2333984375,26307.7254,94786871,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2016,82154,12805,11483,12160,365644,101,746.13,509.39,1414.17,217.94,257.91,11483.0,3542.0,8775.0,3383.0,184400.0,876300.0,4.752169197396963,0.560308329,2521.0744140625,24124.60189,92340120,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2017,103686,25613,22894,24547,790898,270,1769.86,46.91,2224.46,233.0,276.83,22894.0,10043.0,18757.0,5781.0,186400.0,1178400.0,6.321888412017168,0.535498867,2593.7533203125,24991.04877,118540452,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2018,118279,39919,28681,31327,902764,186,2052.28,63.53,2844.42,239.94,295.5,28681.0,14283.0,24828.0,6483.0,187300.0,1114300.0,5.949279231179926,0.609123476,3424.07421875,33460.38257,162514284,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2019,127209,42072,30802,33754,943945,176,2249.73,104.63,2670.77,240.97,271.1,30802.0,15488.0,25239.0,8502.0,187900.0,1121300.0,5.967535923363491,0.65810539,3458.0,31364.1671,138115084,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2020,146528,63940,48935,55175,1980694,637,5084.52,16.66,6203.66,263.0,312.76,48935.0,25853.0,38893.0,16255.0,190800.0,1138100.0,5.964884696016772,0.650039422,3563.110546875,26012.77923,106061498,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2021,145251,50627,41909,46620,1467856,456,3884.07,80.1,5657.04,268.94,351.36,41909.0,22946.0,32943.0,13658.0,189300.0,1100100.0,5.811410459587956,0.655280718,3416.72109375,27279.91885,126132042,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2022,99223,50203,39748,43393,1335416,232,3704.69,21.33,5885.93,281.95,412.12,39748.0,24415.0,32610.0,10758.0,187700.0,1157100.0,6.164624400639318,0.626627265,3277.310546875,26493.16609,128553736,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2023,102709,44776,36127,39277,1237540,167,3684.16,55.62,4969.56,302.5,393.81,36127.0,23106.0,30150.0,9103.0,187700.0,1157100.0,6.164624400639318,0.645340592,2525.968359375,21038.62588,115496967,0.033,0.014,1156045.0,2462.03
AMRITSAR,PUNJAB,2024,113574,48073,39518,42398,1446334,182,4505.32,58.04,6467.36,321.28,418.82,39518.0,24921.0,32548.0,9816.0,187700.0,1157100.0,6.164624400639318,0.692934905,3729.4953125,22382.26369,132670297,0.033,0.014,1156045.0,2462.03
ANANTAPUR,ANDHRA PRADESH,2014,785003,331253,260241,475250,14935595,44985,16709.29,209.74,30632.46,129.15,220.14,260241.0,248286.0,98672.0,353013.0,140537.00884,89833.0,0.6392124091830785,0.262090713,995.5648148148148,11872.18997,39149271,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2015,796804,341104,294308,536144,22258602,91604,30081.27,2461.4,56076.14,144.93,249.73,294308.0,275815.0,105856.0,404247.0,132365.00633,112328.0,0.8486230848654543,0.281295392,1064.988425925926,7547.969613,33246432,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2016,795844,268252,278974,489229,17318105,62524,23481.23,2159.27,44502.56,161.81,270.74,278974.0,253556.0,91503.0,374267.0,124934.00108,99864.0088,0.7993341119048389,0.232809879,939.2324942129628,10829.27341,43808929,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2017,794399,347676,292512,510105,17631563,59595,29228.3,4552.55,59966.04,172.34,289.09,292512.0,267065.0,92753.0,392641.0,149251.00114,238264.00322,1.5963980234645414,0.207055679,1168.2939814814815,10619.75873,52169371,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2018,809742,366611,309093,542876,22272815,103089,44356.13,1130.46,67923.78,203.66,296.17,309093.0,285183.0,95475.0,421494.0,128127.00139,167119.00192,1.304323055304432,0.281906413,1225.1362847222222,10876.52518,53318705,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2019,837412,416769,320550,559077,18789622,68744,39041.69,1015.01,47662.58,208.73,240.36,320550.0,293488.0,101375.0,431291.0,124020.00113,151253.00199000002,1.2195855556512527,0.322598236,1041.6611689814815,10365.82332,53159009,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2020,888094,492708,422275,765344,27996394,124309,64843.26,219.77,102331.53,231.41,333.51,422275.0,394379.0,145996.0,581023.0,123632.00211,148643.00183,1.202301987294089,0.339105328,1110.4954427083333,8240.509239,40223429,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2021,885928,505410,407198,726112,25534707,77516,57461.95,145.64,81775.63,225.37,241.24,407198.0,376107.0,136196.0,553461.0,140059.00566,109672.00445,0.783041432667558,0.356965048,1172.3288483796296,9768.53024,59541994,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2022,310494,242120,201182,362968,10830751,6770,23219.16,93.89,46860.02,214.79,328.9,201182.0,191347.0,73369.0,275964.0,84298.0,123832.0,1.468979097961992,0.280788685,1244.6782407407406,9034.124104,60468012,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2023,304871,221645,199166,341790,10904317,34671,26113.67,28.89,40873.05,239.75,295.6,199166.0,181365.0,73623.0,254270.0,84298.0,123832.0,1.468979097961992,0.384041096,1500.7607060185185,15492.24273,95322807,0.052,0.027,2935437.0,18753.11
ANANTAPUR,ANDHRA PRADESH,2024,314717,232966,212780,365891,10924603,20758,28611.54,18.05,41980.39,263.01,328.31,212780.0,195124.0,69831.0,282037.0,84298.0,123832.0,1.468979097961992,0.421983212,1157.9129050925926,27158.12348,101369720,0.052,0.027,2935437.0,18753.11
ANANTNAG,JAMMU AND KASHMIR,2014,79197,21501,17667,28779,505874,242,419.19,319.9,2091.95,156.24,318.76,17667.0,8299.0,9.0,27583.0,23904.0,19403.0,0.8117051539491299,0.336940854,0.0,20621.22859,57167582,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2015,91509,54947,49756,101614,2442027,2921,2033.01,325.23,5120.71,163.88,269.48,49756.0,33497.0,59.0,97033.0,23860.0,73371.3,3.075075440067058,0.365480305,0.0,20863.88444,57830373,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2016,91631,47636,42776,87052,2088845,892,916.57,1949.1,5758.7,172.85,223.29,42776.0,28914.0,23.0,83949.0,23074.0,69686.6,3.020135217127503,0.353878319,0.0,16285.04445,56082461,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2017,95866,67674,63409,127924,4178661,4993,4142.99,2681.71,10479.11,178.97,255.0,63409.0,48190.0,43.0,122450.0,22829.0,68740.87,3.011120504621315,0.383694823,0.0,22592.83448,63466807,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2018,102984,78575,73895,147864,5366555,8236,2275.27,3130.2,9365.06,185.94,210.62,73895.0,56617.0,50.0,141375.0,21668.0,60728.0,2.802658297950895,0.490679988,0.0,22881.66791,87858817,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2019,102924,57474,47306,82773,2013541,393,465.26,7236.82,11336.35,188.91,224.08,47306.0,30846.0,0.0,78377.0,21811.0,64882.0,2.9747375177662647,0.47763455,0.0,7313.284982,22336604,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2020,105717,70120,65651,121238,4201539,2783,8288.61,3433.41,16387.66,203.98,284.79,65651.0,46561.0,0.0,115041.0,21730.0,66002.53,3.0373920846755635,0.346823231,0.0,7002.466264,19626503,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2021,106649,62552,59652,104387,3733259,2619,7907.34,285.57,12200.77,213.95,261.31,59652.0,39612.0,5.0,98949.0,0.0,0.0,,0.414036717,0.0,11824.44421,45308103,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2022,108453,67732,64645,108406,3657892,1929,8043.31,67.26,12403.75,226.89,267.35,64645.0,41276.0,26.0,102411.0,0.0,0.0,,0.409070694,0.0,20460.6527,104034377,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2023,107069,65671,62688,104722,3887643,1563,9290.9,229.17,12501.07,243.87,351.55,62688.0,39771.0,20.0,99003.0,0.0,0.0,,0.467050993,0.0,25230.72549,105591007,0.039,0.014,795805.0,3475.76
ANANTNAG,JAMMU AND KASHMIR,2024,111596,67399,64950,105405,4065019,1360,10289.0,196.32,13289.66,258.93,460.07,64950.0,39540.0,34.0,99778.0,0.0,0.0,,0.44653551,0.0,20332.4034,55921371,0.039,0.014,795805.0,3475.76
ANUPPUR,MADHYA PRADESH,2014,150111,61810,56223,96192,1488911,1079,1879.05,653.04,4004.81,134.24,209.38,56223.0,46154.0,9311.0,29864.0,117000.0,213670.0,1.826239316239316,0.154379594,1297.9458821614585,9964.852753,22925464,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2015,144796,77831,74389,129589,3417851,7323,3465.64,107.82,5545.02,145.14,177.88,74389.0,61062.0,12871.0,37463.0,100000.0,150000.0,1.5,0.234070943,991.4679361979166,13714.60915,22819487,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2016,130029,83031,76985,137730,3497208,7392,4681.08,1492.18,8487.54,144.69,199.63,76985.0,65652.0,13351.0,41191.0,123000.0,220660.0,1.7939837398373983,0.3229744,899.37939453125,18721.41383,25537964,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2017,127764,89460,84465,155361,3822236,1035,5593.02,341.76,8587.83,149.78,213.85,84465.0,73819.0,15004.0,48617.0,117710.0,180050.0,1.5296066604366665,0.337477565,758.6421712239584,21184.41014,25487291,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2018,131756,97598,88959,160864,4885325,3085,7580.12,135.73,10621.76,158.67,198.46,88959.0,76781.0,15333.0,50444.0,104209.0,137001.0,1.3146753159515974,0.4567019,1044.8846842447915,31728.03802,28566249,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2019,138019,88631,81433,140272,4175855,2709,6421.87,134.04,7664.74,155.66,173.43,81433.0,67726.0,13399.0,43882.0,128605.0,256531.66,1.994725399479025,0.495682239,1195.9425455729167,27453.30813,30662379,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2020,152711,133770,119917,221249,8122838,11349,13675.06,57.18,17006.25,170.18,200.15,119917.0,106303.0,20830.0,71445.0,132379.0,265624.0,2.00654182309883,0.436996194,1223.72802734375,26873.8274,22495809,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2021,151230,123723,113308,198523,6818202,6491,11656.29,130.39,16534.69,175.32,218.65,113308.0,95842.0,18260.0,66844.0,137433.0,204996.66,1.4916116216629194,0.45553443,1217.1324869791667,32620.03314,31704793,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2022,151410,110061,97627,159639,4782737,3206,8805.38,281.22,16455.15,185.51,264.49,97627.0,77891.0,14477.0,54021.0,137942.0,321415.0,2.3300735091560223,0.419462472,1298.72265625,29395.43962,38648618,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2023,151249,109646,100204,162010,5307347,4206,10193.53,89.08,17224.36,193.63,306.47,100204.0,80790.0,15267.0,52186.0,137942.0,321415.0,2.3300735091560223,0.471454648,1302.3562825520833,31231.01517,48925793,0.189,0.082,543996.0,3543.81
ANUPPUR,MADHYA PRADESH,2024,157133,109663,92531,145139,4959215,5095,9766.84,83.21,14201.22,200.42,251.76,92531.0,73174.0,13450.0,46058.0,137942.0,321415.0,2.3300735091560223,0.540367637,1183.569580078125,31905.46038,71399866,0.189,0.082,543996.0,3543.81
AURAIYA,UTTAR PRADESH,2014,128488,43268,34797,38985,1099341,488,1332.92,208.82,2214.52,155.77,208.78,34797.0,7354.0,20219.0,18485.0,59640.0,230371.0,3.8626928236083167,0.153079531,784.2828369140625,9580.458984,4026588,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2015,124735,54792,47231,54920,1418881,1068,1600.05,323.93,2364.4,160.93,183.54,47231.0,13422.0,27660.0,26871.0,55932.0,180714.0,3.230959021669169,0.242275177,1002.245361328125,7173.987824,4523994,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2016,124563,42570,36975,42571,1011332,35,1437.41,662.41,2365.9,173.56,189.78,36975.0,11957.0,20758.0,21610.0,56239.0,200482.0,3.5648215651060653,0.260914513,1333.3935546875,4449.816249,3464831,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2017,124801,41632,36411,41740,1165669,79,1966.13,288.93,3019.06,174.98,231.11,36411.0,12891.0,20673.0,20913.0,53500.0,195195.0,3.648504672897196,0.168469244,987.0725708007812,8798.612467,4132648,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2018,129801,41398,35687,40487,1315690,169,2207.23,45.39,2973.74,174.34,214.5,35687.0,12867.0,18486.0,21840.0,53213.0,212235.0,3.988405088982016,0.16496249,972.2347412109376,12558.2202,4341354,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2019,135587,40417,35051,39730,1332471,529,2391.58,86.5,3099.64,181.78,219.22,35051.0,11215.0,17716.0,21848.0,50179.0,208346.0,4.152055640805915,0.261476956,1325.8485107421875,16786.10956,6722547,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2020,164026,83515,72262,82978,2585018,3520,5114.4,39.11,7071.33,200.93,259.74,72262.0,20369.0,37644.0,44951.0,33738.0,114961.0,3.40746339439208,0.311190738,1752.093505859375,13689.01183,6133577,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2021,171421,63927,54523,63049,1994264,2269,3864.7,62.61,4667.82,203.91,224.66,54523.0,16312.0,29137.0,33621.0,53506.0,173668.0,3.245766829888237,0.32208999,1437.9111328125,20105.05357,5477453,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2022,160489,52403,45610,51550,1952698,2017,4062.37,146.78,8039.29,212.76,325.81,45610.0,13726.0,23535.0,27837.0,61350.0,219068.0,3.5707905460472698,0.300122357,1363.248779296875,17731.7475,6861895,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2023,118591,56340,51333,58219,2326027,2111,5228.76,84.12,8137.95,228.37,312.01,51333.0,16562.0,24987.0,33028.0,61350.0,219068.0,3.5707905460472698,0.378191423,1302.359130859375,13368.47062,4821431,0.134,0.084,1145323.0,1952.63
AURAIYA,UTTAR PRADESH,2024,138452,72852,68219,75849,3709134,5409,8603.8,71.89,11929.14,235.69,381.95,68219.0,24529.0,30355.0,45224.0,61350.0,219068.0,3.5707905460472698,0.421957177,1250.5347900390625,17614.72377,7574335,0.134,0.084,1145323.0,1952.63
AZAMGARH,UTTAR PRADESH,2014,407274,118357,106113,113765,3991929,2191,5645.2,738.5,9816.26,155.3,238.91,106113.0,29673.0,45468.0,68100.0,230813.0,1660072.0,7.192281197332906,0.16819322,1370.8452845982142,9044.193605,6874757,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2015,425464,138474,119556,130480,4423434,2268,5751.78,516.8,8380.01,160.67,200.22,119556.0,38661.0,52647.0,77569.0,235650.0,1648238.0,6.994432420963293,0.158737587,1175.950055803571,7350.021462,6861756,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2016,408492,159373,142878,155604,4627577,262,7478.49,1357.05,10854.44,173.68,197.42,142878.0,55961.0,61810.0,93500.0,238229.0,1655036.0,6.947248235941048,0.133257346,1245.379185267857,4476.040127,5522770,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2017,429708,171577,151504,167013,5633572,403,9303.68,546.4,13626.44,174.98,227.75,151504.0,64367.0,66465.0,100102.0,239609.0,1676093.0,6.995117044852239,0.115860761,1252.431919642857,6688.571038,6334641,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2018,454137,178023,160886,173720,6801829,530,11663.46,495.38,21089.85,174.98,275.84,160886.0,69844.0,65856.0,107498.0,240932.0,1719600.0,7.137283548885162,0.21194155,1210.827427455357,12616.40179,8652893,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2019,488869,182633,159371,169235,6608332,1049,11865.23,238.3,15998.81,181.24,225.41,159371.0,68433.0,65163.0,103751.0,243264.0,1994495.0,8.198890916863983,0.23751306,1391.2700892857142,8955.045169,6297003,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2020,639989,350262,274262,300575,10375570,12720,20489.19,70.09,36736.87,200.93,308.42,274262.0,120312.0,119459.0,180403.0,233418.0,1335299.0,5.720634227009056,0.224163388,1331.2216796875,9108.006101,5702021,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2021,674042,244833,210679,229681,8115057,6456,16259.29,151.16,21569.04,203.83,225.54,210679.0,96877.0,83787.0,145325.0,235503.0,1261886.0,5.358258705833896,0.209556126,1396.763532366071,11413.03171,5511857,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2022,519976,193140,171901,184819,7357911,8639,15255.3,123.88,28960.49,212.71,323.49,171901.0,84345.0,70525.0,113876.0,232068.0,1117760.0,4.816519296068393,0.304022021,1505.042689732143,11893.50693,8066564,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2023,415674,197044,183014,197364,9380951,12139,21054.25,361.28,30738.36,228.48,291.76,183014.0,96114.0,72268.0,124656.0,232068.0,1117760.0,4.816519296068393,0.379577713,1431.6875,12223.26097,7035463,0.142,0.071,4220512.0,3967.23
AZAMGARH,UTTAR PRADESH,2024,452043,214103,199585,215692,11260015,21729,26208.11,359.58,37002.61,235.77,366.82,199582.0,105445.0,79044.0,136118.0,232068.0,1117760.0,4.816519296068393,0.386696932,1155.061383928571,16486.40563,8240395,0.142,0.071,4220512.0,3967.23
BAHRAICH,UTTAR PRADESH,2014,386236,102898,88883,107103,3396612,3644,4613.68,349.04,7309.63,155.06,223.05,88883.0,27128.0,30351.0,76296.0,207536.0,2575535.0,12.410063796160664,0.212874224,790.28271484375,13297.09749,53644331,0.391,0.285,3203687.0,5205.74
BAHRAICH,UTTAR PRADESH,2015,424955,161928,134444,165602,4520006,2498,4833.41,525.23,6773.37,160.9,188.56,134444.0,49618.0,41999.0,122756.0,221124.0,3272731.0,14.800433241077403,0.252865652,948.58203125,12134.85259,54499530,0.391,0.285,3203687.0,5205.74
BAHRAICH,UTTAR PRADESH,2016,380307,129807,111574,137825,3944243,643,6487.18,2395.79,10533.56,173.62,201.52,111574.0,46824.0,31370.0,105384.0,185122.0,1813588.0,9.796717840127052,0.228964621,1236.54326171875,8041.495308,42148502,0.391,0.285,3203687.0,5205.74
BAHRAICH,UTTAR PRADESH,2017,402774,139157,120553,153064,4841746,1377,7816.67,362.17,10822.03,174.97,216.57,120553.0,58077.0,32294.0,119864.0,191016.0,2018670.0,10.568067596431712,0.211721587,921.624609375,9379.812736,44531962,0.391,0.285,3203687.0,5205.74
BAHRAICH,UTTAR PRADESH,2018,434222,152110,135878,168907,6006719,1256,10141.25,604.41,15524.36,174.98,235.83,135878.0,62374.0,30437.0,137427.0,189492.0,2149451.0,11.343228210161907,0.216607713,1040.65732421875,13641.14178,54315290,0.391,0.285,3203687.0,5205.74
