District,State,Year,Registered_HH,Employment_Demanded,Employment_Availed,Persons_Employed,Total_Persondays,HH_Completed_100Days,Unskilled_Wage_Current,Unskilled_Wage_Previous_Liability,Total_Expenditure,Avg_Wage_Per_Personday,Cost_Per_Personday,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total,total_area,total_production,agri_yield_index,asset_index_0_1,Annual_Rainfall_mm,Total_Income,ADJ_TOT_EXP,NFHS-4_MPI,NFHS-5_MPI,Rural_Population,Area_sqkm
RAISEN,MADHYA PRADESH,2014,85074,35261,32943,70800,1562518,2820,2266.86,241.72,4270.38,156.45,253.18,32943.0,26039.0,18038.0,38119.0,153000.0,401670.0,2.625294117647059,0.144224323,935.15283203125,7780.757573,5780079,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2015,90776,27635,24778,48805,1182776,2261,1299.84,161.5,2464.81,158.85,227.33,24778.0,17641.0,12025.0,26645.0,143000.0,296330.0,2.072237762237762,0.210787939,1122.876953125,11988.14171,8992408,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2016,90420,44290,37858,73104,1633386,2532,2483.73,571.4,5001.0,166.17,263.35,37858.0,26332.0,17416.0,38603.0,177000.0,362660.0,2.048926553672316,0.211639702,983.4781901041666,11030.46085,11252144,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2017,104007,55017,49726,84816,2244332,344,3758.43,224.98,5736.34,171.82,237.04,49726.0,29107.0,21056.0,46116.0,145700.0,271080.0,1.860535346602608,0.267026877,796.1587727864584,7692.323696,7322844,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2018,107891,68823,58212,95096,2976854,792,5082.25,114.57,7022.78,173.95,217.64,58212.0,32668.0,22334.0,50992.0,217621.0,439319.0,2.0187344052274367,0.325622457,659.2823893229166,12442.84694,11317360,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2019,105551,58181,48165,81373,2617327,1108,4527.95,96.54,5939.74,173.92,214.87,48165.0,27833.0,16109.0,48499.0,228519.0,435507.33,1.9057817074291417,0.344800743,1229.8795572916667,12817.54146,13396647,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2020,153028,84837,62655,112315,3525479,1986,6422.12,18.2,9237.93,184.43,249.65,62655.0,40806.0,18314.0,72179.0,190012.0,400593.67,2.108254583921016,0.338328509,1215.5367838541667,7603.197993,8101031,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2021,139484,74950,58628,107033,3119546,1020,5903.04,77.93,8374.28,192.08,252.33,58628.0,40131.0,17354.0,68789.0,270478.0,627265.0,2.319098041245499,0.375929207,1162.8966471354167,11451.24423,11178851,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2022,138992,60571,49702,82501,2366805,521,4824.96,74.76,8893.4,203.8,325.79,49702.0,30895.0,13983.0,51718.0,301982.0,1036115.0,3.4310488704624778,0.35920896,1580.474609375,13971.35587,14630956,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2023,137279,53108,41026,61668,1762151,424,3731.77,34.37,7151.92,214.6,370.61,41026.0,22788.0,9875.0,40258.0,301982.0,1036115.0,3.4310488704624778,0.364675463,1184.8291015625,7152.180518,7437770,0.155,0.057,1028172.0,8237.63
RAISEN,MADHYA PRADESH,2024,158642,48343,40153,57346,1861173,484,4327.76,51.52,7543.43,235.55,377.8,40138.0,21692.0,9760.0,37879.0,301982.0,1036115.0,3.4310488704624778,0.382739806,1125.1599934895833,7524.400675,9001615,0.155,0.057,1028172.0,8237.63
RAJKOT,GUJARAT,2014,109438,10598,9214,25577,380360,227,474.69,7.65,643.61,127.24,166.98,9214.0,12297.0,1806.0,23600.0,230297.0,901704.0,3.915396205769072,0.295745386,455.976806640625,10382.93063,117710390,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2015,111281,5940,5087,12275,227471,105,266.81,11.27,386.6,119.05,142.74,5087.0,5911.0,633.0,11615.0,233827.0,195054.0,0.8341808259952871,0.333798323,591.6387939453125,10311.17476,125875851,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2016,111059,9434,8377,21081,354426,32,372.52,5.65,460.71,109.77,132.81,8377.0,10196.0,1282.0,19709.0,219557.0,91373.0,0.4161698328907755,0.331064905,438.0550944010417,9603.197046,138074131,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2017,114075,7810,6396,13280,281840,136,425.29,16.06,539.05,152.08,184.44,6396.0,6014.0,1178.0,12012.0,241874.0,1340829.0,5.543501988638713,0.329949947,857.8587239583334,13316.13521,139870656,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2018,116644,11236,9309,19913,448915,421,575.48,2.25,780.76,141.9,177.59,9309.0,9252.0,1678.0,18098.0,262031.0,587551.0,2.242295758898756,0.345896309,257.01055908203125,18221.01903,166769887,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2019,118685,9948,8513,18715,412952,96,546.16,61.43,947.36,133.38,191.76,8513.0,8816.0,1368.0,17267.0,265963.0,1140862.0,4.289551554163549,0.355009039,984.2706705729166,21996.09565,204716101,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2020,109590,12357,10350,23046,375351,50,543.05,5.9,896.82,145.93,207.69,10350.0,10930.0,2045.0,20912.0,203448.0,797266.0,3.918770398332744,0.345505971,1101.3125,7478.371078,84721443,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2021,111015,12623,7663,15533,314629,32,550.77,4.18,850.2,177.95,235.07,7663.0,7134.0,1269.0,14201.0,201955.0,15205.41,0.0752910796959718,0.34259698,675.1068522135416,14165.60045,158999042,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2022,111361,9101,6438,12439,270168,55,524.17,4.51,1431.63,195.7,430.6,6438.0,5771.0,924.0,11477.0,236685.0,1097338.0,4.6362802881466925,0.342714952,659.5347900390625,16380.04058,178349067,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2023,110512,11178,8990,17307,401169,80,824.67,5.73,1733.36,206.83,341.56,8990.0,8264.0,1408.0,15845.0,236685.0,1097338.0,4.6362802881466925,0.33466195,651.9143473307291,5775.280671,48338116,0.037,0.016,1590508.0,10399.41
RAJKOT,GUJARAT,2024,111317,8805,7241,13354,330797,296,780.63,4.82,1388.5,241.12,389.65,7241.0,5887.0,1169.0,12149.0,236685.0,1097338.0,4.6362802881466925,0.36389098,916.0448404947916,2525.739395,24196846,0.037,0.016,1590508.0,10399.41
RAJSAMAND,RAJASTHAN,2014,231164,86820,77661,93216,4304053,10607,4650.81,861.04,7367.86,111.49,145.62,77661.0,73507.0,12822.0,68351.0,6199.0,33447.04,5.395554121632522,0.343643386,1675.904296875,13690.11669,27718532,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2015,232369,95049,87604,103113,5746568,17688,6000.7,144.01,8076.62,118.39,146.27,87604.0,82130.0,13930.0,74805.0,4458.0,31622.48,7.093423059668012,0.390799043,1398.0721028645833,12792.11967,29892259,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2016,221803,106114,97393,116633,6199867,18046,7140.39,725.89,11244.81,121.0,155.93,97393.0,91497.0,16220.0,83505.0,3828.0,28576.0,7.464994775339603,0.422494345,1695.38134765625,13979.63494,31669531,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2017,223687,101476,91607,111320,5046390,1079,6100.65,311.29,9997.38,126.7,164.58,91607.0,85438.0,14722.0,81598.0,4615.0,34709.0,7.520910075839653,0.47594701,2042.8684895833333,9597.0217,43555689,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2018,220157,120038,104062,128924,6162809,11952,7751.69,199.6,13360.68,136.32,172.82,104062.0,97365.0,20363.0,87054.0,4921.0,43103.0,8.758992074781549,0.445153053,1463.35302734375,18172.25354,57996226,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2019,227621,136338,115368,139919,7487992,23794,11520.81,652.83,14920.72,156.2,171.99,115368.0,108040.0,28585.0,85383.0,4898.0,17021.0,3.4750918742343813,0.455507035,2589.3512369791665,18955.49932,57461540,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2020,259536,194292,182148,244715,14308908,59437,26642.92,178.11,31405.02,189.23,213.61,182148.0,167750.0,45357.0,158886.0,4535.0,31779.0,7.007497243660419,0.40391638,1945.5133463541667,10598.44221,38184248,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2021,261267,192932,180188,220083,13443560,48629,25940.98,435.1,32847.17,195.94,218.86,180188.0,164463.0,39840.0,144024.0,3962.0,23217.18,5.859964664310954,0.470026003,1906.2646484375,11998.71991,37323872,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2022,256897,169913,157687,185730,10495158,24188,19919.63,379.79,28056.95,193.89,210.57,157687.0,145403.0,34879.0,122138.0,3229.0,18470.35,5.720145555899659,0.491012795,2533.5055338541665,13982.07089,49444775,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2023,245739,169140,158379,180917,11072485,23503,21830.08,439.88,25216.19,202.45,193.26,158379.0,145887.0,33614.0,120440.0,3229.0,18470.35,5.720145555899659,0.486576021,1396.0556640625,21582.31541,49877283,0.135,0.055,972777.0,4488.84
RAJSAMAND,RAJASTHAN,2024,251527,160134,151311,169503,10301274,24830,20575.62,583.12,24809.42,202.78,244.9,151311.0,138896.0,31609.0,112184.0,3229.0,18470.35,5.720145555899659,0.674891072,1975.1725260416667,34194.47361,54809549,0.135,0.055,972777.0,4488.84
RAMGARH,JHARKHAND,2014,73709,24186,22383,31614,972509,1755,1499.66,4.14,2269.72,158.0,236.54,22383.0,11748.0,2716.0,19267.0,9202.0,14404.99,1.5654194740273852,0.203265154,1274.8238525390625,10918.21406,24500603,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2015,70380,18041,15190,21675,735873,1954,1265.88,43.64,2199.03,162.0,266.9,15190.0,7734.0,1818.0,14253.0,38116.0,14129.66,0.3707015426592507,0.229968008,1052.2386474609375,11024.05101,30001542,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2016,77068,29828,25055,37682,1147274,846,1884.65,36.63,2882.37,167.0,247.97,25055.0,15481.0,3326.0,23827.0,18415.0,58479.0,3.175617702959544,0.211442432,1433.2593994140625,8696.369117,26141270,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2017,70230,30634,24484,35530,1171782,1404,1942.9,21.05,2877.08,168.01,179.56,24484.0,14407.0,2944.0,23569.0,38380.0,61804.0,1.6103178738926525,0.237864374,1259.601318359375,11219.49365,27430680,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2018,77016,33104,27209,38375,1310962,1076,2191.62,21.49,3821.19,167.98,228.56,27209.0,15972.0,3179.0,25648.0,32535.0,75785.0,2.3293376363915783,0.299053426,1890.843994140625,15544.84354,29367561,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2019,83593,34007,28221,39359,1470231,1181,2499.59,7.14,4332.32,170.99,254.6,28221.0,16912.0,3068.0,26348.0,29802.0,68934.0,2.313066237165291,0.369790066,1574.4239501953125,17650.56776,37141674,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2020,107285,54915,43943,58894,2162096,4480,4158.19,14.98,6598.0,193.98,285.77,43943.0,28530.0,4509.0,38403.0,39800.0,92181.0,2.3161055276381908,0.367547902,2017.276123046875,14375.64289,29425663,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2021,116218,54932,48795,64782,2522809,4938,4572.83,36.94,6664.79,224.97,300.31,48795.0,31873.0,5487.0,41380.0,41310.0,99291.0,2.403558460421205,0.350247895,1456.1240234375,12598.09222,31071022,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2022,120862,49211,42747,54210,2196556,3899,4978.35,391.25,7433.03,231.92,309.95,42747.0,26763.0,4104.0,35909.0,49568.0,108561.0,2.1901428340865072,0.320389961,1242.2607421875,14029.81559,40754611,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2023,134864,45717,39951,49184,2215044,3986,5629.41,181.23,9382.81,254.93,392.35,39951.0,23534.0,3230.0,33048.0,49568.0,108561.0,2.1901428340865072,0.244946425,1766.5267333984375,13290.5941,23683814,0.131,0.077,530488.0,1164.93
RAMGARH,JHARKHAND,2024,138889,38126,34255,41789,1802763,2068,4864.3,30.43,6719.91,271.93,412.93,34255.0,20241.0,2645.0,28213.0,49568.0,108561.0,2.1901428340865072,0.281795425,1414.1160888671875,18762.39221,31131798,0.131,0.077,530488.0,1164.93
RAMPUR,UTTAR PRADESH,2014,139275,44329,37471,43970,911921,376,1103.22,20.43,1563.69,155.96,202.63,37471.0,6088.0,9524.0,34355.0,161347.0,2084384.0,12.918641189486015,0.228879443,588.5460815429688,8658.065971,44904204,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2015,160192,76328,65188,76927,1575219,1105,1527.54,279.62,2080.55,160.97,170.88,65188.0,11878.0,15342.0,61465.0,155072.0,1878309.0,12.11249613082955,0.267526968,689.3193359375,8436.213759,45128173,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2016,149993,50192,41689,48029,1088938,62,1603.15,964.25,2917.58,173.99,190.59,41689.0,7582.0,9919.0,38065.0,169302.0,1795420.0,10.60483632798195,0.244880662,544.3262939453125,7319.392489,52596036,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2017,152704,50795,42563,47272,1363685,142,2234.3,283.74,3216.7,174.99,221.16,42563.0,7380.0,6010.0,41194.0,160521.0,1967888.0,12.259380392596608,0.260403761,724.07470703125,11920.73045,44272234,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2018,159747,53865,45671,50068,1824712,382,3110.28,138.7,5153.8,174.99,247.73,45671.0,8252.0,10729.0,39281.0,168940.0,2572823.0,15.229211554398011,0.264572978,555.1949462890625,14457.46377,50757010,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2019,167244,63460,53950,59604,2441795,707,4417.96,78.09,6589.3,181.98,244.36,53950.0,11076.0,14217.0,45301.0,166852.0,2008232.0,12.036007959149426,0.295745476,740.926513671875,13118.97948,46977107,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2020,217238,135360,98943,110903,3355829,3841,6639.59,23.77,12900.47,200.98,323.65,98943.0,20268.0,24777.0,85971.0,191057.0,4005896.0,20.96702031330964,0.304719963,997.1399536132812,10805.3986,38042727,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2021,250146,105192,89015,99442,3281070,4341,6567.99,83.2,11324.84,203.98,320.24,89015.0,18519.0,19669.0,79647.0,200744.0,4180651.0,20.82578308691667,0.366708369,739.9328002929688,11994.33381,47622492,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2022,176580,87893,78441,87930,3629132,3770,7575.03,101.91,13295.08,212.99,291.9,78441.0,18852.0,20069.0,67811.0,184092.0,3187070.0,17.31237642048541,0.342575643,808.9599609375,12063.41801,77099936,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2023,155176,89553,81604,93932,4104009,4945,9312.53,129.84,15139.4,229.73,267.89,81604.0,23293.0,22246.0,71653.0,184092.0,3187070.0,17.31237642048541,0.410464711,624.3062744140625,19730.99133,68713526,0.193,0.103,1747172.0,2265.24
RAMPUR,UTTAR PRADESH,2024,170761,89415,83680,97614,4810006,8354,11242.05,98.84,17156.97,236.92,368.93,83680.0,27620.0,21972.0,75601.0,184092.0,3187070.0,17.31237642048541,0.47071256,978.6174926757812,27069.37275,54545126,0.193,0.103,1747172.0,2265.24
RANCHI,JHARKHAND,2014,305931,76996,71615,95330,2912815,6648,4353.41,62.45,7337.0,157.93,258.92,71615.0,35755.0,5264.0,35141.0,88290.0,154193.99,1.7464490882319628,0.214676221,1495.6461588541667,9806.550047,28265308,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2015,309280,86276,79091,104822,3900776,11144,6059.62,152.92,9617.76,161.91,249.68,79091.0,40320.0,5971.0,42693.0,103054.0,55506.66,0.5386172298018514,0.274266736,1168.30859375,8246.117016,20856808,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2016,332387,124482,108654,151398,3962507,2699,6347.35,253.3,11028.59,166.94,276.88,108654.0,63218.0,8331.0,66324.0,191822.0,466207.99,2.430419816288017,0.251085554,1241.5171712239585,7206.047013,26551505,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2017,326317,127841,101537,140985,4201019,5821,6854.03,187.85,11612.04,167.97,266.96,101537.0,61011.0,7213.0,70516.0,182207.0,414851.0,2.2768115385248646,0.255412619,1239.6554361979167,9803.41544,37991672,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2018,336910,88033,73440,97638,2994582,1912,4959.02,122.0,9014.13,167.97,276.16,73440.0,43292.0,4993.0,49816.0,154715.0,353172.0,2.282726303202663,0.297264973,1591.1544596354167,13588.24279,73070891,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2019,350828,89646,72759,96399,3158173,2421,5330.47,52.85,9435.73,170.98,276.45,72759.0,42046.0,5342.0,49379.0,137476.0,417591.0,3.037555646076406,0.333426719,1499.5804036458333,11970.34846,57243560,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2020,409315,160270,128275,171221,5416196,8196,10406.36,55.65,16061.33,193.96,278.32,128275.0,79656.0,8980.0,91019.0,184275.0,593348.0,3.2199050332383665,0.243836138,1776.1652018229167,7875.162537,30632222,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2021,378999,124562,111355,144466,4784450,5182,8661.2,80.97,13333.99,224.84,306.21,111355.0,68521.0,8024.0,79983.0,184281.0,661753.0,3.590999614718826,0.369743851,1496.296875,11354.20999,68792153,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2022,321343,105973,93943,120785,4260716,4624,9697.57,752.07,15483.07,232.15,323.86,93943.0,57743.0,6675.0,65888.0,209572.0,447394.0,2.134798541789934,0.419170583,1262.0550130208333,11121.40904,85129467,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2023,344872,100316,84488,105261,3829834,5417,9625.2,211.38,15752.82,254.91,370.23,84488.0,49809.0,5169.0,57083.0,209572.0,447394.0,2.134798541789934,0.349192177,1392.8115234375,7828.41816,34752059,0.121,0.065,1656918.0,4816.02
RANCHI,JHARKHAND,2024,363054,92095,79642,94698,3878141,4344,10382.54,133.94,14508.41,271.46,388.05,79642.0,46910.0,4636.0,54210.0,209572.0,447394.0,2.134798541789934,0.320355484,1196.3076171875,13698.18321,34787471,0.121,0.065,1656918.0,4816.02
RATLAM,MADHYA PRADESH,2014,172187,45281,42785,73496,1788014,2889,2400.11,431.76,4321.3,139.13,214.24,42785.0,29574.0,24775.0,24835.0,14000.0,17000.0,1.2142857142857142,0.256815897,824.1688639322916,7397.050971,34072293,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2015,163554,45200,40774,70067,1780123,2337,1625.1,85.13,3037.81,142.45,197.92,40774.0,27593.0,24781.0,23304.0,24000.0,26000.0,1.0833333333333333,0.270344481,604.9982503255209,8841.344333,36734401,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2016,138061,68775,56555,97300,2650471,2233,4022.24,910.97,7960.12,155.38,254.61,56555.0,38007.0,32569.0,35848.0,29000.0,32660.0,1.1262068965517242,0.303797055,666.5588785807291,11237.29547,40349705,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2017,141047,73451,65232,104792,3187954,1015,5259.37,91.4,9089.07,167.67,278.78,65232.0,37825.0,31937.0,44890.0,34200.0,53620.0,1.5678362573099416,0.306058255,639.0802815755209,11077.39479,45458576,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2018,148354,76704,70173,114993,3714662,1312,6248.58,75.55,10617.64,172.51,251.18,70173.0,43304.0,34909.0,44359.0,2325.0,3399.33,1.4620774193548387,0.350870718,539.2442626953125,18584.09872,59324681,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2019,169100,70169,61221,96653,3429283,1757,5693.0,162.25,8102.93,168.24,220.16,61221.0,36102.0,26018.0,39972.0,21645.0,14210.66,0.6565331485331485,0.394034111,1178.0889485677085,16422.22781,60636374,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2020,195675,114901,96162,165112,5497791,7096,9338.19,72.04,11780.77,170.69,201.62,96162.0,69067.0,43921.0,61741.0,18979.0,15608.99,0.8224347963538647,0.410344624,931.6314290364584,17108.32208,64186008,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2021,178140,93804,79523,135149,4241554,3540,7414.16,35.41,9790.78,177.6,214.08,79523.0,57208.0,33550.0,49715.0,15612.0,85135.11,5.453184089162183,0.413500139,894.7166341145834,15409.6793,68983222,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2022,185533,78291,69504,113856,3607708,1583,7128.27,85.29,11984.7,198.26,298.75,69504.0,47678.0,30167.0,44307.0,15448.0,15896.0,1.0290005178663906,0.428598409,819.87451171875,27237.67691,72043793,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2023,181406,70686,64598,103600,3015789,1532,6292.77,23.44,10505.09,209.81,332.01,64598.0,43337.0,24513.0,39417.0,15448.0,15896.0,1.0290005178663906,0.449572602,759.7662760416666,13402.43336,71234317,0.201,0.091,1020038.0,4749.21
RATLAM,MADHYA PRADESH,2024,191970,63083,56770,88809,2677940,1049,6156.16,25.67,10489.71,231.47,358.12,56770.0,37518.0,21590.0,34392.0,15448.0,15896.0,1.0290005178663906,0.530466822,963.451171875,13159.06041,56803817,0.201,0.091,1020038.0,4749.21
RATNAGIRI,MAHARASHTRA,2014,137572,8920,8383,13077,177818,224,298.43,15.83,584.96,179.35,318.71,8383.0,6088.0,806.0,12156.0,73100.0,220700.0,3.019151846785226,0.262449847,299.0265299479167,11239.91806,73047423,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2015,142738,7266,6831,10693,152840,117,269.34,18.96,487.04,189.07,302.73,6831.0,4988.0,982.0,9600.0,71800.0,174400.0,2.4289693593314765,0.3287061,494.9903157552083,15023.21545,72777224,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2016,150769,11369,10962,18211,311519,315,578.72,16.03,860.63,201.03,263.96,10962.0,8696.0,2223.0,15693.0,75615.0,246147.0,3.2552668121404484,0.314192385,377.9618326822917,13275.28757,62749700,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2017,156188,22539,21688,38204,805074,1253,1616.27,33.67,2121.24,210.8,254.74,21688.0,18362.0,2853.0,34929.0,75273.0,227100.0,3.017018054282412,0.321030757,290.14508056640625,12850.26931,62125663,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2018,165562,30895,29465,53206,1014386,1464,2045.48,56.77,2867.39,209.46,254.18,29465.0,25206.0,4750.0,48031.0,76116.0,240960.0,3.1656944663408484,0.359848035,299.4250081380208,14981.12208,73422995,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2019,172388,34004,32045,59296,1129667,1979,2358.53,71.65,3414.11,211.0,278.15,32045.0,27651.0,4977.0,53941.0,75411.0,238619.0,3.1642465953242898,0.343049974,327.1704915364583,11093.66316,56801053,0.075,0.029,1351346.0,8089.83
RATNAGIRI,MAHARASHTRA,2020,202637,32446,30616,57245,986395,1647,2365.54,49.11,3182.26,241.85,304.05,30616.0,26128.0,3659.0,53068.0,75901.75,213669.22,2.815076332232129,0.282791961,405.5329182942708,6168.716314,28527233,0.075,0.029,1351346.0,8089.83
