District,Year,Total Income
JIND,2022,39936.88137
JIND,2023,45045.44362
JIND,2024,54966.19523
JIND,2025,58899.09693
JODHPUR,2014,12443.99141
JODHPUR,2015,11223.3283
JODHPUR,2016,8881.50891
JODHPUR,2017,9333.262142
JODHPUR,2018,16751.8759
JODHPUR,2019,17009.23148
JODHPUR,2020,15368.51829
JODHPUR,2021,17041.06351
JODHPUR,2022,18101.12917
JODHPUR,2023,19663.4042
JODHPUR,2024,27091.7838
JODHPUR,2025,21087.08801
JORHAT,2014,15144.05019
JORHAT,2015,14970.73236
JORHAT,2016,14551.81368
JORHAT,2017,16456.97537
JORHAT,2018,15964.01617
JORHAT,2019,22347.14496
JORHAT,2020,16948.12471
JORHAT,2021,20008.82505
JORHAT,2022,17760.85862
JORHAT,2023,5921.12565
JORHAT,2024,11758.74202
JORHAT,2025,21362.81546
JUNAGADH,2014,8489.111454
JUNAGADH,2015,6737.350128
JUNAGADH,2016,6019.103256
JUNAGADH,2017,10648.16659
JUNAGADH,2018,20094.2412
JUNAGADH,2019,25493.77246
JUNAGADH,2020,2268.778575
JUNAGADH,2021,13372.16427
JUNAGADH,2022,8277.078541
JUNAGADH,2023,610.4492507
JUNAGADH,2024,-43.34443623
JUNAGADH,2025,-99.0
JYOTIBA PHULE NAGAR,2017,15437.39193
JYOTIBA PHULE NAGAR,2018,10250.94003
JYOTIBA PHULE NAGAR,2019,8234.950022
JYOTIBA PHULE NAGAR,2020,2776.993103
JYOTIBA PHULE NAGAR,2021,7901.892409
JYOTIBA PHULE NAGAR,2022,11049.90964
JYOTIBA PHULE NAGAR,2023,11648.99559
JYOTIBA PHULE NAGAR,2024,14304.94976
JYOTIBA PHULE NAGAR,2025,19465.76043
KABIRDHAM,2017,4768.543927
KABIRDHAM,2018,6982.038098
KABIRDHAM,2019,8355.332257
KABIRDHAM,2020,7156.717801
KABIRDHAM,2021,5229.325909
KABIRDHAM,2022,9034.840274
KABIRDHAM,2023,5709.927867
KABIRDHAM,2024,7862.759923
KABIRDHAM,2025,16171.5705
KACHCHH,2014,8832.658481
KACHCHH,2015,10282.61052
KACHCHH,2016,10694.26943
KACHCHH,2017,11485.00463
KACHCHH,2018,15064.16554
KACHCHH,2019,12862.1172
KACHCHH,2020,6230.032077
KACHCHH,2021,13623.7946
KACHCHH,2022,17315.92155
KACHCHH,2023,2176.043985
KACHCHH,2024,2429.486968
KACHCHH,2025,1685.734409
KAIMUR (BHABUA),2014,10158.27364
KAIMUR (BHABUA),2015,10516.94484
KAIMUR (BHABUA),2016,7182.637209
KAIMUR (BHABUA),2017,10602.70117
KAIMUR (BHABUA),2018,7861.048704
KAIMUR (BHABUA),2019,5889.360331
KAIMUR (BHABUA),2020,5271.765683
KAIMUR (BHABUA),2021,10623.61575
KAIMUR (BHABUA),2022,8146.12418
KAIMUR (BHABUA),2023,1531.021387
KAIMUR (BHABUA),2024,-99.0
KAIMUR (BHABUA),2025,-99.0
KAITHAL,2017,21970.97446
KAITHAL,2018,28970.58419
KAITHAL,2019,44117.80321
KAITHAL,2020,14383.48942
KAITHAL,2021,13346.59351
KAITHAL,2022,40586.91343
KAITHAL,2023,45121.12896
KAITHAL,2024,71502.43221
KAITHAL,2025,28676.56876
KALAHANDI,2017,6860.398676
KALAHANDI,2018,8551.71635
KALAHANDI,2019,8699.734882
KALAHANDI,2020,833.3700272
KALAHANDI,2021,2613.958869
KALAHANDI,2022,2135.028484
KALAHANDI,2023,3043.957411
KALAHANDI,2024,12879.45581
KALAHANDI,2025,3244.066517
KAMRUP METROPOLITAN,2014,14337.19761
KAMRUP METROPOLITAN,2015,14360.4463
KAMRUP METROPOLITAN,2016,12725.36773
KAMRUP METROPOLITAN,2017,13364.87598
KAMRUP METROPOLITAN,2018,14412.46485
KAMRUP METROPOLITAN,2019,17890.1346
KAMRUP METROPOLITAN,2020,17040.86782
KAMRUP METROPOLITAN,2021,17159.38374
KAMRUP METROPOLITAN,2022,12927.22914
KAMRUP METROPOLITAN,2023,6758.50579
KAMRUP METROPOLITAN,2024,9523.514075
KAMRUP METROPOLITAN,2025,9743.732465
KANCHEEPURAM,2014,15157.99065
KANCHEEPURAM,2015,14243.2396
KANCHEEPURAM,2016,12890.92762
KANCHEEPURAM,2017,14741.08532
KANCHEEPURAM,2018,14605.98193
KANCHEEPURAM,2019,15338.99467
KANCHEEPURAM,2020,3546.923789
KANCHEEPURAM,2021,4865.128877
KANCHEEPURAM,2022,8408.40579
KANCHEEPURAM,2023,4595.495073
KANCHEEPURAM,2024,7487.507616
KANCHEEPURAM,2025,3866.828114
KANDHAMAL,2017,3245.933192
KANDHAMAL,2018,7641.481621
KANDHAMAL,2019,8605.51836
KANDHAMAL,2020,1302.694524
KANDHAMAL,2021,5521.601208
KANDHAMAL,2022,3708.446681
KANDHAMAL,2023,9908.783567
KANDHAMAL,2024,14651.86208
KANDHAMAL,2025,6469.620182
KANGRA,2014,9686.54946
KANGRA,2015,12451.77154
KANGRA,2016,14254.83837
KANGRA,2017,18346.31758
KANGRA,2018,25317.14016
KANGRA,2019,23441.15382
KANGRA,2020,16062.2117
KANGRA,2021,17291.51094
KANGRA,2022,10778.71654
KANGRA,2023,10847.59146
KANGRA,2024,2852.134395
KANGRA,2025,-99.0
KANNAUJ,2014,13656.2594
KANNAUJ,2015,7475.545727
KANNAUJ,2016,4667.969623
KANNAUJ,2017,11235.12817
KANNAUJ,2018,13604.54409
KANNAUJ,2019,17586.97331
KANNAUJ,2020,9161.240355
KANNAUJ,2021,17848.20172
KANNAUJ,2022,12951.55049
KANNAUJ,2023,15333.4807
KANNAUJ,2024,19402.54227
KANNAUJ,2025,7852.008441
KANNIYAKUMARI,2017,10877.7011
KANNIYAKUMARI,2018,13113.50494
KANNIYAKUMARI,2019,10675.09411
KANNIYAKUMARI,2020,2533.437452
KANNIYAKUMARI,2021,10149.39414
KANNIYAKUMARI,2022,9071.282173
KANNIYAKUMARI,2023,5520.459844
KANNIYAKUMARI,2024,18900.27315
KANNIYAKUMARI,2025,14058.57408
KANNUR,2014,10071.49555
KANNUR,2015,11266.06147
KANNUR,2016,8655.413034
KANNUR,2017,9247.939584
KANNUR,2018,10712.18914
KANNUR,2019,18539.09146
KANNUR,2020,10461.17738
KANNUR,2021,16765.65692
KANNUR,2022,20299.74568
KANNUR,2023,23110.15026
KANNUR,2024,25213.47958
KANNUR,2025,24547.94148
KANPUR DEHAT,2014,10783.17873
KANPUR DEHAT,2015,7343.37896
KANPUR DEHAT,2016,8046.147702
KANPUR DEHAT,2017,9873.560397
KANPUR DEHAT,2018,13762.77902
KANPUR DEHAT,2019,11368.06565
KANPUR DEHAT,2020,11221.78661
KANPUR DEHAT,2021,20064.02911
KANPUR DEHAT,2022,19710.62136
KANPUR DEHAT,2023,14585.78834
KANPUR DEHAT,2024,16842.66886
KANPUR DEHAT,2025,9822.781527
KANPUR NAGAR,2014,13098.02795
KANPUR NAGAR,2015,10726.79203
KANPUR NAGAR,2016,8761.29599
KANPUR NAGAR,2017,12335.98747
KANPUR NAGAR,2018,16713.89494
KANPUR NAGAR,2019,19281.39775
KANPUR NAGAR,2020,15790.41275
KANPUR NAGAR,2021,22158.91667
KANPUR NAGAR,2022,19495.82792
KANPUR NAGAR,2023,17805.04551
KANPUR NAGAR,2024,25771.70158
KANPUR NAGAR,2025,37022.9091
KANSHIRAM NAGAR,2014,9815.541539
KANSHIRAM NAGAR,2015,10129.18245
KANSHIRAM NAGAR,2016,10069.46399
KANSHIRAM NAGAR,2017,14227.5693
KANSHIRAM NAGAR,2018,20541.87683
KANSHIRAM NAGAR,2019,21049.10115
KANSHIRAM NAGAR,2020,13754.73228
KANSHIRAM NAGAR,2021,16775.58115
KANSHIRAM NAGAR,2022,10259.05934
KANSHIRAM NAGAR,2023,13860.35021
KANSHIRAM NAGAR,2024,19298.15306
KANSHIRAM NAGAR,2025,27201.7373
KAPURTHALA,2014,34893.07954
KAPURTHALA,2015,33799.63273
KAPURTHALA,2016,22530.7776
KAPURTHALA,2017,20962.69598
KAPURTHALA,2018,26073.2033
KAPURTHALA,2019,23472.6424
KAPURTHALA,2020,15661.11165
KAPURTHALA,2021,21037.30629
KAPURTHALA,2022,23480.09265
KAPURTHALA,2023,14047.29718
KAPURTHALA,2024,26494.30451
KAPURTHALA,2025,40738.46049
KARAIKAL,2021,13754.40341
KARAIKAL,2022,16220.84972
KARAIKAL,2023,8468.95156
KARAIKAL,2024,15739.81575
KARAIKAL,2025,5724.966221
KARAULI,2017,16615.70913
KARAULI,2018,15235.80757
KARAULI,2019,11893.36586
KARAULI,2020,4639.447954
KARAULI,2021,7142.175358
KARAULI,2022,9130.018482
KARAULI,2023,17586.8895
KARAULI,2024,16954.27047
KARAULI,2025,12856.1853
KARGIL,2024,18081.94494
KARGIL,2025,35224.1122
KARIMGANJ,2014,12818.5167
KARIMGANJ,2015,4665.05025
KARIMGANJ,2016,5554.301163
KARIMGANJ,2017,6556.315653
KARIMGANJ,2018,7505.736599
KARIMGANJ,2019,10126.97099
KARIMGANJ,2020,1074.699312
KARIMGANJ,2021,-99.0
KARIMGANJ,2022,2898.067511
KARIMGANJ,2023,5060.552426
KARIMGANJ,2024,6164.630697
KARIMGANJ,2025,11388.64073
KARIMNAGAR,2014,9410.938249
KARIMNAGAR,2015,9253.695922
KARIMNAGAR,2016,9991.845456
KARIMNAGAR,2017,9535.340206
KARIMNAGAR,2018,12307.67014
KARIMNAGAR,2019,13130.27183
KARIMNAGAR,2020,9495.24816
KARIMNAGAR,2021,15591.06914
KARIMNAGAR,2022,23265.55696
KARIMNAGAR,2023,26801.28252
KARIMNAGAR,2024,34645.93549
KARIMNAGAR,2025,37570.46022
KARNAL,2014,29770.4138
KARNAL,2015,22726.37377
KARNAL,2016,25418.2178
KARNAL,2017,32129.42386
KARNAL,2018,33294.0073
KARNAL,2019,46420.72323
KARNAL,2020,24411.03785
KARNAL,2021,29434.04388
KARNAL,2022,22668.94301
KARNAL,2023,24363.32433
KARNAL,2024,42332.10357
KARNAL,2025,42805.18529
KASARAGOD,2014,9975.870258
KASARAGOD,2015,12426.80974
KASARAGOD,2016,12467.89042
KASARAGOD,2017,13756.30926
KASARAGOD,2018,10480.72209
KASARAGOD,2019,17316.69518
KASARAGOD,2020,6704.453057
KASARAGOD,2021,18566.43593
KASARAGOD,2022,18218.93487
KASARAGOD,2023,27838.10178
KASARAGOD,2024,33003.19789
KASARAGOD,2025,36230.382
KATHUA,2017,17523.59242
KATHUA,2018,19875.97052
KATHUA,2019,6621.053071
KATHUA,2020,-99.0
KATHUA,2021,-99.0
KATHUA,2022,2196.568605
KATHUA,2023,2230.275143
KATHUA,2024,-99.0
KATHUA,2025,-99.0
KATIHAR,2014,5989.19717
KATIHAR,2015,7217.435506
KATIHAR,2016,7611.820204
KATIHAR,2017,7360.552008
KATIHAR,2018,8708.543639
KATIHAR,2019,6914.325707
KATIHAR,2020,1928.584643
KATIHAR,2021,5465.112278
KATIHAR,2022,4150.117232
KATIHAR,2023,8004.868882
KATIHAR,2024,3879.564318
KATIHAR,2025,434.3906215
KATNI,2017,13300.02886
KATNI,2018,10428.77424
KATNI,2019,13774.04861
KATNI,2020,8609.248805
KATNI,2021,12007.93514
KATNI,2022,15275.67074
KATNI,2023,14836.5613
KATNI,2024,13010.06647
KATNI,2025,1657.173494
KENDRAPARA,2014,5059.19925
KENDRAPARA,2015,7152.767545
KENDRAPARA,2016,7263.568068
KENDRAPARA,2017,5483.269649
KENDRAPARA,2018,6838.417404
KENDRAPARA,2019,3797.237015
KENDRAPARA,2020,-99.0
KENDRAPARA,2021,-99.0
KENDRAPARA,2022,-99.0
KENDRAPARA,2023,11538.80647
KENDRAPARA,2024,12957.73178
KENDRAPARA,2025,-99.0
KENDUJHAR,2014,13360.75593
KENDUJHAR,2015,12790.93998
KENDUJHAR,2016,10825.63992
KENDUJHAR,2017,6345.124708
KENDUJHAR,2018,8843.36747
KENDUJHAR,2019,11192.62808
KENDUJHAR,2020,5414.128315
KENDUJHAR,2021,5054.630919
KENDUJHAR,2022,7244.97914
KENDUJHAR,2023,7205.082257
KENDUJHAR,2024,13229.90855
KENDUJHAR,2025,5116.047287
KHAGARIA,2017,9897.700472
KHAGARIA,2018,11225.18473
KHAGARIA,2019,12217.80459
KHAGARIA,2020,6827.783847
KHAGARIA,2021,9919.503885
KHAGARIA,2022,10454.8021
KHAGARIA,2023,11095.31251
KHAGARIA,2024,12705.86563
KHAGARIA,2025,16242.13869
KHAMMAM,2014,7721.578464
KHAMMAM,2015,8893.65233
KHAMMAM,2016,6917.449472
KHAMMAM,2017,6489.711387
KHAMMAM,2018,12160.68522
KHAMMAM,2019,10349.14907
KHAMMAM,2020,5001.921594
KHAMMAM,2021,7271.527832
KHAMMAM,2022,11968.62085
KHAMMAM,2023,22183.98018
KHAMMAM,2024,30660.52153
KHAMMAM,2025,19391.87054
KHEDA,2014,8836.71342
KHEDA,2015,9016.899543
KHEDA,2016,9718.518984
KHEDA,2017,13709.32795
KHEDA,2018,15628.73413
KHEDA,2019,13339.3165
KHEDA,2020,8555.342461
KHEDA,2021,17365.55857
KHEDA,2022,11811.59127
KHEDA,2023,10173.40208
KHEDA,2024,16567.75519
KHEDA,2025,19649.43277
KHERI,2014,10114.41782
KHERI,2015,9315.277123
KHERI,2016,9088.692264
KHERI,2017,11914.10617
KHERI,2018,10896.15424
KHERI,2019,11626.67633
KHERI,2020,10819.85084
KHERI,2021,11010.73129
KHERI,2022,11807.59953
KHERI,2023,15868.94776
KHERI,2024,21009.92175
KHERI,2025,23966.40896
KHORDHA,2014,16354.68169
KHORDHA,2015,13907.28344
KHORDHA,2016,13068.97533
KHORDHA,2017,12077.17395
KHORDHA,2018,18693.32193
KHORDHA,2019,16903.96912
KHORDHA,2020,7639.775501
KHORDHA,2021,11411.31955
KHORDHA,2022,18096.8397
KHORDHA,2023,14731.01042
KHORDHA,2024,29107.49476
KHORDHA,2025,34565.56464
KHUNTI,2014,6677.0
KHUNTI,2017,2986.835237
KHUNTI,2018,2920.578039
KHUNTI,2019,2253.026422
KHUNTI,2020,-99.0
KHUNTI,2021,-99.0
KHUNTI,2022,4954.837053
KHUNTI,2023,5037.726348
KHUNTI,2024,9340.684201
KHUNTI,2025,11622.45465
KISHANGANJ,2014,4922.82271
KISHANGANJ,2015,3901.448341
KISHANGANJ,2016,5735.130667
KISHANGANJ,2017,1634.399423
KISHANGANJ,2018,10507.69887
KISHANGANJ,2019,4266.700133
KISHANGANJ,2020,-42.07879897
KISHANGANJ,2021,386.4089376
KISHANGANJ,2022,3759.250217
KISHANGANJ,2023,5381.739919
KISHANGANJ,2024,-99.0
KISHANGANJ,2025,-99.0
KOCH BIHAR,2014,6719.310704
KOCH BIHAR,2015,6823.563745
KOCH BIHAR,2016,7697.226454
KOCH BIHAR,2017,8630.890067
KOCH BIHAR,2018,9786.242312
KOCH BIHAR,2019,9795.681105
KOCH BIHAR,2020,3359.686126
KOCH BIHAR,2021,10596.25927
KOCH BIHAR,2022,11781.28891
KOCH BIHAR,2023,8756.420312
KOCH BIHAR,2024,12915.51013
KOCH BIHAR,2025,14198.57081
KODARMA,2017,8481.574757
KODARMA,2018,8980.443311
KODARMA,2019,12223.97239
KODARMA,2020,8150.571636
KODARMA,2021,1084.797121
KODARMA,2022,7019.890492
KODARMA,2023,2998.000886
KODARMA,2024,6053.31032
KODARMA,2025,8963.990071
KOKRAJHAR,2014,9975.25
KOLAR,2014,17123.1705
KOLAR,2015,13427.18622
KOLAR,2016,16924.40793
KOLAR,2017,18620.61794
KOLAR,2018,14461.48986
KOLAR,2019,15031.73169
KOLAR,2020,7882.273583
KOLAR,2021,11233.6052
KOLAR,2022,21471.21615
KOLAR,2023,10762.30638
KOLAR,2024,23264.20471
KOLAR,2025,33299.31628
KOLHAPUR,2014,10490.42422
KOLHAPUR,2015,11625.77094
KOLHAPUR,2016,13601.84618
KOLHAPUR,2017,11769.59292
KOLHAPUR,2018,12164.25461
KOLHAPUR,2019,15233.80926
KOLHAPUR,2020,8898.730857
KOLHAPUR,2021,11728.47343
KOLHAPUR,2022,15758.08901
KOLHAPUR,2023,19736.89583
KOLHAPUR,2024,24206.02585
KOLHAPUR,2025,22108.01062
KOLKATA,2014,11144.47713
KOLKATA,2015,11703.17602
KOLKATA,2016,11378.26515
KOLKATA,2017,13911.08266
KOLKATA,2018,20354.12291
KOLKATA,2019,20968.34306
KOLKATA,2020,7626.015831
KOLKATA,2021,7033.035257
KOLKATA,2022,10585.63689
KOLKATA,2023,8641.66747
KOLKATA,2024,16539.98509
KOLKATA,2025,22895.94559
KOLLAM,2014,16135.33568
KOLLAM,2015,12391.99068
KOLLAM,2016,10534.11566
KOLLAM,2017,13492.89052
KOLLAM,2018,22181.22523
KOLLAM,2019,25383.96603
KOLLAM,2020,13064.46767
KOLLAM,2021,11685.97541
KOLLAM,2022,22222.96718
KOLLAM,2023,26584.44441
KOLLAM,2024,27604.91541
KOLLAM,2025,28499.6043
KOPPAL,2014,10877.09396
KOPPAL,2015,9596.730408
KOPPAL,2016,12989.91089
KOPPAL,2017,15852.54641
KOPPAL,2018,21347.85421
KOPPAL,2019,15758.11187
KOPPAL,2020,12322.07883
KOPPAL,2021,16379.02454
KOPPAL,2022,18253.33756
KOPPAL,2023,15507.09877
KOPPAL,2024,22639.38797
KOPPAL,2025,26356.81622
KORAPUT,2014,8252.228871
KORAPUT,2015,10209.18154
KORAPUT,2016,10318.59239
KORAPUT,2017,12345.90815
KORAPUT,2018,15965.5608
KORAPUT,2019,15987.59849
KORAPUT,2020,8790.348207
KORAPUT,2021,14959.53029
KORAPUT,2022,20626.00924
KORAPUT,2023,16222.73032
KORAPUT,2024,30070.27251
KORAPUT,2025,31288.7465
KORBA,2014,8082.293637
KORBA,2015,9245.341005
KORBA,2016,9135.87541
KORBA,2017,11087.35734
KORBA,2018,14152.47117
KORBA,2019,19104.38025
KORBA,2020,5821.664797
KORBA,2021,11595.56176
KORBA,2022,17347.10845
KORBA,2023,9531.055767
KORBA,2024,17292.24526
KORBA,2025,12771.67989
KORIYA,2014,6236.870953
KORIYA,2015,7414.328903
KORIYA,2016,5662.140237
KORIYA,2017,-99.0
KORIYA,2018,-99.0
KORIYA,2019,-99.0
KORIYA,2020,-99.0
KORIYA,2021,-99.0
KORIYA,2022,-99.0
KORIYA,2023,-99.0
KORIYA,2024,-99.0
KORIYA,2025,-99.0
KOTA,2014,11811.9012
KOTA,2015,11857.46333
KOTA,2016,11285.07165
KOTA,2017,16247.24406
KOTA,2018,23190.00507
KOTA,2019,25604.72248
KOTA,2020,16674.11244
KOTA,2021,23063.70275
KOTA,2022,21599.03933
KOTA,2023,23164.11751
KOTA,2024,27167.63745
KOTA,2025,23609.10115
KOTTAYAM,2014,15302.32184
KOTTAYAM,2015,13623.86872
KOTTAYAM,2016,11756.03897
KOTTAYAM,2017,16957.85356
KOTTAYAM,2018,20558.30562
KOTTAYAM,2019,23473.04764
KOTTAYAM,2020,15245.48754
KOTTAYAM,2021,21391.57593
KOTTAYAM,2022,24583.55176
KOTTAYAM,2023,26919.29566
KOTTAYAM,2024,33980.77603
KOTTAYAM,2025,59860.11664
KOZHIKODE,2014,17026.98287
KOZHIKODE,2015,18412.4616
KOZHIKODE,2016,14301.22557
KOZHIKODE,2017,20139.137
KOZHIKODE,2018,14646.96051
KOZHIKODE,2019,22656.4695
KOZHIKODE,2020,11143.97201
KOZHIKODE,2021,21354.04443
KOZHIKODE,2022,16487.09482
KOZHIKODE,2023,23520.55986
KOZHIKODE,2024,31193.54509
KOZHIKODE,2025,42087.63998
KRISHNA,2014,8868.420142
KRISHNA,2015,13536.06181
KRISHNA,2016,7661.027463
KRISHNA,2017,7962.915569
KRISHNA,2018,10213.77293
KRISHNA,2019,10820.36181
KRISHNA,2020,10674.98803
KRISHNA,2021,12545.40612
KRISHNA,2022,9224.887042
KRISHNA,2023,18990.85748
KRISHNA,2024,23558.94414
KRISHNA,2025,24755.31467
KRISHNAGIRI,2017,9698.580777
KRISHNAGIRI,2018,14278.4076
KRISHNAGIRI,2019,9632.189362
KRISHNAGIRI,2020,2434.758171
KRISHNAGIRI,2021,4732.042348
KRISHNAGIRI,2022,7098.279806
KRISHNAGIRI,2023,5997.3489
KRISHNAGIRI,2024,15322.97342
KRISHNAGIRI,2025,15065.43774
KULLU,2017,20528.71097
KULLU,2018,37837.80775
KULLU,2019,25581.74756
KULLU,2020,11626.21602
KULLU,2021,14974.24752
KULLU,2022,10897.51529
KULLU,2023,9694.985564
KULLU,2024,10381.58705
KULLU,2025,15730.94544
KURNOOL,2014,9919.770843
KURNOOL,2015,8798.880005
KURNOOL,2016,10872.04837
KURNOOL,2017,10609.40809
KURNOOL,2018,12104.74981
KURNOOL,2019,11026.69953
KURNOOL,2020,3961.0002
KURNOOL,2021,6654.729813
KURNOOL,2022,8975.128083
KURNOOL,2023,8331.516442
KURNOOL,2024,20159.48852
KURNOOL,2025,21780.47051
KURUKSHETRA,2017,22364.48038
KURUKSHETRA,2018,22962.96574
KURUKSHETRA,2019,29827.42558
KURUKSHETRA,2020,17489.26609
KURUKSHETRA,2021,25049.10255
KURUKSHETRA,2022,17202.28209
KURUKSHETRA,2023,14201.27864
KURUKSHETRA,2024,23582.56597
KURUKSHETRA,2025,34174.25434
KUSHINAGAR,2017,14772.43589
KUSHINAGAR,2018,10161.20018
KUSHINAGAR,2019,8110.798442
KUSHINAGAR,2020,11302.06585
KUSHINAGAR,2021,11667.36726
KUSHINAGAR,2022,9510.04122
KUSHINAGAR,2023,-99.0
KUSHINAGAR,2024,6557.32996
KUSHINAGAR,2025,-99.0
LAKHIMPUR,2014,8116.666667
LALITPUR,2014,5489.941802
LALITPUR,2015,6089.00072
LALITPUR,2016,5595.772093
LALITPUR,2017,8820.535519
LALITPUR,2018,6414.802635
LALITPUR,2019,10521.6557
LALITPUR,2020,8475.699747
LALITPUR,2021,14430.75605
LALITPUR,2022,14638.68671
LALITPUR,2023,21072.04559
LALITPUR,2024,28121.28845
LALITPUR,2025,23340.03963
LATEHAR,2014,3482.972631
LATEHAR,2015,4178.960168
LATEHAR,2016,4542.859205
LATEHAR,2017,5263.05534
LATEHAR,2018,8048.083414
LATEHAR,2019,11173.35338
LATEHAR,2020,4744.589515
LATEHAR,2021,5140.7884
LATEHAR,2022,3621.708905
LATEHAR,2023,1001.661455
LATEHAR,2024,-99.0
LATEHAR,2025,-99.0
LATUR,2014,9323.369721
LATUR,2015,12783.3292
LATUR,2016,12084.5188
LATUR,2017,10401.55713
LATUR,2018,13567.61608
LATUR,2019,15084.86589
LATUR,2020,5047.350021
LATUR,2021,1841.153699
LATUR,2022,2947.985823
LATUR,2023,8723.790606
LATUR,2024,8071.442466
LATUR,2025,8340.868347
LOHARDAGA,2014,5034.444444
LOHARDAGA,2017,13907.4362
LOHARDAGA,2018,12230.17097
LOHARDAGA,2019,7917.289382
LOHARDAGA,2020,3032.994266
LOHARDAGA,2021,-99.0
LOHARDAGA,2022,2011.419702
LOHARDAGA,2023,670.7757509
LOHARDAGA,2024,9191.052507
LOHARDAGA,2025,2823.332911
LUCKNOW,2014,13006.44772
LUCKNOW,2015,12286.47546
LUCKNOW,2016,12736.74527
LUCKNOW,2017,13894.11868
LUCKNOW,2018,18938.37588
LUCKNOW,2019,19813.34161
LUCKNOW,2020,14190.2071
LUCKNOW,2021,17258.10163
LUCKNOW,2022,16731.42297
LUCKNOW,2023,24792.29415
LUCKNOW,2024,27943.35267
LUCKNOW,2025,38716.98913
LUDHIANA,2014,22199.27609
LUDHIANA,2015,19703.56925
LUDHIANA,2016,19035.62176
LUDHIANA,2017,24562.27015
LUDHIANA,2018,40847.28698
LUDHIANA,2019,40802.81435
LUDHIANA,2020,22740.85125
LUDHIANA,2021,35195.88441
LUDHIANA,2022,42238.45636
LUDHIANA,2023,29387.74535
LUDHIANA,2024,31517.99344
LUDHIANA,2025,37556.92854
MADHEPURA,2014,8288.452269
MADHEPURA,2015,8413.521975
MADHEPURA,2016,9054.300417
MADHEPURA,2017,9732.560925
MADHEPURA,2018,13306.00601
MADHEPURA,2019,10577.11502
MADHEPURA,2020,11542.1045
MADHEPURA,2021,8268.51565
MADHEPURA,2022,10634.80952
MADHEPURA,2023,4278.084432
MADHEPURA,2024,7655.83094
MADHEPURA,2025,5896.315653
MADHUBANI,2017,1568.989615
MADHUBANI,2018,4817.05247
MADHUBANI,2019,3886.90198
MADHUBANI,2020,3411.580637
MADHUBANI,2021,8030.33002
MADHUBANI,2022,10233.37317
MADHUBANI,2023,3530.731544
MADHUBANI,2024,955.1154961
MADHUBANI,2025,-99.0
MADURAI,2014,11343.48481
MADURAI,2015,8956.862334
MADURAI,2016,12898.33408
MADURAI,2017,18042.17513
MADURAI,2018,17338.51983
MADURAI,2019,13901.17456
MADURAI,2020,10487.1923
MADURAI,2021,13070.07381
MADURAI,2022,14113.68561
MADURAI,2023,16744.25137
MADURAI,2024,21034.1631
MADURAI,2025,22418.7263
MAHARAJGANJ,2014,7267.269262
MAHARAJGANJ,2015,4872.837886
MAHARAJGANJ,2016,9746.725183
MAHARAJGANJ,2017,11539.86574
MAHARAJGANJ,2018,6211.017219
MAHARAJGANJ,2019,12190.56755
MAHARAJGANJ,2020,10446.01915
MAHARAJGANJ,2021,14334.17702
MAHARAJGANJ,2022,13860.84268
MAHARAJGANJ,2023,16909.70138
MAHARAJGANJ,2024,17664.08516
MAHARAJGANJ,2025,8868.968196
MAHASAMUND,2017,8327.782714
MAHASAMUND,2018,8818.219219
MAHASAMUND,2019,11135.71061
MAHASAMUND,2020,3018.881132
MAHASAMUND,2021,3624.320521
MAHASAMUND,2022,11703.15306
MAHASAMUND,2023,10789.93629
MAHASAMUND,2024,13273.62356
MAHASAMUND,2025,8908.206712
MAHBUBNAGAR,2014,10623.74411
MAHBUBNAGAR,2015,10504.28447
MAHBUBNAGAR,2016,9628.661583
MAHBUBNAGAR,2017,11852.55343
MAHBUBNAGAR,2018,19746.58843
MAHBUBNAGAR,2019,24663.89883
MAHBUBNAGAR,2020,17274.75369
MAHBUBNAGAR,2021,9207.048729
MAHBUBNAGAR,2022,12573.76065
MAHBUBNAGAR,2023,12889.61809
MAHBUBNAGAR,2024,35394.51529
MAHBUBNAGAR,2025,25913.42462
MAHENDRAGARH,2014,15900.72361
MAHENDRAGARH,2015,17404.0785
MAHENDRAGARH,2016,18792.81111
MAHENDRAGARH,2017,20883.36299
MAHENDRAGARH,2018,35931.73665
MAHENDRAGARH,2019,42952.37658
MAHENDRAGARH,2020,20147.91964
MAHENDRAGARH,2021,22952.29854
MAHENDRAGARH,2022,20812.43163
MAHENDRAGARH,2023,3999.650344
MAHENDRAGARH,2024,13813.14421
MAHENDRAGARH,2025,46804.86245
MAHESANA,2014,10239.74815
MAHESANA,2015,9353.067116
MAHESANA,2016,11505.25296
MAHESANA,2017,11337.94171
MAHESANA,2018,16286.1722
MAHESANA,2019,15145.75797
MAHESANA,2020,11292.56388
MAHESANA,2021,16007.50674
MAHESANA,2022,19826.76911
MAHESANA,2023,10866.88167
MAHESANA,2024,16149.79028
MAHESANA,2025,14096.42827
MAHOBA,2017,10422.07382
MAHOBA,2018,11159.16639
MAHOBA,2019,17291.96414
MAHOBA,2020,8875.223319
MAHOBA,2021,19295.07422
MAHOBA,2022,24661.19348
MAHOBA,2023,17216.26537
MAHOBA,2024,18590.64794
MAHOBA,2025,33924.19913
MAINPURI,2014,11063.47644
MAINPURI,2015,9766.485188
MAINPURI,2016,9837.83805
MAINPURI,2017,13897.75966
MAINPURI,2018,17410.63619
MAINPURI,2019,17877.24731
MAINPURI,2020,14176.02642
MAINPURI,2021,16278.32777
MAINPURI,2022,10979.34118
