District,State,Year,Women_Employment_Provided,Workers_SC,Workers_ST,Workers_Total
SOUTH WEST GARO HILLS,MEGHALAYA,2020,40848.0,24239.0,781.0,8237.0
SOUTH WEST GARO HILLS,MEGHALAYA,2021,42668.0,24662.0,764.0,9400.0
SOUTH WEST GARO HILLS,MEGHALAYA,2022,44291.0,28050.0,827.0,10615.0
SOUTH WEST GARO HILLS,MEGHALAYA,2023,44905.0,33209.0,1023.0,10512.0
SOUTH WEST GARO HILLS,MEGHALAYA,2024,46599.0,32949.0,939.0,10234.0
SOUTH WEST GARO HILLS,MEGHALAYA,2025,52456.0,37162.0,986.0,11400.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2014,15058.0,8115.0,0.0,0.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2015,16359.0,8939.0,0.0,0.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2016,18256.0,11019.0,0.0,3.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2017,18567.0,11654.0,0.0,7.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2018,20438.0,14247.0,0.0,28.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2019,21136.0,15020.0,0.0,74.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2020,22918.0,16477.0,1.0,133.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2021,23708.0,18568.0,1.0,41.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2022,23668.0,19467.0,2.0,29.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2023,23037.0,20376.0,2.0,36.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2024,20036.0,16219.0,1.0,31.0
SOUTH WEST KHASI HILLS,MEGHALAYA,2025,21075.0,16803.0,2.0,38.0
SRI GANGANAGAR,RAJASTHAN,2014,95339.0,71823.0,68982.0,56411.0
SRI GANGANAGAR,RAJASTHAN,2015,154181.0,123687.0,116013.0,104977.0
SRI GANGANAGAR,RAJASTHAN,2016,188512.0,150402.0,139015.0,137278.0
SRI GANGANAGAR,RAJASTHAN,2017,195967.0,157109.0,142230.0,143042.0
SRI GANGANAGAR,RAJASTHAN,2018,207730.0,168105.0,150964.0,149800.0
SRI GANGANAGAR,RAJASTHAN,2019,203326.0,161786.0,152637.0,125920.0
SRI GANGANAGAR,RAJASTHAN,2020,227971.0,177143.0,166119.0,143357.0
SRI GANGANAGAR,RAJASTHAN,2021,229017.0,177556.0,162599.0,140060.0
SRI GANGANAGAR,RAJASTHAN,2022,197219.0,155236.0,143502.0,107057.0
SRI GANGANAGAR,RAJASTHAN,2023,218258.0,173091.0,151872.0,126006.0
SRI GANGANAGAR,RAJASTHAN,2024,210262.0,163311.0,144022.0,111533.0
SRI GANGANAGAR,RAJASTHAN,2025,129163.0,98635.0,88903.0,61992.0
SRI SATHYA SAI,ANDHRA PRADESH,2022,151049.0,140260.0,42411.0,208507.0
SRI SATHYA SAI,ANDHRA PRADESH,2023,149273.0,132507.0,47085.0,186400.0
SRI SATHYA SAI,ANDHRA PRADESH,2024,173222.0,156889.0,47448.0,233166.0
SRI SATHYA SAI,ANDHRA PRADESH,2025,141259.0,127933.0,33613.0,195579.0
SRIBHUMI,ASSAM,2016,49419.0,12140.0,7570.0,45290.0
SRIBHUMI,ASSAM,2017,60314.0,19285.0,7261.0,59278.0
SRIBHUMI,ASSAM,2018,74113.0,28258.0,7628.0,77350.0
SRIBHUMI,ASSAM,2019,89122.0,35141.0,11912.0,89981.0
SRIBHUMI,ASSAM,2020,116849.0,53943.0,16797.0,122387.0
SRIBHUMI,ASSAM,2021,121019.0,64400.0,18507.0,130422.0
SRIBHUMI,ASSAM,2022,60412.0,28982.0,8230.0,62701.0
SRIBHUMI,ASSAM,2023,88940.0,47011.0,15061.0,92733.0
SRIBHUMI,ASSAM,2024,70313.0,39465.0,10539.0,73146.0
SRIBHUMI,ASSAM,2025,55016.0,33112.0,6880.0,58865.0
SRIKAKULAM,ANDHRA PRADESH,2014,354101.0,339484.0,62962.0,445862.0
SRIKAKULAM,ANDHRA PRADESH,2015,361176.0,343952.0,63018.0,456047.0
SRIKAKULAM,ANDHRA PRADESH,2016,364746.0,339932.0,62415.0,456137.0
SRIKAKULAM,ANDHRA PRADESH,2017,368504.0,344382.0,60500.0,457789.0
SRIKAKULAM,ANDHRA PRADESH,2018,395580.0,372310.0,64747.0,494471.0
SRIKAKULAM,ANDHRA PRADESH,2019,396846.0,370855.0,63146.0,488699.0
SRIKAKULAM,ANDHRA PRADESH,2020,436672.0,410305.0,73727.0,567737.0
SRIKAKULAM,ANDHRA PRADESH,2021,426409.0,399227.0,69175.0,538058.0
SRIKAKULAM,ANDHRA PRADESH,2022,331163.0,312387.0,44293.0,424026.0
SRIKAKULAM,ANDHRA PRADESH,2023,337901.0,318309.0,44535.0,430446.0
SRIKAKULAM,ANDHRA PRADESH,2024,336518.0,314588.0,43482.0,420614.0
SRIKAKULAM,ANDHRA PRADESH,2025,319066.0,295187.0,37646.0,386953.0
SRINAGAR,JAMMU AND KASHMIR,2014,1160.0,619.0,0.0,878.0
SRINAGAR,JAMMU AND KASHMIR,2015,2097.0,601.0,0.0,1979.0
SRINAGAR,JAMMU AND KASHMIR,2016,1638.0,362.0,0.0,1738.0
SRINAGAR,JAMMU AND KASHMIR,2017,1713.0,448.0,0.0,1817.0
SRINAGAR,JAMMU AND KASHMIR,2018,919.0,263.0,0.0,991.0
SRINAGAR,JAMMU AND KASHMIR,2019,1196.0,400.0,0.0,1297.0
SRINAGAR,JAMMU AND KASHMIR,2020,1914.0,661.0,0.0,2123.0
SRINAGAR,JAMMU AND KASHMIR,2021,1660.0,604.0,0.0,1869.0
SRINAGAR,JAMMU AND KASHMIR,2022,1509.0,466.0,0.0,1618.0
SRINAGAR,JAMMU AND KASHMIR,2023,1731.0,525.0,0.0,1820.0
SRINAGAR,JAMMU AND KASHMIR,2024,1667.0,454.0,0.0,1750.0
SRINAGAR,JAMMU AND KASHMIR,2025,1940.0,501.0,0.0,2069.0
SUKMA,CHHATTISGARH,2014,16768.0,17727.0,317.0,4093.0
SUKMA,CHHATTISGARH,2015,21593.0,21338.0,482.0,4557.0
SUKMA,CHHATTISGARH,2016,24015.0,24367.0,659.0,5291.0
SUKMA,CHHATTISGARH,2017,31463.0,36606.0,930.0,9176.0
SUKMA,CHHATTISGARH,2018,42736.0,53014.0,1404.0,14926.0
SUKMA,CHHATTISGARH,2019,46464.0,55952.0,1291.0,13918.0
SUKMA,CHHATTISGARH,2020,47163.0,55384.0,1176.0,14019.0
SUKMA,CHHATTISGARH,2021,41091.0,43231.0,828.0,9832.0
SUKMA,CHHATTISGARH,2022,39644.0,40592.0,619.0,8278.0
SUKMA,CHHATTISGARH,2023,28670.0,26737.0,527.0,5222.0
SUKMA,CHHATTISGARH,2024,22219.0,17572.0,444.0,4478.0
SUKMA,CHHATTISGARH,2025,14778.0,11531.0,282.0,3536.0
SULTANPUR,UTTAR PRADESH,2014,50699.0,14646.0,17482.0,40106.0
SULTANPUR,UTTAR PRADESH,2015,69299.0,24170.0,24923.0,54452.0
SULTANPUR,UTTAR PRADESH,2016,71516.0,27941.0,24942.0,56332.0
SULTANPUR,UTTAR PRADESH,2017,81588.0,37238.0,30061.0,65662.0
SULTANPUR,UTTAR PRADESH,2018,86234.0,40103.0,28738.0,70476.0
SULTANPUR,UTTAR PRADESH,2019,80773.0,35088.0,22136.0,67734.0
SULTANPUR,UTTAR PRADESH,2020,155927.0,71330.0,52966.0,125401.0
SULTANPUR,UTTAR PRADESH,2021,138757.0,70613.0,54973.0,109099.0
SULTANPUR,UTTAR PRADESH,2022,134527.0,67284.0,45406.0,107339.0
SULTANPUR,UTTAR PRADESH,2023,141865.0,77203.0,38511.0,115350.0
SULTANPUR,UTTAR PRADESH,2024,143219.0,77714.0,37959.0,115290.0
SULTANPUR,UTTAR PRADESH,2025,115074.0,61337.0,31552.0,93548.0
SUNDARGARH,ODISHA,2014,94247.0,51285.0,12854.0,25502.0
SUNDARGARH,ODISHA,2015,124949.0,83596.0,18850.0,36026.0
SUNDARGARH,ODISHA,2016,133477.0,94674.0,20850.0,42333.0
SUNDARGARH,ODISHA,2017,122588.0,89011.0,19550.0,40566.0
SUNDARGARH,ODISHA,2018,116593.0,82672.0,17151.0,40707.0
SUNDARGARH,ODISHA,2019,135109.0,93529.0,18779.0,45353.0
SUNDARGARH,ODISHA,2020,230455.0,173273.0,30924.0,78584.0
SUNDARGARH,ODISHA,2021,216950.0,153253.0,27391.0,70118.0
SUNDARGARH,ODISHA,2022,187282.0,128934.0,22815.0,58093.0
SUNDARGARH,ODISHA,2023,180385.0,124939.0,21926.0,57124.0
SUNDARGARH,ODISHA,2024,165835.0,111277.0,18612.0,49599.0
SUNDARGARH,ODISHA,2025,169008.0,110410.0,17470.0,47360.0
SUPAUL,BIHAR,2014,18959.0,9395.0,7133.0,17927.0
SUPAUL,BIHAR,2015,42887.0,26168.0,13205.0,45052.0
SUPAUL,BIHAR,2016,56084.0,35028.0,16560.0,57817.0
SUPAUL,BIHAR,2017,51380.0,33250.0,14364.0,52494.0
SUPAUL,BIHAR,2018,71160.0,47572.0,18928.0,71003.0
SUPAUL,BIHAR,2019,79885.0,57237.0,17146.0,83918.0
SUPAUL,BIHAR,2020,108467.0,77451.0,18240.0,116508.0
SUPAUL,BIHAR,2021,97192.0,69995.0,16395.0,103844.0
SUPAUL,BIHAR,2022,99333.0,74438.0,19689.0,108643.0
SUPAUL,BIHAR,2023,100532.0,71525.0,33415.0,92919.0
SUPAUL,BIHAR,2024,101057.0,71592.0,34268.0,91090.0
SUPAUL,BIHAR,2025,91213.0,67666.0,23343.0,91549.0
SURAJPUR,CHHATTISGARH,2014,35469.0,20818.0,3053.0,23478.0
SURAJPUR,CHHATTISGARH,2015,75547.0,55461.0,7298.0,56179.0
SURAJPUR,CHHATTISGARH,2016,64769.0,45486.0,5538.0,48490.0
SURAJPUR,CHHATTISGARH,2017,99550.0,80045.0,8409.0,84196.0
SURAJPUR,CHHATTISGARH,2018,110540.0,89462.0,8958.0,93098.0
SURAJPUR,CHHATTISGARH,2019,106521.0,82983.0,8309.0,87701.0
SURAJPUR,CHHATTISGARH,2020,112696.0,89752.0,8437.0,94556.0
SURAJPUR,CHHATTISGARH,2021,111285.0,90288.0,8084.0,93719.0
SURAJPUR,CHHATTISGARH,2022,101629.0,79943.0,6691.0,82220.0
SURAJPUR,CHHATTISGARH,2023,89642.0,68793.0,5772.0,69356.0
SURAJPUR,CHHATTISGARH,2024,92178.0,71036.0,6027.0,72493.0
SURAJPUR,CHHATTISGARH,2025,81280.0,59455.0,5189.0,61786.0
SURAT,GUJARAT,2014,16059.0,7358.0,296.0,1103.0
SURAT,GUJARAT,2015,23560.0,12738.0,199.0,1366.0
SURAT,GUJARAT,2016,35645.0,19014.0,541.0,2938.0
SURAT,GUJARAT,2017,53267.0,26448.0,901.0,5254.0
SURAT,GUJARAT,2018,36447.0,20353.0,414.0,2879.0
SURAT,GUJARAT,2019,26838.0,15479.0,315.0,1890.0
SURAT,GUJARAT,2020,42332.0,26468.0,487.0,2646.0
SURAT,GUJARAT,2021,38333.0,24643.0,442.0,2555.0
SURAT,GUJARAT,2022,35939.0,23909.0,510.0,2579.0
SURAT,GUJARAT,2023,41639.0,28663.0,528.0,2951.0
SURAT,GUJARAT,2024,34779.0,23498.0,410.0,2482.0
SURAT,GUJARAT,2025,26774.0,19282.0,258.0,1459.0
SURENDRANAGAR,GUJARAT,2014,15728.0,13324.0,3457.0,27385.0
SURENDRANAGAR,GUJARAT,2015,9902.0,7249.0,1294.0,16266.0
SURENDRANAGAR,GUJARAT,2016,17450.0,14864.0,2607.0,32501.0
SURENDRANAGAR,GUJARAT,2017,27820.0,14210.0,2390.0,39880.0
SURENDRANAGAR,GUJARAT,2018,30465.0,19313.0,2273.0,48633.0
SURENDRANAGAR,GUJARAT,2019,22011.0,15190.0,1962.0,36622.0
SURENDRANAGAR,GUJARAT,2020,25503.0,19145.0,3045.0,43624.0
SURENDRANAGAR,GUJARAT,2021,28580.0,21306.0,2953.0,49052.0
SURENDRANAGAR,GUJARAT,2022,21338.0,15815.0,1694.0,36577.0
SURENDRANAGAR,GUJARAT,2023,15103.0,9110.0,1309.0,22402.0
SURENDRANAGAR,GUJARAT,2024,14083.0,7790.0,1035.0,19550.0
SURENDRANAGAR,GUJARAT,2025,10091.0,5342.0,463.0,12986.0
SURGUJA,CHHATTISGARH,2014,40614.0,25514.0,2964.0,19034.0
SURGUJA,CHHATTISGARH,2015,58478.0,42126.0,4271.0,30754.0
SURGUJA,CHHATTISGARH,2016,60677.0,42448.0,4216.0,32600.0
SURGUJA,CHHATTISGARH,2017,75691.0,53383.0,5410.0,45706.0
SURGUJA,CHHATTISGARH,2018,72421.0,51278.0,5112.0,43190.0
SURGUJA,CHHATTISGARH,2019,73676.0,51870.0,4872.0,44268.0
SURGUJA,CHHATTISGARH,2020,92247.0,69945.0,5980.0,60613.0
SURGUJA,CHHATTISGARH,2021,79767.0,63674.0,4998.0,51744.0
SURGUJA,CHHATTISGARH,2022,72424.0,56618.0,4533.0,45900.0
SURGUJA,CHHATTISGARH,2023,57482.0,41766.0,3291.0,34805.0
SURGUJA,CHHATTISGARH,2024,63546.0,45244.0,3625.0,38137.0
SURGUJA,CHHATTISGARH,2025,49460.0,32840.0,2653.0,28476.0
SURYAPET,TELANGANA,2016,144538.0,148057.0,56828.0,154963.0
SURYAPET,TELANGANA,2017,155026.0,159173.0,59799.0,168713.0
SURYAPET,TELANGANA,2018,149940.0,153123.0,54969.0,160116.0
SURYAPET,TELANGANA,2019,129842.0,129479.0,45015.0,137765.0
SURYAPET,TELANGANA,2020,165588.0,171080.0,63759.0,186086.0
SURYAPET,TELANGANA,2021,160848.0,162284.0,59293.0,175520.0
SURYAPET,TELANGANA,2022,163093.0,166953.0,58502.0,181091.0
SURYAPET,TELANGANA,2023,147279.0,147277.0,49918.0,157717.0
SURYAPET,TELANGANA,2024,150435.0,149151.0,49356.0,158303.0
SURYAPET,TELANGANA,2025,138159.0,135469.0,44456.0,140024.0
TAMENGLONG,MANIPUR,2014,29334.0,7633.0,6.0,2644.0
TAMENGLONG,MANIPUR,2015,30168.0,8135.0,6.0,2649.0
TAMENGLONG,MANIPUR,2016,31351.0,9845.0,9.0,3017.0
TAMENGLONG,MANIPUR,2017,18998.0,6973.0,6.0,2052.0
TAMENGLONG,MANIPUR,2018,20402.0,8748.0,9.0,2234.0
TAMENGLONG,MANIPUR,2019,20903.0,7647.0,5.0,1847.0
TAMENGLONG,MANIPUR,2020,21007.0,8437.0,7.0,2034.0
TAMENGLONG,MANIPUR,2021,21920.0,9193.0,7.0,2218.0
TAMENGLONG,MANIPUR,2022,20010.0,9758.0,8.0,1897.0
TAMENGLONG,MANIPUR,2023,17328.0,8127.0,6.0,1449.0
TAMENGLONG,MANIPUR,2024,20907.0,9686.0,6.0,1929.0
TAMENGLONG,MANIPUR,2025,22710.0,10707.0,7.0,2192.0
TAMULPUR,ASSAM,2022,35735.0,28752.0,6861.0,24429.0
TAMULPUR,ASSAM,2023,36109.0,29684.0,7824.0,25388.0
TAMULPUR,ASSAM,2024,31833.0,25717.0,5494.0,19428.0
TAMULPUR,ASSAM,2025,22704.0,18740.0,3965.0,16371.0
TAPI,GUJARAT,2014,40604.0,35418.0,1701.0,4948.0
TAPI,GUJARAT,2015,59753.0,52478.0,2088.0,8634.0
TAPI,GUJARAT,2016,52217.0,42464.0,1498.0,6056.0
TAPI,GUJARAT,2017,66725.0,51638.0,1334.0,5626.0
TAPI,GUJARAT,2018,64076.0,53018.0,1758.0,7623.0
TAPI,GUJARAT,2019,41481.0,29057.0,419.0,2667.0
TAPI,GUJARAT,2020,64098.0,49142.0,1253.0,5162.0
TAPI,GUJARAT,2021,70406.0,54080.0,802.0,4526.0
TAPI,GUJARAT,2022,60578.0,49180.0,719.0,4076.0
TAPI,GUJARAT,2023,47315.0,37110.0,515.0,2796.0
TAPI,GUJARAT,2024,39197.0,30154.0,428.0,2157.0
TAPI,GUJARAT,2025,33883.0,27324.0,400.0,1987.0
TARN TARAN,PUNJAB,2014,5060.0,1784.0,4387.0,1066.0
TARN TARAN,PUNJAB,2015,12407.0,4562.0,10059.0,3885.0
TARN TARAN,PUNJAB,2016,15371.0,6068.0,11883.0,5315.0
TARN TARAN,PUNJAB,2017,17303.0,8249.0,14120.0,5643.0
TARN TARAN,PUNJAB,2018,16619.0,9056.0,14379.0,8451.0
TARN TARAN,PUNJAB,2019,21653.0,11544.0,15603.0,14795.0
TARN TARAN,PUNJAB,2020,37332.0,21118.0,26729.0,29444.0
TARN TARAN,PUNJAB,2021,32676.0,17639.0,22405.0,24224.0
TARN TARAN,PUNJAB,2022,36666.0,20950.0,26940.0,12788.0
TARN TARAN,PUNJAB,2023,44451.0,25574.0,35322.0,12269.0
TARN TARAN,PUNJAB,2024,46787.0,27241.0,34097.0,14723.0
TARN TARAN,PUNJAB,2025,38674.0,22261.0,26640.0,13351.0
TAWANG,ARUNACHAL PRADESH,2014,7513.0,3454.0,1.0,28.0
TAWANG,ARUNACHAL PRADESH,2015,7623.0,3452.0,1.0,39.0
TAWANG,ARUNACHAL PRADESH,2016,7804.0,4022.0,1.0,51.0
TAWANG,ARUNACHAL PRADESH,2017,7393.0,3743.0,1.0,92.0
TAWANG,ARUNACHAL PRADESH,2018,7861.0,4175.0,1.0,108.0
TAWANG,ARUNACHAL PRADESH,2019,8002.0,4445.0,2.0,105.0
TAWANG,ARUNACHAL PRADESH,2020,8078.0,4569.0,0.0,0.0
TAWANG,ARUNACHAL PRADESH,2021,8646.0,4962.0,0.0,0.0
TAWANG,ARUNACHAL PRADESH,2022,7595.0,4356.0,3.0,5.0
TAWANG,ARUNACHAL PRADESH,2023,8424.0,4888.0,3.0,9.0
TAWANG,ARUNACHAL PRADESH,2024,8036.0,4652.0,3.0,26.0
TAWANG,ARUNACHAL PRADESH,2025,8814.0,5119.0,3.0,28.0
TEHRI GARHWAL,UTTARAKHAND,2014,89108.0,67988.0,10628.0,86431.0
TEHRI GARHWAL,UTTARAKHAND,2015,107205.0,84950.0,12706.0,108697.0
TEHRI GARHWAL,UTTARAKHAND,2016,104561.0,84284.0,12554.0,105891.0
TEHRI GARHWAL,UTTARAKHAND,2017,92002.0,74355.0,10840.0,92501.0
TEHRI GARHWAL,UTTARAKHAND,2018,86039.0,70251.0,10339.0,86174.0
TEHRI GARHWAL,UTTARAKHAND,2019,94514.0,78351.0,11811.0,95331.0
TEHRI GARHWAL,UTTARAKHAND,2020,118419.0,99341.0,15143.0,129343.0
TEHRI GARHWAL,UTTARAKHAND,2021,101955.0,86399.0,13136.0,107924.0
TEHRI GARHWAL,UTTARAKHAND,2022,87896.0,75629.0,11490.0,92427.0
TEHRI GARHWAL,UTTARAKHAND,2023,83639.0,72660.0,10965.0,88417.0
TEHRI GARHWAL,UTTARAKHAND,2024,71180.0,61506.0,9196.0,74414.0
TEHRI GARHWAL,UTTARAKHAND,2025,73820.0,65128.0,8876.0,76959.0
TENGNOUPAL,MANIPUR,2017,14574.0,6363.0,12.0,4139.0
TENGNOUPAL,MANIPUR,2018,14986.0,6234.0,96.0,4435.0
TENGNOUPAL,MANIPUR,2019,13897.0,6744.0,81.0,1200.0
TENGNOUPAL,MANIPUR,2020,14607.0,7239.0,90.0,1448.0
TENGNOUPAL,MANIPUR,2021,14303.0,6867.0,88.0,1437.0
TENGNOUPAL,MANIPUR,2022,5674.0,2739.0,86.0,14.0
TENGNOUPAL,MANIPUR,2023,12856.0,6439.0,92.0,478.0
TENGNOUPAL,MANIPUR,2024,12971.0,6484.0,81.0,392.0
TENGNOUPAL,MANIPUR,2025,13204.0,6606.0,105.0,479.0
TENKASI,TAMIL NADU,2020,116137.0,110559.0,48857.0,91538.0
TENKASI,TAMIL NADU,2021,119552.0,113807.0,49413.0,95069.0
TENKASI,TAMIL NADU,2022,115420.0,109314.0,46414.0,90924.0
TENKASI,TAMIL NADU,2023,118555.0,112295.0,46568.0,92902.0
TENKASI,TAMIL NADU,2024,107402.0,100822.0,40484.0,82284.0
TENKASI,TAMIL NADU,2025,84776.0,78717.0,29874.0,63990.0
THANE,MAHARASHTRA,2014,33589.0,29721.0,565.0,13184.0
THANE,MAHARASHTRA,2015,7421.0,5340.0,304.0,7356.0
THANE,MAHARASHTRA,2016,16920.0,12686.0,822.0,20036.0
THANE,MAHARASHTRA,2017,15856.0,12288.0,1221.0,16529.0
THANE,MAHARASHTRA,2018,9591.0,7377.0,830.0,9531.0
THANE,MAHARASHTRA,2019,9289.0,7043.0,592.0,8670.0
THANE,MAHARASHTRA,2020,11372.0,9292.0,556.0,12363.0
THANE,MAHARASHTRA,2021,11140.0,8758.0,717.0,13429.0
THANE,MAHARASHTRA,2022,14130.0,11167.0,800.0,16182.0
THANE,MAHARASHTRA,2023,13182.0,9879.0,877.0,14032.0
THANE,MAHARASHTRA,2024,18327.0,14819.0,1094.0,20284.0
THANE,MAHARASHTRA,2025,32077.0,29205.0,1522.0,31052.0
THANJAVUR,TAMIL NADU,2014,220414.0,212202.0,104325.0,182799.0
THANJAVUR,TAMIL NADU,2015,227140.0,218743.0,103881.0,187407.0
THANJAVUR,TAMIL NADU,2016,230853.0,223610.0,103191.0,191685.0
THANJAVUR,TAMIL NADU,2017,218388.0,209360.0,91139.0,175295.0
THANJAVUR,TAMIL NADU,2018,214796.0,207395.0,90575.0,173740.0
THANJAVUR,TAMIL NADU,2019,223094.0,217223.0,94240.0,179671.0
THANJAVUR,TAMIL NADU,2020,246655.0,241339.0,102904.0,205232.0
THANJAVUR,TAMIL NADU,2021,248819.0,244010.0,102354.0,206948.0
THANJAVUR,TAMIL NADU,2022,238070.0,232835.0,93896.0,195981.0
THANJAVUR,TAMIL NADU,2023,254611.0,249977.0,98858.0,213266.0
THANJAVUR,TAMIL NADU,2024,248860.0,242812.0,93743.0,205256.0
THANJAVUR,TAMIL NADU,2025,215188.0,208262.0,77915.0,169914.0
THE NILGIRIS,TAMIL NADU,2014,22824.0,20110.0,6611.0,16856.0
THE NILGIRIS,TAMIL NADU,2015,31013.0,28128.0,8922.0,24403.0
THE NILGIRIS,TAMIL NADU,2016,29249.0,27303.0,8333.0,22781.0
THE NILGIRIS,TAMIL NADU,2017,16934.0,14893.0,5384.0,11712.0
THE NILGIRIS,TAMIL NADU,2018,25035.0,22484.0,7647.0,18182.0
THE NILGIRIS,TAMIL NADU,2019,25466.0,22810.0,8680.0,16897.0
THE NILGIRIS,TAMIL NADU,2020,32668.0,28795.0,11538.0,22142.0
THE NILGIRIS,TAMIL NADU,2021,29644.0,25969.0,9784.0,20059.0
THE NILGIRIS,TAMIL NADU,2022,22392.0,19794.0,6990.0,14927.0
THE NILGIRIS,TAMIL NADU,2023,21621.0,19172.0,6545.0,14405.0
THE NILGIRIS,TAMIL NADU,2024,21712.0,19390.0,6678.0,14723.0
THE NILGIRIS,TAMIL NADU,2025,13742.0,12017.0,4479.0,8388.0
THENI,TAMIL NADU,2014,83381.0,77758.0,21229.0,72157.0
THENI,TAMIL NADU,2015,80950.0,76747.0,20886.0,71651.0
THENI,TAMIL NADU,2016,85417.0,81182.0,21831.0,74188.0
THENI,TAMIL NADU,2017,71351.0,67096.0,18891.0,61117.0
THENI,TAMIL NADU,2018,60501.0,56409.0,14361.0,52819.0
THENI,TAMIL NADU,2019,60604.0,56736.0,16510.0,49797.0
THENI,TAMIL NADU,2020,80047.0,75914.0,22754.0,66476.0
THENI,TAMIL NADU,2021,77672.0,73296.0,21289.0,65408.0
THENI,TAMIL NADU,2022,64095.0,60358.0,17261.0,52909.0
THENI,TAMIL NADU,2023,70402.0,66622.0,18986.0,58384.0
THENI,TAMIL NADU,2024,66618.0,62735.0,17533.0,55296.0
THENI,TAMIL NADU,2025,59118.0,55503.0,15525.0,48423.0
THIRUVANANTHAPURAM,KERALA,2014,176211.0,171544.0,24797.0,161432.0
THIRUVANANTHAPURAM,KERALA,2015,186074.0,181320.0,26923.0,172848.0
THIRUVANANTHAPURAM,KERALA,2016,186601.0,180442.0,26598.0,173193.0
THIRUVANANTHAPURAM,KERALA,2017,159716.0,154605.0,22316.0,147585.0
THIRUVANANTHAPURAM,KERALA,2018,179877.0,174877.0,25204.0,172335.0
THIRUVANANTHAPURAM,KERALA,2019,173712.0,168407.0,23205.0,168625.0
THIRUVANANTHAPURAM,KERALA,2020,195705.0,190856.0,38405.0,179064.0
THIRUVANANTHAPURAM,KERALA,2021,198677.0,191472.0,39081.0,179171.0
THIRUVANANTHAPURAM,KERALA,2022,188804.0,180780.0,37573.0,167139.0
THIRUVANANTHAPURAM,KERALA,2023,176299.0,166750.0,34184.0,154865.0
THIRUVANANTHAPURAM,KERALA,2024,165243.0,155167.0,31264.0,144848.0
THIRUVANANTHAPURAM,KERALA,2025,153367.0,143238.0,28354.0,133376.0
THOOTHUKKUDI,TAMIL NADU,2014,133677.0,126340.0,49224.0,101784.0
THOOTHUKKUDI,TAMIL NADU,2015,141695.0,134222.0,51840.0,109305.0
THOOTHUKKUDI,TAMIL NADU,2016,149317.0,142435.0,53436.0,116587.0
THOOTHUKKUDI,TAMIL NADU,2017,146591.0,138494.0,51262.0,115557.0
THOOTHUKKUDI,TAMIL NADU,2018,132950.0,125302.0,44714.0,102593.0
THOOTHUKKUDI,TAMIL NADU,2019,132032.0,124227.0,50030.0,94608.0
THOOTHUKKUDI,TAMIL NADU,2020,143476.0,135428.0,55273.0,104266.0
THOOTHUKKUDI,TAMIL NADU,2021,139909.0,132415.0,52861.0,101146.0
THOOTHUKKUDI,TAMIL NADU,2022,132025.0,124616.0,47854.0,95363.0
THOOTHUKKUDI,TAMIL NADU,2023,134582.0,126833.0,47917.0,96929.0
THOOTHUKKUDI,TAMIL NADU,2024,130923.0,123175.0,46054.0,94432.0
THOOTHUKKUDI,TAMIL NADU,2025,117830.0,111125.0,41106.0,84334.0
THOUBAL,MANIPUR,2014,59966.0,38221.0,2219.0,71000.0
THOUBAL,MANIPUR,2015,54814.0,32743.0,1986.0,58170.0
THOUBAL,MANIPUR,2016,67577.0,40948.0,2318.0,74020.0
THOUBAL,MANIPUR,2017,35652.0,23367.0,32.0,40274.0
THOUBAL,MANIPUR,2018,29715.0,21072.0,26.0,34247.0
THOUBAL,MANIPUR,2019,43964.0,33009.0,46.0,57946.0
THOUBAL,MANIPUR,2020,44181.0,34166.0,44.0,54601.0
THOUBAL,MANIPUR,2021,40828.0,29628.0,33.0,44453.0
THOUBAL,MANIPUR,2022,19902.0,14342.0,35.0,21221.0
THOUBAL,MANIPUR,2023,33326.0,24632.0,24.0,38174.0
THOUBAL,MANIPUR,2024,44154.0,33674.0,38.0,51112.0
THOUBAL,MANIPUR,2025,43207.0,34081.0,27.0,48936.0
THRISSUR,KERALA,2014,97256.0,92846.0,29677.0,73074.0
THRISSUR,KERALA,2015,101689.0,98091.0,31722.0,79112.0
THRISSUR,KERALA,2016,87770.0,85688.0,28741.0,65507.0
THRISSUR,KERALA,2017,74615.0,72840.0,24761.0,55347.0
THRISSUR,KERALA,2018,86004.0,83105.0,27173.0,66990.0
THRISSUR,KERALA,2019,86011.0,82164.0,26312.0,67085.0
THRISSUR,KERALA,2020,102636.0,97804.0,33428.0,78111.0
THRISSUR,KERALA,2021,106596.0,99015.0,33361.0,81439.0
THRISSUR,KERALA,2022,105697.0,95779.0,30810.0,81181.0
THRISSUR,KERALA,2023,96249.0,86932.0,28969.0,73307.0
THRISSUR,KERALA,2024,84134.0,75639.0,24719.0,64630.0
THRISSUR,KERALA,2025,67345.0,62091.0,21330.0,50527.0
