DISTRICT,YEAR,asset_index_0_1
Raigarh,2014,0.24898582733787214
Raigarh,2015,0.29620450816773075
Raigarh,2016,0.2859990606551726
Raigarh,2017,0.27644407651527625
Raigarh,2018,0.3261746403045076
Raigarh,2019,0.3580750555477777
Raigarh,2020,0.3718553311830434
Raigarh,2021,0.34621788141459686
Raigarh,2022,0.34556263049636365
Raigarh,2023,0.3469486077871501
Raigarh,2024,0.37578952629522916
Raigarh,2025,0.3844145083838616
Raipur,2014,0.3032765703756071
Raipur,2015,0.34273206797013545
Raipur,2016,0.3394342738697832
Raipur,2017,0.3290680443959564
Raipur,2018,0.3559661103054655
Raipur,2019,0.3688107191049552
Raipur,2020,0.38539068216232336
Raipur,2021,0.3653579682929441
Raipur,2022,0.34561772516421435
Raipur,2023,0.36232993247588163
Raipur,2024,0.3775116935266339
Raipur,2025,0.37890501808409804
Rajnandgaon,2014,0.3091540513975328
Rajnandgaon,2015,0.37644262264689093
Rajnandgaon,2016,0.3633918627122805
Rajnandgaon,2017,0.2968027364427751
Rajnandgaon,2018,0.27558546756337976
Rajnandgaon,2019,0.31248514305067987
Rajnandgaon,2020,0.307283014577167
Rajnandgaon,2021,0.3114165939174969
Rajnandgaon,2022,0.31432482157221653
Rajnandgaon,2023,0.31166972201559195
Rajnandgaon,2024,0.3694980047831112
Rajnandgaon,2025,0.4080533402090773
Surguja,2015,0.19244298772978588
Surguja,2016,0.18237266613998263
Surguja,2017,0.20000626220156265
Surguja,2018,0.2558770063139782
Surguja,2019,0.28526430990309554
Surguja,2020,0.33570080956757237
Surguja,2021,0.30224198004908615
Surguja,2022,0.30018678928759285
Surguja,2023,0.3129500193152702
Surguja,2024,0.323821168620685
Surguja,2025,0.3292038487011547
North,2014,0.5439071830029375
North,2015,0.6270523573593519
North,2016,0.5768940269640777
North,2017,0.5875928582463265
North,2018,0.686898085552416
North,2019,0.7029812466233062
North,2020,0.5717344461033924
North,2021,0.5612890390801831
North,2022,0.57379352544383
North,2023,0.6752215378972073
North,2024,0.8213845356000596
North,2025,0.9507398863595142
North - North West - West,2014,0.5761107698888963
North - North West - West,2015,0.5757193831838887
North - North West - West,2016,0.6106778808655989
North - North West - West,2017,0.6143847987988719
North - North West - West,2018,0.7282615062895503
North - North West - West,2019,0.7711754310032749
North - North West - West,2020,0.683036944599092
North - North West - West,2021,0.7005903636016045
North - North West - West,2022,0.7157360916214275
North - North West - West,2023,0.6866257654060286
North - North West - West,2024,0.7697122353770501
North - North West - West,2025,0.8123591934392589
North East - East,2014,0.5105196818969328
North East - East,2015,0.5326738701219855
North East - East,2016,0.5144981065423909
North East - East,2017,0.4998087961329922
North East - East,2018,0.6296445020212471
North East - East,2019,0.6902980473575681
North East - East,2020,0.608819242720229
North East - East,2021,0.6306166738222753
North East - East,2022,0.6244965235936446
North East - East,2023,0.5951148818067797
North East - East,2024,0.70611404984377
North East - East,2025,0.7936177246603427
North West,2014,0.4404843987632825
North West,2015,0.49128678251531716
North West,2016,0.4943415843805517
North West,2017,0.5185384176024799
North West,2018,0.5867498245570236
North West,2019,0.6463986525200767
North West,2020,0.5585488410398479
North West,2021,0.5512926412116091
North West,2022,0.5880807987132953
North West,2023,0.561472679196906
North West,2024,0.7072115403041167
North West,2025,0.7807565353968048
South,2014,0.5443845330069983
South,2015,0.5022427186886415
South,2016,0.47255600750989385
South,2017,0.42329508723740034
South,2018,0.5203871042584893
South,2019,0.5757224267932353
South,2020,0.47506819917168136
South,2021,0.47508816149192984
South,2022,0.49229988264589886
South,2023,0.5327392137881217
South,2024,0.8114342115931492
South,2025,0.8706287409868312
South - South West - Central - New Delhi,2014,0.464172799161111
South - South West - Central - New Delhi,2015,0.5102069794174899
South - South West - Central - New Delhi,2016,0.564097999596512
South - South West - Central - New Delhi,2017,0.5375954326163871
South - South West - Central - New Delhi,2018,0.7124593458672223
South - South West - Central - New Delhi,2019,0.7462929709991983
South - South West - Central - New Delhi,2020,0.6959848803916938
South - South West - Central - New Delhi,2021,0.7249209228179886
South - South West - Central - New Delhi,2022,0.7102216258071888
South - South West - Central - New Delhi,2023,0.6473554309411004
South - South West - Central - New Delhi,2024,0.7954872218919133
South - South West - Central - New Delhi,2025,0.814902786242161
South West,2014,0.5436830984874447
South West,2015,0.5973050686853706
South West,2016,0.5662212594260995
South West,2017,0.5574032547837026
South West,2018,0.6736482205439777
South West,2019,0.7390423778054732
South West,2020,0.6399516030197249
South West,2021,0.6019150133415612
South West,2022,0.6513165173810719
South West,2023,0.6514902707890446
South West,2024,0.8969456582333503
South West,2025,0.9620627719938354
West,2014,0.7231913554038575
West,2015,0.8067583897005661
West,2016,0.7958313112251217
West,2017,0.7802715146330498
West,2018,0.8354194995283438
West,2019,0.8761098639163271
West,2020,0.6025095062385171
West,2021,0.7396617118994826
West,2022,0.6709336794772174
West,2023,0.7616661253894242
West,2024,0.8432960100941788
West,2025,1.0
North Goa,2014,0.49973267250156267
North Goa,2015,0.5108430999456922
North Goa,2016,0.5280421537057302
North Goa,2017,0.5539174220008298
North Goa,2018,0.5565403654127212
North Goa,2019,0.5468803086969479
North Goa,2020,0.45003234106164525
North Goa,2021,0.4130582974568788
North Goa,2022,0.3541961480873217
North Goa,2023,0.3620153498669276
North Goa,2024,0.6516081619265365
North Goa,2025,0.6024093308402407
South Goa,2014,0.4844281539632224
South Goa,2015,0.5218164327054979
South Goa,2016,0.53865115672608
South Goa,2017,0.555375992944238
South Goa,2018,0.5563709050572048
South Goa,2019,0.5276548020218677
South Goa,2020,0.3832475215841323
South Goa,2021,0.37555688865445414
South Goa,2022,0.35159191463582035
South Goa,2023,0.3625588442311205
South Goa,2024,0.5747117459434535
South Goa,2025,0.45475250151541535
Ahmadabad,2014,0.31168377097086747
Ahmadabad,2015,0.30543338645518403
Ahmadabad,2016,0.2901983191347882
Ahmadabad,2017,0.2880583987124157
Ahmadabad,2018,0.3549807929458751
Ahmadabad,2019,0.35187075004438706
Ahmadabad,2020,0.32444978803578733
Ahmadabad,2021,0.33987841395019086
Ahmadabad,2022,0.3568636469946993
Ahmadabad,2023,0.31582718120119974
Ahmadabad,2024,0.31964279686593083
Ahmadabad,2025,0.3329890844779182
Amreli,2017,0.2830368512075745
Amreli,2018,0.3165460975966535
Amreli,2019,0.323399551189981
Amreli,2020,0.32104712971137384
Amreli,2021,0.3309971474696985
Amreli,2022,0.31751909237465453
Amreli,2023,0.3017386839623425
Amreli,2025,0.3400397847994933
Anand,2017,0.22108199388080033
Anand,2018,0.27380518776444257
Anand,2019,0.33334396327736193
Anand,2020,0.3235161439366107
Anand,2021,0.3206660788284575
Anand,2022,0.3383968681473466
Anand,2023,0.28628535551987727
Anand,2024,0.30815638529755984
Anand,2025,0.3196996741890764
