region_id,year,pillar3_income_score
BHARATPUR_RAJASTHAN,2019.0,0.65
BHARATPUR_RAJASTHAN,2020.0,0.6
BHARATPUR_RAJASTHAN,2021.0,0.6
BHARATPUR_RAJASTHAN,2022.0,0.55
BHARATPUR_RAJASTHAN,2023.0,0.7
BHARATPUR_RAJASTHAN,2024.0,0.7
BHARUCH_GUJARAT,2015.0,0.5
BHARUCH_GUJARAT,2016.0,0.7
BHARUCH_GUJARAT,2017.0,0.8
BHARUCH_GUJARAT,2018.0,0.6
BHARUCH_GUJARAT,2019.0,0.75
BHARUCH_GUJARAT,2020.0,0.7
BHARUCH_GUJARAT,2021.0,0.8
BHARUCH_GUJARAT,2022.0,0.7
BHARUCH_GUJARAT,2023.0,0.8
BHARUCH_GUJARAT,2024.0,0.75
BHAVNAGAR_GUJARAT,2015.0,0.8
BHAVNAGAR_GUJARAT,2016.0,0.6
BHAVNAGAR_GUJARAT,2017.0,0.55
BHAVNAGAR_GUJARAT,2018.0,0.6
BHAVNAGAR_GUJARAT,2019.0,0.6
BHAVNAGAR_GUJARAT,2020.0,0.55
BHAVNAGAR_GUJARAT,2021.0,0.6
BHAVNAGAR_GUJARAT,2022.0,0.6
BHAVNAGAR_GUJARAT,2023.0,0.7
BHAVNAGAR_GUJARAT,2024.0,0.8
BHILWARA_RAJASTHAN,2015.0,0.55
BHILWARA_RAJASTHAN,2016.0,0.3
BHILWARA_RAJASTHAN,2017.0,0.4
BHILWARA_RAJASTHAN,2018.0,0.3
BHILWARA_RAJASTHAN,2019.0,0.3
BHILWARA_RAJASTHAN,2020.0,0.3
BHILWARA_RAJASTHAN,2021.0,0.2
BHILWARA_RAJASTHAN,2022.0,0.2
BHILWARA_RAJASTHAN,2023.0,0.3
BHILWARA_RAJASTHAN,2024.0,0.3
BHIWANI_HARYANA,2015.0,0.65
BHIWANI_HARYANA,2016.0,0.55
BHIWANI_HARYANA,2017.0,0.6
BHIWANI_HARYANA,2018.0,0.65
BHIWANI_HARYANA,2019.0,0.8
BHIWANI_HARYANA,2020.0,0.6
BHIWANI_HARYANA,2021.0,0.6
BHIWANI_HARYANA,2022.0,0.75
BHIWANI_HARYANA,2023.0,0.5
BHIWANI_HARYANA,2024.0,0.6
BHOJPUR_BIHAR,2015.0,0.65
BHOJPUR_BIHAR,2016.0,0.75
BHOJPUR_BIHAR,2017.0,0.75
BHOJPUR_BIHAR,2018.0,0.8
BHOJPUR_BIHAR,2019.0,0.8
BHOJPUR_BIHAR,2020.0,0.75
BHOJPUR_BIHAR,2021.0,0.75
BHOJPUR_BIHAR,2022.0,0.55
BHOJPUR_BIHAR,2023.0,0.5
BHOJPUR_BIHAR,2024.0,0.5
BHOPAL_MADHYA PRADESH,2015.0,0.6
BHOPAL_MADHYA PRADESH,2016.0,0.5
BHOPAL_MADHYA PRADESH,2017.0,0.5
BHOPAL_MADHYA PRADESH,2018.0,0.4
BHOPAL_MADHYA PRADESH,2019.0,0.4
BHOPAL_MADHYA PRADESH,2020.0,0.3
BHOPAL_MADHYA PRADESH,2021.0,0.5
BHOPAL_MADHYA PRADESH,2022.0,0.5
BHOPAL_MADHYA PRADESH,2023.0,0.4
BHOPAL_MADHYA PRADESH,2024.0,0.5
BIJNOR_UTTAR PRADESH,2015.0,0.5
BIJNOR_UTTAR PRADESH,2016.0,0.7
BIJNOR_UTTAR PRADESH,2017.0,0.7
BIJNOR_UTTAR PRADESH,2018.0,0.6
BIJNOR_UTTAR PRADESH,2019.0,0.65
BIJNOR_UTTAR PRADESH,2020.0,0.6
BIJNOR_UTTAR PRADESH,2021.0,0.6
BIJNOR_UTTAR PRADESH,2022.0,0.55
BIJNOR_UTTAR PRADESH,2023.0,0.65
BIJNOR_UTTAR PRADESH,2024.0,0.6
BILASPUR_CHHATTISGARH,2015.0,0.5
BILASPUR_CHHATTISGARH,2016.0,0.35
BILASPUR_CHHATTISGARH,2017.0,0.4
BILASPUR_CHHATTISGARH,2018.0,0.3
BILASPUR_CHHATTISGARH,2019.0,0.4
BILASPUR_CHHATTISGARH,2020.0,0.4
BILASPUR_CHHATTISGARH,2021.0,0.2
BILASPUR_CHHATTISGARH,2022.0,0.4
BILASPUR_CHHATTISGARH,2023.0,0.5
BILASPUR_CHHATTISGARH,2024.0,0.5
BOKARO_JHARKHAND,2015.0,0.65
BOKARO_JHARKHAND,2016.0,0.7
BOKARO_JHARKHAND,2017.0,0.65
BOKARO_JHARKHAND,2018.0,0.6
BOKARO_JHARKHAND,2019.0,0.7
BOKARO_JHARKHAND,2020.0,0.7
BOKARO_JHARKHAND,2021.0,0.6
BOKARO_JHARKHAND,2022.0,0.6
BOKARO_JHARKHAND,2023.0,0.7
BOKARO_JHARKHAND,2024.0,0.5
BUDAUN_UTTAR PRADESH,2015.0,0.6
BUDAUN_UTTAR PRADESH,2016.0,0.7
BUDAUN_UTTAR PRADESH,2017.0,0.6
BUDAUN_UTTAR PRADESH,2018.0,0.6
BUDAUN_UTTAR PRADESH,2019.0,0.6
BUDAUN_UTTAR PRADESH,2020.0,0.65
BUDAUN_UTTAR PRADESH,2021.0,0.6
BUDAUN_UTTAR PRADESH,2022.0,0.6
BUDAUN_UTTAR PRADESH,2023.0,0.55
BUDAUN_UTTAR PRADESH,2024.0,0.5
BUNDI_RAJASTHAN,2015.0,0.4
BUNDI_RAJASTHAN,2016.0,0.45
BUNDI_RAJASTHAN,2017.0,0.45
BUNDI_RAJASTHAN,2018.0,0.35
BUNDI_RAJASTHAN,2019.0,0.4
BUNDI_RAJASTHAN,2020.0,0.3
BUNDI_RAJASTHAN,2021.0,0.5
BUNDI_RAJASTHAN,2022.0,0.5
BUNDI_RAJASTHAN,2023.0,0.65
BUNDI_RAJASTHAN,2024.0,0.6
BURHANPUR_MADHYA PRADESH,2015.0,0.6
BURHANPUR_MADHYA PRADESH,2016.0,0.6
BURHANPUR_MADHYA PRADESH,2017.0,0.55
BURHANPUR_MADHYA PRADESH,2018.0,0.6
BURHANPUR_MADHYA PRADESH,2019.0,0.6
BURHANPUR_MADHYA PRADESH,2020.0,0.5
BURHANPUR_MADHYA PRADESH,2021.0,0.6
BURHANPUR_MADHYA PRADESH,2022.0,0.55
BURHANPUR_MADHYA PRADESH,2023.0,0.55
BURHANPUR_MADHYA PRADESH,2024.0,0.65
BUXAR_BIHAR,2015.0,0.65
BUXAR_BIHAR,2016.0,0.6
BUXAR_BIHAR,2017.0,0.7
BUXAR_BIHAR,2018.0,0.65
BUXAR_BIHAR,2019.0,0.65
BUXAR_BIHAR,2020.0,0.7
BUXAR_BIHAR,2021.0,0.8
BUXAR_BIHAR,2022.0,0.65
BUXAR_BIHAR,2023.0,0.45
BUXAR_BIHAR,2024.0,0.4
CHANDRAPUR_MAHARASHTRA,2015.0,0.65
CHANDRAPUR_MAHARASHTRA,2016.0,0.6
CHANDRAPUR_MAHARASHTRA,2017.0,0.45
CHANDRAPUR_MAHARASHTRA,2018.0,0.5
CHANDRAPUR_MAHARASHTRA,2019.0,0.6
CHANDRAPUR_MAHARASHTRA,2020.0,0.7
CHANDRAPUR_MAHARASHTRA,2021.0,0.65
CHANDRAPUR_MAHARASHTRA,2022.0,0.55
CHANDRAPUR_MAHARASHTRA,2023.0,0.6
CHANDRAPUR_MAHARASHTRA,2024.0,0.6
CHATRA_JHARKHAND,2015.0,0.55
CHATRA_JHARKHAND,2016.0,0.35
CHATRA_JHARKHAND,2017.0,0.55
CHATRA_JHARKHAND,2018.0,0.7
CHATRA_JHARKHAND,2019.0,0.65
CHATRA_JHARKHAND,2020.0,0.7
CHATRA_JHARKHAND,2021.0,0.65
CHATRA_JHARKHAND,2022.0,0.5
CHATRA_JHARKHAND,2023.0,0.55
CHATRA_JHARKHAND,2024.0,0.45
CHHINDWARA_MADHYA PRADESH,2015.0,0.55
CHHINDWARA_MADHYA PRADESH,2016.0,0.55
CHHINDWARA_MADHYA PRADESH,2017.0,0.35
CHHINDWARA_MADHYA PRADESH,2018.0,0.3
CHHINDWARA_MADHYA PRADESH,2019.0,0.5
CHHINDWARA_MADHYA PRADESH,2020.0,0.3
CHHINDWARA_MADHYA PRADESH,2021.0,0.1
CHHINDWARA_MADHYA PRADESH,2022.0,0.4
CHHINDWARA_MADHYA PRADESH,2023.0,0.5
CHHINDWARA_MADHYA PRADESH,2024.0,0.4
CHITRADURGA_KARNATAKA,2015.0,0.65
CHITRADURGA_KARNATAKA,2016.0,0.5
CHITRADURGA_KARNATAKA,2017.0,0.45
CHITRADURGA_KARNATAKA,2018.0,0.45
CHITRADURGA_KARNATAKA,2019.0,0.5
CHITRADURGA_KARNATAKA,2020.0,0.45
CHITRADURGA_KARNATAKA,2021.0,0.65
CHITRADURGA_KARNATAKA,2022.0,0.55
CHITRADURGA_KARNATAKA,2023.0,0.5
CHITRADURGA_KARNATAKA,2024.0,0.5
CHITRAKOOT_UTTAR PRADESH,2015.0,0.65
CHITRAKOOT_UTTAR PRADESH,2016.0,0.65
CHITRAKOOT_UTTAR PRADESH,2017.0,0.45
CHITRAKOOT_UTTAR PRADESH,2018.0,0.55
CHITRAKOOT_UTTAR PRADESH,2019.0,0.45
CHITRAKOOT_UTTAR PRADESH,2020.0,0.5
CHITRAKOOT_UTTAR PRADESH,2021.0,0.45
CHITRAKOOT_UTTAR PRADESH,2022.0,0.6
CHITRAKOOT_UTTAR PRADESH,2023.0,0.7
CHITRAKOOT_UTTAR PRADESH,2024.0,0.65
CHITTOOR_ANDHRA PRADESH,2015.0,0.6
CHITTOOR_ANDHRA PRADESH,2016.0,0.6
CHITTOOR_ANDHRA PRADESH,2017.0,0.5
CHITTOOR_ANDHRA PRADESH,2018.0,0.55
CHITTOOR_ANDHRA PRADESH,2019.0,0.6
CHITTOOR_ANDHRA PRADESH,2020.0,0.5
CHITTOOR_ANDHRA PRADESH,2021.0,0.5
CHITTOOR_ANDHRA PRADESH,2022.0,0.3
CHITTOOR_ANDHRA PRADESH,2023.0,0.4
CHITTOOR_ANDHRA PRADESH,2024.0,0.4
COIMBATORE_TAMIL NADU,2015.0,0.55
COIMBATORE_TAMIL NADU,2016.0,0.5
COIMBATORE_TAMIL NADU,2017.0,0.55
COIMBATORE_TAMIL NADU,2018.0,0.65
COIMBATORE_TAMIL NADU,2019.0,0.55
COIMBATORE_TAMIL NADU,2020.0,0.5
COIMBATORE_TAMIL NADU,2021.0,0.45
COIMBATORE_TAMIL NADU,2022.0,0.65
COIMBATORE_TAMIL NADU,2023.0,0.3
COIMBATORE_TAMIL NADU,2024.0,0.5
CUDDALORE_TAMIL NADU,2015.0,0.5
CUDDALORE_TAMIL NADU,2016.0,0.4
CUDDALORE_TAMIL NADU,2017.0,0.55
CUDDALORE_TAMIL NADU,2018.0,0.5
CUDDALORE_TAMIL NADU,2019.0,0.65
CUDDALORE_TAMIL NADU,2020.0,0.55
CUDDALORE_TAMIL NADU,2021.0,0.45
CUDDALORE_TAMIL NADU,2022.0,0.3
CUDDALORE_TAMIL NADU,2023.0,0.4
CUDDALORE_TAMIL NADU,2024.0,0.3
CUTTACK_ODISHA,2015.0,0.75
CUTTACK_ODISHA,2016.0,0.7
CUTTACK_ODISHA,2017.0,0.7
CUTTACK_ODISHA,2018.0,0.65
CUTTACK_ODISHA,2019.0,0.6
CUTTACK_ODISHA,2020.0,0.6
CUTTACK_ODISHA,2021.0,0.6
CUTTACK_ODISHA,2022.0,0.6
CUTTACK_ODISHA,2023.0,0.6
CUTTACK_ODISHA,2024.0,0.8
DAMOH_MADHYA PRADESH,2015.0,0.6
DAMOH_MADHYA PRADESH,2016.0,0.55
DAMOH_MADHYA PRADESH,2017.0,0.35
DAMOH_MADHYA PRADESH,2018.0,0.5
DAMOH_MADHYA PRADESH,2019.0,0.5
DAMOH_MADHYA PRADESH,2020.0,0.5
DAMOH_MADHYA PRADESH,2021.0,0.6
DAMOH_MADHYA PRADESH,2022.0,0.6
DAMOH_MADHYA PRADESH,2023.0,0.5
DAMOH_MADHYA PRADESH,2024.0,0.55
DAUSA_RAJASTHAN,2015.0,0.5
DAUSA_RAJASTHAN,2016.0,0.6
DAUSA_RAJASTHAN,2017.0,0.55
DAUSA_RAJASTHAN,2018.0,0.6
DAUSA_RAJASTHAN,2019.0,0.65
DAUSA_RAJASTHAN,2020.0,0.6
DAUSA_RAJASTHAN,2021.0,0.55
DAUSA_RAJASTHAN,2022.0,0.65
DAUSA_RAJASTHAN,2023.0,0.7
DAUSA_RAJASTHAN,2024.0,0.6
DEHRADUN_UTTARAKHAND,2015.0,0.6
DEHRADUN_UTTARAKHAND,2016.0,0.3
DEHRADUN_UTTARAKHAND,2017.0,0.55
DEHRADUN_UTTARAKHAND,2018.0,0.4
DEHRADUN_UTTARAKHAND,2019.0,0.55
DEHRADUN_UTTARAKHAND,2020.0,0.6
