State,District,Year,arhar_area,arhar_production,arhar_yield
Assam,Kamrup,2019-2020,172.0,159.0,0.92
Assam,Kamrup,2020-2021,291.0,268.0,0.92
Assam,Kamrup,2021-2022,330.0,300.0,0.91
Assam,Kamrup,2022-2023,270.0,211.0,0.78
Assam,Kamrup metro,2013-2014,40.0,36.0,0.9
Assam,Kamrup metro,2014-2015,39.0,40.0,1.03
Assam,Kamrup metro,2015-2016,34.0,31.0,0.91
Assam,Kamrup metro,2016-2017,22.0,20.0,0.91
Assam,Kamrup metro,2017-2018,29.0,27.0,0.93
Assam,Kamrup metro,2018-2019,31.0,29.0,0.94
Assam,Kamrup metro,2019-2020,12.0,11.0,0.92
Assam,Kamrup metro,2020-2021,27.0,25.0,0.93
Assam,Kamrup metro,2021-2022,31.0,29.0,0.94
Assam,Kamrup metro,2022-2023,28.0,42.0,1.5
Assam,Karbi anglong,2013-2014,1231.0,934.0,0.76
Assam,Karbi anglong,2014-2015,1100.0,1011.0,0.92
Assam,Karbi anglong,2015-2016,1119.0,919.0,0.82
Assam,Karbi anglong,2016-2017,1143.0,900.0,0.79
Assam,Karbi anglong,2017-2018,1085.0,855.0,0.79
Assam,Karbi anglong,2018-2019,1214.0,926.0,0.76
Assam,Karbi anglong,2019-2020,1251.0,954.0,0.76
Assam,Karbi anglong,2020-2021,734.0,561.0,0.76
Assam,Karbi anglong,2021-2022,698.0,533.0,0.76
Assam,Karbi anglong,2022-2023,484.0,370.0,0.76
Assam,Karimganj,2013-2014,77.0,58.0,0.75
Assam,Karimganj,2014-2015,75.0,66.0,0.88
Assam,Karimganj,2015-2016,70.0,62.0,0.89
Assam,Karimganj,2016-2017,75.0,57.0,0.76
Assam,Karimganj,2017-2018,65.0,25.0,0.38
Assam,Karimganj,2018-2019,63.0,50.0,0.79
Assam,Karimganj,2019-2020,65.0,59.0,0.91
Assam,Karimganj,2020-2021,65.0,59.0,0.91
Assam,Karimganj,2021-2022,65.0,59.0,0.91
Assam,Karimganj,2022-2023,60.0,54.0,0.9
Assam,Kokrajhar,2013-2014,429.0,372.0,0.87
Assam,Kokrajhar,2014-2015,440.0,437.0,0.99
Assam,Kokrajhar,2015-2016,445.0,431.0,0.97
Assam,Kokrajhar,2016-2017,450.0,392.0,0.87
Assam,Kokrajhar,2017-2018,438.0,383.0,0.87
Assam,Kokrajhar,2018-2019,399.0,349.0,0.87
Assam,Kokrajhar,2019-2020,403.0,353.0,0.88
Assam,Kokrajhar,2020-2021,381.0,334.0,0.88
Assam,Kokrajhar,2021-2022,318.0,282.0,0.89
Assam,Kokrajhar,2022-2023,416.0,363.0,0.87
Assam,Lakhimpur,2013-2014,34.0,29.0,0.85
Assam,Lakhimpur,2014-2015,30.0,36.0,1.2
Assam,Lakhimpur,2015-2016,20.0,19.0,0.95
Assam,Lakhimpur,2016-2017,24.0,23.0,0.96
Assam,Lakhimpur,2017-2018,29.0,26.0,0.9
Assam,Lakhimpur,2018-2019,41.0,36.0,0.88
Assam,Lakhimpur,2019-2020,37.0,34.0,0.92
Assam,Lakhimpur,2020-2021,32.0,29.0,0.91
Assam,Lakhimpur,2021-2022,46.0,41.0,0.89
Assam,Lakhimpur,2022-2023,55.0,54.0,0.98
Assam,Majuli,2020-2021,4.0,4.0,1.0
Assam,Majuli,2021-2022,9.0,9.0,1.0
Assam,Majuli,2022-2023,9.0,9.0,1.0
Assam,Marigaon,2013-2014,127.0,109.0,0.86
Assam,Marigaon,2014-2015,111.0,106.0,0.95
Assam,Marigaon,2015-2016,94.0,64.0,0.68
Assam,Marigaon,2016-2017,89.0,53.0,0.6
Assam,Marigaon,2017-2018,76.0,46.0,0.61
Assam,Marigaon,2018-2019,74.0,44.0,0.59
Assam,Marigaon,2019-2020,87.0,65.0,0.75
Assam,Marigaon,2020-2021,87.0,65.0,0.75
Assam,Marigaon,2021-2022,61.0,70.0,1.15
Assam,Marigaon,2022-2023,138.0,138.0,1.0
Assam,Nagaon,2013-2014,539.0,419.0,0.78
Assam,Nagaon,2014-2015,560.0,492.0,0.88
Assam,Nagaon,2015-2016,585.0,435.0,0.74
Assam,Nagaon,2016-2017,295.0,221.0,0.75
Assam,Nagaon,2017-2018,479.0,409.0,0.85
Assam,Nagaon,2018-2019,272.0,242.0,0.89
Assam,Nagaon,2019-2020,226.0,206.0,0.91
Assam,Nagaon,2020-2021,224.0,206.0,0.92
Assam,Nagaon,2021-2022,224.0,206.0,0.92
Assam,Nagaon,2022-2023,296.0,280.0,0.95
Assam,Nalbari,2013-2014,96.0,67.0,0.7
Assam,Nalbari,2014-2015,90.0,69.0,0.77
Assam,Nalbari,2015-2016,98.0,69.0,0.7
Assam,Nalbari,2016-2017,99.0,79.0,0.8
Assam,Nalbari,2017-2018,96.0,103.0,1.07
Assam,Nalbari,2018-2019,98.0,78.0,0.8
Assam,Nalbari,2019-2020,96.0,72.0,0.75
Assam,Nalbari,2020-2021,98.0,71.0,0.72
Assam,Nalbari,2021-2022,80.0,41.0,0.51
Assam,Nalbari,2022-2023,15.0,7.0,0.47
Assam,Sivasagar,2013-2014,31.0,20.0,0.65
Assam,Sivasagar,2014-2015,32.0,26.0,0.81
Assam,Sivasagar,2015-2016,35.0,31.0,0.89
Assam,Sivasagar,2016-2017,31.0,25.0,0.81
Assam,Sivasagar,2017-2018,30.0,26.0,0.87
Assam,Sivasagar,2018-2019,40.0,41.0,1.03
Assam,Sivasagar,2019-2020,179.0,183.0,1.02
Assam,Sivasagar,2020-2021,25.0,28.0,1.12
Assam,Sivasagar,2021-2022,13.0,15.0,1.15
Assam,Sivasagar,2022-2023,13.0,13.0,1.0
Assam,Sonitpur,2013-2014,619.0,576.0,0.93
Assam,Sonitpur,2014-2015,641.0,660.0,1.03
Assam,Sonitpur,2015-2016,657.0,616.0,0.94
Assam,Sonitpur,2016-2017,664.0,624.0,0.94
Assam,Sonitpur,2017-2018,657.0,614.0,0.93
Assam,Sonitpur,2018-2019,671.0,644.0,0.96
Assam,Sonitpur,2019-2020,698.0,737.0,1.06
Assam,Sonitpur,2020-2021,510.0,521.0,1.02
Assam,Sonitpur,2021-2022,351.0,369.0,1.05
Assam,Sonitpur,2022-2023,331.0,348.0,1.05
Assam,South salmara mancachar,2020-2021,50.0,49.0,0.98
Assam,South salmara mancachar,2021-2022,50.0,49.0,0.98
Assam,South salmara mancachar,2022-2023,37.0,35.0,0.95
Assam,Tinsukia,2013-2014,97.0,91.0,0.94
Assam,Tinsukia,2014-2015,82.0,79.0,0.96
Assam,Tinsukia,2015-2016,83.0,61.0,0.73
Assam,Tinsukia,2016-2017,78.0,45.0,0.58
Assam,Tinsukia,2017-2018,83.0,48.0,0.58
Assam,Tinsukia,2018-2019,85.0,48.0,0.56
Assam,Tinsukia,2019-2020,76.0,43.0,0.57
Assam,Tinsukia,2020-2021,89.0,52.0,0.58
Assam,Tinsukia,2021-2022,99.0,59.0,0.6
Assam,Tinsukia,2022-2023,98.0,60.0,0.61
Assam,Udalguri,2013-2014,290.0,210.0,0.72
Assam,Udalguri,2014-2015,259.0,199.0,0.77
Assam,Udalguri,2015-2016,268.0,233.0,0.87
Assam,Udalguri,2016-2017,260.0,216.0,0.83
Assam,Udalguri,2017-2018,262.0,214.0,0.82
Assam,Udalguri,2018-2019,276.0,240.0,0.87
Assam,Udalguri,2019-2020,279.0,254.0,0.91
Assam,Udalguri,2020-2021,279.0,223.0,0.8
Assam,Udalguri,2021-2022,279.0,237.0,0.85
Assam,Udalguri,2022-2023,260.0,228.0,0.88
Assam,West karbi anglong,2020-2021,587.0,448.0,0.76
Assam,West karbi anglong,2021-2022,587.0,448.0,0.76
Assam,West karbi anglong,2022-2023,569.0,435.0,0.76
Bihar,Araria,2013-2014,279.0,465.0,1.67
Bihar,Araria,2014-2015,5.0,7.0,1.4
Bihar,Araria,2016-2017,95.0,150.0,1.58
Bihar,Arwal,2013-2014,425.0,548.0,1.29
Bihar,Arwal,2014-2015,82.0,69.0,0.84
Bihar,Arwal,2015-2016,65.0,114.0,1.75
Bihar,Arwal,2016-2017,60.0,58.0,0.97
Bihar,Arwal,2018-2019,21.0,36.0,1.71
Bihar,Arwal,2019-2020,37.0,48.0,1.3
Bihar,Arwal,2020-2021,28.0,39.0,1.39
Bihar,Arwal,2021-2022,31.0,54.0,1.74
Bihar,Arwal,2022-2023,32.0,60.0,1.88
Bihar,Aurangabad,2013-2014,1174.0,2179.0,1.86
Bihar,Aurangabad,2014-2015,1175.0,2520.0,2.14
Bihar,Aurangabad,2015-2016,1109.0,1421.0,1.28
Bihar,Aurangabad,2016-2017,459.0,673.0,1.47
Bihar,Aurangabad,2017-2018,417.0,318.0,0.76
Bihar,Aurangabad,2018-2019,215.0,359.0,1.67
Bihar,Aurangabad,2019-2020,857.0,1053.0,1.23
Bihar,Aurangabad,2020-2021,462.0,529.0,1.15
Bihar,Aurangabad,2021-2022,496.0,596.0,1.2
Bihar,Aurangabad,2022-2023,468.0,655.0,1.4
Bihar,Banka,2013-2014,948.0,2248.0,2.37
Bihar,Banka,2014-2015,667.0,350.0,0.52
Bihar,Banka,2015-2016,794.0,1086.0,1.37
Bihar,Banka,2016-2017,855.0,825.0,0.96
Bihar,Banka,2017-2018,822.0,1078.0,1.31
Bihar,Banka,2018-2019,781.0,1558.0,1.99
Bihar,Banka,2019-2020,782.0,1598.0,2.04
Bihar,Banka,2020-2021,775.0,1097.0,1.42
Bihar,Banka,2021-2022,754.0,1015.0,1.35
Bihar,Banka,2022-2023,785.0,1231.0,1.57
Bihar,Begusarai,2013-2014,576.0,582.0,1.01
Bihar,Begusarai,2014-2015,576.0,1132.0,1.97
Bihar,Begusarai,2015-2016,711.0,1079.0,1.52
Bihar,Begusarai,2016-2017,711.0,1185.0,1.67
Bihar,Begusarai,2017-2018,777.0,876.0,1.13
Bihar,Begusarai,2018-2019,812.0,1372.0,1.69
Bihar,Begusarai,2019-2020,691.0,1005.0,1.45
Bihar,Begusarai,2020-2021,733.0,1427.0,1.95
Bihar,Begusarai,2021-2022,332.0,463.0,1.39
Bihar,Begusarai,2022-2023,287.0,488.0,1.7
Bihar,Bhagalpur,2013-2014,819.0,1079.0,1.32
Bihar,Bhagalpur,2014-2015,822.0,473.0,0.58
Bihar,Bhagalpur,2015-2016,818.0,1119.0,1.37
Bihar,Bhagalpur,2016-2017,517.0,994.0,1.92
Bihar,Bhagalpur,2017-2018,499.0,621.0,1.24
Bihar,Bhagalpur,2018-2019,452.0,375.0,0.83
Bihar,Bhagalpur,2019-2020,457.0,755.0,1.65
Bihar,Bhagalpur,2020-2021,294.0,502.0,1.71
Bihar,Bhagalpur,2021-2022,173.0,307.0,1.77
Bihar,Bhagalpur,2022-2023,174.0,514.0,2.95
Bihar,Bhojpur,2013-2014,1046.0,2321.0,2.22
Bihar,Bhojpur,2014-2015,1051.0,1928.0,1.83
Bihar,Bhojpur,2015-2016,1234.0,1600.0,1.3
Bihar,Bhojpur,2016-2017,229.0,217.0,0.95
Bihar,Bhojpur,2017-2018,179.0,234.0,1.31
Bihar,Bhojpur,2018-2019,270.0,829.0,3.07
Bihar,Bhojpur,2019-2020,100.0,106.0,1.06
Bihar,Bhojpur,2020-2021,586.0,1332.0,2.27
Bihar,Bhojpur,2021-2022,68.0,109.0,1.6
Bihar,Bhojpur,2022-2023,746.0,1768.0,2.37
Bihar,Buxar,2013-2014,403.0,965.0,2.39
Bihar,Buxar,2014-2015,345.0,689.0,2.0
Bihar,Buxar,2015-2016,302.0,479.0,1.59
Bihar,Buxar,2016-2017,324.0,565.0,1.74
Bihar,Buxar,2017-2018,186.0,1685.0,9.06
Bihar,Buxar,2018-2019,185.0,332.0,1.79
Bihar,Buxar,2019-2020,111.0,154.0,1.39
Bihar,Buxar,2020-2021,92.0,186.0,2.02
Bihar,Buxar,2021-2022,106.0,171.0,1.61
Bihar,Buxar,2022-2023,87.0,161.0,1.85
Bihar,Darbhanga,2013-2014,249.0,374.0,1.5
Bihar,Darbhanga,2014-2015,248.0,283.0,1.14
Bihar,Darbhanga,2015-2016,240.0,265.0,1.1
Bihar,Darbhanga,2016-2017,243.0,1248.0,5.14
Bihar,Darbhanga,2017-2018,239.0,133.0,0.56
Bihar,Darbhanga,2018-2019,229.0,420.0,1.83
Bihar,Darbhanga,2019-2020,221.0,318.0,1.44
Bihar,Darbhanga,2020-2021,227.0,311.0,1.37
Bihar,Darbhanga,2021-2022,178.0,221.0,1.24
Bihar,Darbhanga,2022-2023,172.0,334.0,1.94
Bihar,Gaya,2013-2014,1535.0,1589.0,1.04
Bihar,Gaya,2014-2015,1702.0,2716.0,1.6
Bihar,Gaya,2015-2016,1576.0,1968.0,1.25
Bihar,Gaya,2016-2017,1638.0,2637.0,1.61
Bihar,Gaya,2017-2018,1530.0,1639.0,1.07
Bihar,Gaya,2018-2019,1447.0,2907.0,2.01
Bihar,Gaya,2019-2020,1292.0,1822.0,1.41
Bihar,Gaya,2020-2021,1366.0,1847.0,1.35
Bihar,Gaya,2021-2022,1366.0,2615.0,1.91
Bihar,Gaya,2022-2023,1363.0,2647.0,1.94
Bihar,Gopalganj,2013-2014,416.0,570.0,1.37
Bihar,Gopalganj,2014-2015,486.0,605.0,1.24
Bihar,Gopalganj,2015-2016,478.0,597.0,1.25
Bihar,Gopalganj,2016-2017,563.0,926.0,1.64
Bihar,Gopalganj,2017-2018,420.0,102.0,0.24
Bihar,Gopalganj,2018-2019,432.0,863.0,2.0
Bihar,Gopalganj,2019-2020,282.0,537.0,1.9
Bihar,Gopalganj,2020-2021,188.0,296.0,1.57
Bihar,Gopalganj,2021-2022,178.0,236.0,1.33
Bihar,Gopalganj,2022-2023,182.0,288.0,1.58
Bihar,Jamui,2013-2014,217.0,420.0,1.94
Bihar,Jamui,2014-2015,505.0,954.0,1.89
Bihar,Jamui,2015-2016,4212.0,6453.0,1.53
Bihar,Jamui,2016-2017,4343.0,7523.0,1.73
Bihar,Jamui,2017-2018,2561.0,2625.0,1.02
Bihar,Jamui,2018-2019,1822.0,3671.0,2.01
Bihar,Jamui,2019-2020,1494.0,2534.0,1.7
Bihar,Jamui,2020-2021,1345.0,1718.0,1.28
Bihar,Jamui,2021-2022,893.0,1407.0,1.58
Bihar,Jamui,2022-2023,1050.0,2249.0,2.14
Bihar,Jehanabad,2013-2014,160.0,206.0,1.29
Bihar,Jehanabad,2014-2015,148.0,231.0,1.56
Bihar,Jehanabad,2015-2016,148.0,206.0,1.39
Bihar,Jehanabad,2016-2017,229.0,288.0,1.26
Bihar,Jehanabad,2017-2018,211.0,193.0,0.91
Bihar,Jehanabad,2018-2019,204.0,355.0,1.74
Bihar,Jehanabad,2019-2020,193.0,251.0,1.3
Bihar,Jehanabad,2020-2021,188.0,261.0,1.39
Bihar,Jehanabad,2021-2022,175.0,390.0,2.23
Bihar,Jehanabad,2022-2023,165.0,286.0,1.73
Bihar,Kaimur (bhabua),2013-2014,1791.0,2919.0,1.63
Bihar,Kaimur (bhabua),2014-2015,1837.0,2432.0,1.32
Bihar,Kaimur (bhabua),2015-2016,1683.0,2361.0,1.4
Bihar,Kaimur (bhabua),2016-2017,1770.0,1168.0,0.66
Bihar,Kaimur (bhabua),2017-2018,1633.0,1486.0,0.91
Bihar,Kaimur (bhabua),2018-2019,1760.0,2601.0,1.48
Bihar,Kaimur (bhabua),2019-2020,584.0,708.0,1.21
Bihar,Kaimur (bhabua),2020-2021,375.0,471.0,1.26
Bihar,Kaimur (bhabua),2021-2022,391.0,634.0,1.62
Bihar,Kaimur (bhabua),2022-2023,395.0,702.0,1.78
Bihar,Katihar,2013-2014,75.0,125.0,1.67
Bihar,Katihar,2014-2015,23.0,33.0,1.43
Bihar,Katihar,2015-2016,19.0,30.0,1.58
Bihar,Katihar,2018-2019,3.0,6.0,2.0
Bihar,Katihar,2019-2020,3.0,5.0,1.67
Bihar,Khagaria,2013-2014,191.0,370.0,1.94
Bihar,Khagaria,2014-2015,190.0,359.0,1.89
Bihar,Khagaria,2015-2016,180.0,276.0,1.53
Bihar,Khagaria,2016-2017,136.0,225.0,1.65
Bihar,Khagaria,2017-2018,180.0,189.0,1.05
Bihar,Khagaria,2018-2019,186.0,356.0,1.91
Bihar,Khagaria,2019-2020,179.0,290.0,1.62
Bihar,Khagaria,2020-2021,144.0,218.0,1.51
Bihar,Khagaria,2021-2022,116.0,179.0,1.54
Bihar,Khagaria,2022-2023,100.0,192.0,1.92
Bihar,Kishanganj,2013-2014,36.0,60.0,1.67
Bihar,Kishanganj,2014-2015,37.0,53.0,1.43
Bihar,Kishanganj,2015-2016,40.0,63.0,1.58
Bihar,Kishanganj,2016-2017,42.0,66.0,1.57
Bihar,Kishanganj,2017-2018,43.0,67.0,1.56
Bihar,Kishanganj,2018-2019,44.0,81.0,1.84
Bihar,Kishanganj,2019-2020,42.0,71.0,1.69
Bihar,Kishanganj,2020-2021,40.0,64.0,1.6
Bihar,Kishanganj,2021-2022,37.0,59.0,1.59
Bihar,Kishanganj,2022-2023,34.0,64.0,1.88
Bihar,Lakhisarai,2013-2014,366.0,1242.0,3.39
Bihar,Lakhisarai,2014-2015,82.0,128.0,1.56
Bihar,Lakhisarai,2015-2016,82.0,136.0,1.66
Bihar,Lakhisarai,2021-2022,62.0,96.0,1.55
Bihar,Madhepura,2013-2014,47.0,78.0,1.66
Bihar,Madhepura,2014-2015,12.0,17.0,1.42
Bihar,Madhepura,2015-2016,14.0,22.0,1.57
Bihar,Madhepura,2016-2017,24.0,38.0,1.58
Bihar,Madhepura,2017-2018,33.0,51.0,1.55
Bihar,Madhepura,2018-2019,3.0,6.0,2.0
Bihar,Madhepura,2019-2020,5.0,8.0,1.6
Bihar,Madhepura,2020-2021,13.0,21.0,1.62
Bihar,Madhepura,2021-2022,73.0,117.0,1.6
Bihar,Madhepura,2022-2023,7.0,13.0,1.86
Bihar,Madhubani,2013-2014,28.0,42.0,1.5
Bihar,Madhubani,2014-2015,81.0,92.0,1.14
Bihar,Madhubani,2015-2016,139.0,160.0,1.15
Bihar,Madhubani,2016-2017,182.0,372.0,2.04
Bihar,Madhubani,2017-2018,139.0,135.0,0.97
Bihar,Madhubani,2018-2019,182.0,268.0,1.47
Bihar,Madhubani,2019-2020,140.0,215.0,1.54
Bihar,Madhubani,2020-2021,178.0,188.0,1.06
Bihar,Madhubani,2021-2022,183.0,244.0,1.33
Bihar,Madhubani,2022-2023,185.0,389.0,2.1
Bihar,Munger,2013-2014,47.0,91.0,1.94
Bihar,Munger,2014-2015,47.0,72.0,1.53
Bihar,Munger,2015-2016,45.0,69.0,1.53
Bihar,Munger,2016-2017,45.0,75.0,1.67
Bihar,Munger,2017-2018,45.0,47.0,1.04
Bihar,Munger,2018-2019,45.0,86.0,1.91
Bihar,Munger,2019-2020,45.0,73.0,1.62
Bihar,Munger,2020-2021,45.0,68.0,1.51
Bihar,Munger,2021-2022,45.0,69.0,1.53
Bihar,Munger,2022-2023,45.0,87.0,1.93
Bihar,Muzaffarpur,2013-2014,591.0,599.0,1.01
Bihar,Muzaffarpur,2014-2015,1235.0,1103.0,0.89
Bihar,Muzaffarpur,2015-2016,906.0,1624.0,1.79
Bihar,Muzaffarpur,2016-2017,539.0,1300.0,2.41
Bihar,Muzaffarpur,2017-2018,492.0,856.0,1.74
Bihar,Muzaffarpur,2018-2019,466.0,857.0,1.84
Bihar,Muzaffarpur,2019-2020,489.0,607.0,1.24
Bihar,Muzaffarpur,2020-2021,479.0,953.0,1.99
Bihar,Muzaffarpur,2021-2022,523.0,623.0,1.19
Bihar,Muzaffarpur,2022-2023,527.0,863.0,1.64
Bihar,Nalanda,2013-2014,463.0,874.0,1.89
Bihar,Nalanda,2014-2015,213.0,373.0,1.75
Bihar,Nalanda,2015-2016,268.0,562.0,2.1
Bihar,Nalanda,2016-2017,204.0,196.0,0.96
Bihar,Nalanda,2017-2018,209.0,370.0,1.77
Bihar,Nalanda,2018-2019,138.0,293.0,2.12
Bihar,Nalanda,2019-2020,190.0,239.0,1.26
Bihar,Nalanda,2020-2021,209.0,401.0,1.92
Bihar,Nalanda,2021-2022,124.0,200.0,1.61
Bihar,Nalanda,2022-2023,161.0,297.0,1.84
Bihar,Nawada,2013-2014,933.0,932.0,1.0
Bihar,Nawada,2014-2015,887.0,691.0,0.78
Bihar,Nawada,2015-2016,741.0,1367.0,1.84
Bihar,Nawada,2016-2017,959.0,553.0,0.58
Bihar,Nawada,2017-2018,974.0,720.0,0.74
Bihar,Nawada,2018-2019,1068.0,1479.0,1.38
Bihar,Nawada,2019-2020,1076.0,1315.0,1.22
Bihar,Nawada,2020-2021,1027.0,1580.0,1.54
Bihar,Nawada,2021-2022,1015.0,1745.0,1.72
Bihar,Nawada,2022-2023,1011.0,2016.0,1.99
Bihar,Pashchim champaran,2013-2014,528.0,714.0,1.35
Bihar,Pashchim champaran,2014-2015,494.0,750.0,1.52
Bihar,Pashchim champaran,2015-2016,301.0,406.0,1.35
Bihar,Pashchim champaran,2016-2017,234.0,274.0,1.17
Bihar,Pashchim champaran,2017-2018,225.0,258.0,1.15
Bihar,Pashchim champaran,2018-2019,207.0,233.0,1.13
Bihar,Pashchim champaran,2019-2020,175.0,305.0,1.74
Bihar,Pashchim champaran,2020-2021,155.0,267.0,1.72
Bihar,Pashchim champaran,2021-2022,118.0,183.0,1.55
Bihar,Pashchim champaran,2022-2023,106.0,173.0,1.63
Bihar,Patna,2013-2014,721.0,1663.0,2.31
Bihar,Patna,2014-2015,687.0,1450.0,2.11
Bihar,Patna,2015-2016,675.0,1152.0,1.71
Bihar,Patna,2016-2017,694.0,873.0,1.26
Bihar,Patna,2017-2018,938.0,2120.0,2.26
Bihar,Patna,2018-2019,433.0,946.0,2.18
Bihar,Patna,2019-2020,1895.0,3267.0,1.72
Bihar,Patna,2020-2021,927.0,1495.0,1.61
Bihar,Patna,2021-2022,813.0,899.0,1.11
Bihar,Patna,2022-2023,796.0,1111.0,1.4
Bihar,Purbi champaran,2013-2014,1673.0,3389.0,2.03
Bihar,Purbi champaran,2014-2015,1415.0,2389.0,1.69
Bihar,Purbi champaran,2015-2016,1512.0,4548.0,3.01
Bihar,Purbi champaran,2016-2017,1436.0,3765.0,2.62
Bihar,Purbi champaran,2017-2018,1370.0,2651.0,1.94
Bihar,Purbi champaran,2018-2019,1357.0,3542.0,2.61
Bihar,Purbi champaran,2019-2020,1365.0,3978.0,2.91
Bihar,Purbi champaran,2020-2021,1356.0,2362.0,1.74
Bihar,Purbi champaran,2021-2022,1356.0,2096.0,1.55
Bihar,Purbi champaran,2022-2023,1380.0,2211.0,1.6
Bihar,Purnia,2013-2014,108.0,180.0,1.67
Bihar,Purnia,2014-2015,118.0,170.0,1.44
Bihar,Purnia,2015-2016,110.0,173.0,1.57
Bihar,Purnia,2016-2017,112.0,177.0,1.58
Bihar,Purnia,2017-2018,105.0,163.0,1.55
Bihar,Rohtas,2013-2014,1116.0,1710.0,1.53
Bihar,Rohtas,2014-2015,838.0,1053.0,1.26
Bihar,Rohtas,2015-2016,842.0,2058.0,2.44
Bihar,Rohtas,2016-2017,932.0,1257.0,1.35
Bihar,Rohtas,2017-2018,938.0,1758.0,1.87
Bihar,Rohtas,2018-2019,940.0,1888.0,2.01
Bihar,Rohtas,2019-2020,941.0,1722.0,1.83
Bihar,Rohtas,2020-2021,501.0,856.0,1.71
Bihar,Rohtas,2021-2022,454.0,1135.0,2.5
Bihar,Rohtas,2022-2023,10.0,14.0,1.4
Bihar,Samastipur,2013-2014,1836.0,2756.0,1.5
Bihar,Samastipur,2014-2015,958.0,1092.0,1.14
Bihar,Samastipur,2015-2016,1418.0,1638.0,1.16
Bihar,Samastipur,2016-2017,813.0,908.0,1.12
Bihar,Samastipur,2017-2018,805.0,882.0,1.1
Bihar,Samastipur,2018-2019,840.0,1154.0,1.37
Bihar,Samastipur,2019-2020,704.0,1102.0,1.57
Bihar,Samastipur,2020-2021,703.0,671.0,0.95
Bihar,Samastipur,2021-2022,746.0,1669.0,2.24
Bihar,Samastipur,2022-2023,751.0,1604.0,2.14
Bihar,Saran,2013-2014,756.0,1662.0,2.2
Bihar,Saran,2014-2015,789.0,963.0,1.22
Bihar,Saran,2015-2016,759.0,1006.0,1.33
Bihar,Saran,2016-2017,566.0,814.0,1.44
Bihar,Saran,2017-2018,429.0,3049.0,7.11
Bihar,Saran,2018-2019,464.0,912.0,1.97
Bihar,Saran,2019-2020,336.0,681.0,2.03
Bihar,Saran,2020-2021,220.0,576.0,2.62
Bihar,Saran,2021-2022,238.0,323.0,1.36
Bihar,Saran,2022-2023,240.0,490.0,2.04
Bihar,Sheikhpura,2013-2014,220.0,426.0,1.94
Bihar,Sheikhpura,2014-2015,115.0,217.0,1.89
Bihar,Sheikhpura,2015-2016,202.0,309.0,1.53
Bihar,Sheikhpura,2016-2017,179.0,297.0,1.66
Bihar,Sheikhpura,2017-2018,265.0,278.0,1.05
Bihar,Sheikhpura,2018-2019,279.0,534.0,1.91
Bihar,Sheikhpura,2019-2020,301.0,488.0,1.62
Bihar,Sheikhpura,2020-2021,257.0,389.0,1.51
Bihar,Sheikhpura,2021-2022,240.0,391.0,1.63
Bihar,Sheikhpura,2022-2023,241.0,299.0,1.24
Bihar,Sheohar,2013-2014,183.0,313.0,1.71
Bihar,Sheohar,2014-2015,158.0,230.0,1.46
Bihar,Sheohar,2015-2016,96.0,217.0,2.26
Bihar,Sheohar,2016-2017,49.0,118.0,2.41
Bihar,Sheohar,2017-2018,51.0,106.0,2.08
Bihar,Sheohar,2018-2019,46.0,114.0,2.48
Bihar,Sheohar,2019-2020,23.0,52.0,2.26
Bihar,Sheohar,2020-2021,22.0,40.0,1.82
Bihar,Sheohar,2021-2022,25.0,39.0,1.56
Bihar,Sheohar,2022-2023,24.0,39.0,1.63
Bihar,Sitamarhi,2013-2014,60.0,78.0,1.3
Bihar,Sitamarhi,2014-2015,57.0,83.0,1.46
Bihar,Sitamarhi,2015-2016,57.0,129.0,2.26
Bihar,Sitamarhi,2016-2017,60.0,145.0,2.42
Bihar,Sitamarhi,2017-2018,60.0,125.0,2.08
Bihar,Sitamarhi,2018-2019,60.0,148.0,2.47
Bihar,Sitamarhi,2019-2020,59.0,134.0,2.27
Bihar,Sitamarhi,2020-2021,58.0,106.0,1.83
Bihar,Sitamarhi,2021-2022,56.0,87.0,1.55
Bihar,Sitamarhi,2022-2023,55.0,90.0,1.64
Bihar,Siwan,2013-2014,1152.0,1385.0,1.2
Bihar,Siwan,2014-2015,1114.0,1547.0,1.39
Bihar,Siwan,2015-2016,1110.0,1415.0,1.27
Bihar,Siwan,2016-2017,1096.0,1737.0,1.58
Bihar,Siwan,2017-2018,1103.0,1977.0,1.79
Bihar,Siwan,2018-2019,1103.0,1244.0,1.13
Bihar,Siwan,2019-2020,1103.0,1699.0,1.54
Bihar,Siwan,2020-2021,1103.0,2176.0,1.97
Bihar,Siwan,2021-2022,1103.0,1503.0,1.36
Bihar,Siwan,2022-2023,1103.0,2408.0,2.18
Bihar,Supaul,2013-2014,60.0,100.0,1.67
Bihar,Supaul,2014-2015,61.0,88.0,1.44
Bihar,Supaul,2015-2016,61.0,96.0,1.57
Bihar,Supaul,2016-2017,31.0,49.0,1.58
Bihar,Supaul,2017-2018,30.0,46.0,1.53
Bihar,Supaul,2018-2019,40.0,74.0,1.85
Bihar,Supaul,2019-2020,41.0,69.0,1.68
Bihar,Vaishali,2013-2014,646.0,1205.0,1.87
Bihar,Vaishali,2014-2015,591.0,1200.0,2.03
Bihar,Vaishali,2015-2016,596.0,930.0,1.56
Bihar,Vaishali,2016-2017,611.0,1477.0,2.42
Bihar,Vaishali,2017-2018,579.0,1789.0,3.09
Bihar,Vaishali,2018-2019,568.0,1781.0,3.14
