State,District,Year,sugarcane_area,sugarcane_production,sugarcane_yield
Telangana,Jagitial,2017-2018,272.0,21216.0,78.0
Telangana,Jagitial,2018-2019,414.0,33078.0,79.9
Telangana,Jagitial,2019-2020,210.0,16878.0,80.37
Telangana,Jagitial,2020-2021,373.0,33134.0,88.83
Telangana,Jagitial,2021-2022,585.0,59816.0,102.25
Telangana,Jagitial,2022-2023,1087.0,118968.0,109.45
Telangana,Jangoan,2017-2018,10.0,744.0,74.4
Telangana,Jangoan,2021-2022,4.0,400.0,100.0
Telangana,Jangoan,2022-2023,3.0,285.0,95.0
Telangana,Jayashankar,2016-2017,1.0,84.0,84.0
Telangana,Jogulamba,2016-2017,1027.0,41540.0,40.45
Telangana,Jogulamba,2017-2018,1868.0,153240.0,82.03
Telangana,Jogulamba,2018-2019,1959.0,156693.0,79.99
Telangana,Jogulamba,2019-2020,353.0,27021.0,76.55
Telangana,Jogulamba,2020-2021,504.0,45612.0,90.5
Telangana,Jogulamba,2021-2022,626.0,64492.0,103.02
Telangana,Jogulamba,2022-2023,870.0,83195.0,95.63
Telangana,Kamareddy,2016-2017,3723.0,312292.0,83.88
Telangana,Kamareddy,2017-2018,4397.0,342891.0,77.98
Telangana,Kamareddy,2018-2019,6171.0,531248.0,86.09
Telangana,Kamareddy,2019-2020,4883.0,421603.0,86.34
Telangana,Kamareddy,2020-2021,3359.0,284658.0,84.74
Telangana,Kamareddy,2021-2022,3957.0,370929.0,93.74
Telangana,Kamareddy,2022-2023,5243.0,485325.0,92.57
Telangana,Karimnagar,2013-2014,2016.0,165000.0,81.85
Telangana,Karimnagar,2014-2015,2046.0,165728.0,81.0
Telangana,Karimnagar,2015-2016,747.0,58779.0,78.69
Telangana,Khammam,2013-2014,5140.0,490001.0,95.33
Telangana,Khammam,2014-2015,5581.0,464088.0,83.15
Telangana,Khammam,2015-2016,5420.0,444383.0,81.99
Telangana,Khammam,2016-2017,5750.0,332148.0,57.76
Telangana,Khammam,2017-2018,4394.0,329528.0,74.99
Telangana,Khammam,2018-2019,4159.0,337357.0,81.11
Telangana,Khammam,2019-2020,2255.0,128167.0,56.84
Telangana,Khammam,2020-2021,3139.0,353455.0,112.6
Telangana,Khammam,2021-2022,3231.0,333335.0,103.17
Telangana,Khammam,2022-2023,5213.0,480067.0,92.09
Telangana,Komaram bheem asifabad,2016-2017,2.0,163.0,81.5
Telangana,Komaram bheem asifabad,2020-2021,1.0,98.0,98.0
Telangana,Komaram bheem asifabad,2021-2022,2.0,208.0,104.0
Telangana,Komaram bheem asifabad,2022-2023,3.0,285.0,95.0
Telangana,Mahabubabad,2016-2017,71.0,4101.0,57.76
Telangana,Mahabubabad,2017-2018,17.0,1481.0,87.12
Telangana,Mahabubabad,2018-2019,19.0,1523.0,80.16
Telangana,Mahabubabad,2019-2020,7.0,617.0,88.14
Telangana,Mahabubabad,2020-2021,4.0,392.0,98.0
Telangana,Mahabubabad,2021-2022,11.0,1128.0,102.55
Telangana,Mahabubabad,2022-2023,8.0,760.0,95.0
Telangana,Mahbubnagar,2013-2014,1927.0,138000.0,71.61
Telangana,Mahbubnagar,2014-2015,1320.0,109160.0,82.7
Telangana,Mahbubnagar,2015-2016,2160.0,130866.0,60.59
Telangana,Mahbubnagar,2016-2017,687.0,27788.0,40.45
Telangana,Mahbubnagar,2017-2018,543.0,44508.0,81.97
Telangana,Mahbubnagar,2018-2019,193.0,15563.0,80.64
Telangana,Mahbubnagar,2019-2020,126.0,10588.0,84.03
Telangana,Mahbubnagar,2020-2021,118.0,10790.0,91.44
Telangana,Mahbubnagar,2021-2022,192.0,19576.0,101.96
Telangana,Mahbubnagar,2022-2023,349.0,31769.0,91.03
Telangana,Mancherial,2021-2022,2.0,208.0,104.0
Telangana,Medak,2013-2014,21419.0,1857006.0,86.7
Telangana,Medak,2014-2015,22076.0,1997436.0,90.48
Telangana,Medak,2015-2016,17776.0,1210423.0,68.09
Telangana,Medak,2016-2017,922.0,77390.0,83.94
Telangana,Medak,2017-2018,1539.0,120104.0,78.04
Telangana,Medak,2018-2019,1179.0,97464.0,82.67
Telangana,Medak,2019-2020,574.0,55507.0,96.7
Telangana,Medak,2020-2021,498.0,31838.0,63.93
Telangana,Medak,2021-2022,348.0,26630.0,76.52
Telangana,Medak,2022-2023,521.0,46909.0,90.04
Telangana,Medchal,2019-2020,2.0,188.0,94.0
Telangana,Nagarkurnool,2017-2018,40.0,3264.0,81.6
Telangana,Nagarkurnool,2018-2019,104.0,8368.0,80.46
Telangana,Nagarkurnool,2019-2020,11.0,1034.0,94.0
Telangana,Nagarkurnool,2020-2021,76.0,7142.0,93.97
Telangana,Nagarkurnool,2021-2022,74.0,7576.0,102.38
Telangana,Nagarkurnool,2022-2023,102.0,8964.0,87.88
Telangana,Nalgonda,2013-2014,910.0,87000.0,95.6
Telangana,Nalgonda,2014-2015,743.0,61839.0,83.23
Telangana,Nalgonda,2015-2016,1228.0,108367.0,88.25
Telangana,Nalgonda,2016-2017,538.0,40756.0,75.75
Telangana,Nalgonda,2017-2018,290.0,21580.0,74.41
Telangana,Nalgonda,2018-2019,278.0,21934.0,78.9
Telangana,Nalgonda,2019-2020,131.0,10854.0,82.85
Telangana,Nalgonda,2020-2021,61.0,5078.0,83.25
Telangana,Nalgonda,2021-2022,76.0,7688.0,101.16
Telangana,Nalgonda,2022-2023,179.0,17005.0,95.0
Telangana,Narayanapet,2018-2019,271.0,21857.0,80.65
Telangana,Narayanapet,2019-2020,141.0,11892.0,84.34
Telangana,Narayanapet,2020-2021,282.0,25368.0,89.96
Telangana,Narayanapet,2021-2022,486.0,49924.0,102.72
Telangana,Narayanapet,2022-2023,1120.0,101406.0,90.54
Telangana,Nirmal,2016-2017,6.0,488.0,81.33
Telangana,Nirmal,2020-2021,2.0,196.0,98.0
Telangana,Nizamabad,2013-2014,7032.0,583002.0,82.91
Telangana,Nizamabad,2014-2015,5429.0,473572.0,87.23
Telangana,Nizamabad,2015-2016,6425.0,388471.0,60.46
Telangana,Nizamabad,2016-2017,371.0,31120.0,83.88
Telangana,Nizamabad,2017-2018,328.0,25584.0,78.0
Telangana,Nizamabad,2018-2019,446.0,35992.0,80.7
Telangana,Nizamabad,2019-2020,229.0,20164.0,88.05
Telangana,Nizamabad,2020-2021,376.0,32474.0,86.37
Telangana,Nizamabad,2021-2022,561.0,57588.0,102.65
Telangana,Nizamabad,2022-2023,663.0,59322.0,89.48
Telangana,Rajanna,2017-2018,6.0,446.0,74.33
Telangana,Rajanna,2018-2019,39.0,3147.0,80.69
Telangana,Rajanna,2019-2020,30.0,2820.0,94.0
Telangana,Rajanna,2020-2021,65.0,5830.0,89.69
Telangana,Rajanna,2021-2022,89.0,9188.0,103.24
Telangana,Rajanna,2022-2023,170.0,15534.0,91.38
Telangana,Rangareddi,2013-2014,858.0,56000.0,65.27
Telangana,Rangareddi,2014-2015,941.0,70949.0,75.4
Telangana,Rangareddi,2015-2016,1126.0,62456.0,55.47
Telangana,Rangareddi,2016-2017,3.0,146.0,48.67
Telangana,Rangareddi,2017-2018,1.0,62.0,62.0
Telangana,Rangareddi,2018-2019,32.0,2656.0,83.0
Telangana,Rangareddi,2019-2020,8.0,609.0,76.13
Telangana,Rangareddi,2020-2021,12.0,1176.0,98.0
Telangana,Rangareddi,2021-2022,17.0,1768.0,104.0
Telangana,Rangareddi,2022-2023,28.0,2660.0,95.0
Telangana,Sangareddy,2016-2017,10828.0,908869.0,83.94
Telangana,Sangareddy,2017-2018,15689.0,1082588.0,69.0
Telangana,Sangareddy,2018-2019,18095.0,1389556.0,76.79
Telangana,Sangareddy,2019-2020,13741.0,1041801.0,75.82
Telangana,Sangareddy,2020-2021,8451.0,640873.0,75.83
Telangana,Sangareddy,2021-2022,12942.0,1358910.0,105.0
Telangana,Sangareddy,2022-2023,12419.0,992706.0,79.93
Telangana,Siddipet,2017-2018,175.0,13650.0,78.0
Telangana,Siddipet,2018-2019,81.0,6543.0,80.78
Telangana,Siddipet,2019-2020,40.0,3760.0,94.0
Telangana,Siddipet,2020-2021,170.0,14104.0,82.96
Telangana,Siddipet,2021-2022,159.0,16212.0,101.96
Telangana,Siddipet,2022-2023,190.0,17181.0,90.43
Telangana,Suryapet,2016-2017,1148.0,86967.0,75.76
Telangana,Suryapet,2017-2018,1321.0,108319.0,82.0
Telangana,Suryapet,2018-2019,973.0,76973.0,79.11
Telangana,Suryapet,2019-2020,175.0,16451.0,94.01
Telangana,Suryapet,2020-2021,321.0,28722.0,89.48
Telangana,Suryapet,2021-2022,582.0,59008.0,101.39
Telangana,Suryapet,2022-2023,298.0,27001.0,90.61
Telangana,Vikarabad,2016-2017,1395.0,68108.0,48.82
Telangana,Vikarabad,2017-2018,2078.0,162144.0,78.03
Telangana,Vikarabad,2018-2019,2716.0,215834.0,79.47
Telangana,Vikarabad,2019-2020,1727.0,133014.0,77.02
Telangana,Vikarabad,2020-2021,2429.0,222742.0,91.7
Telangana,Vikarabad,2021-2022,2261.0,230005.0,101.73
Telangana,Vikarabad,2022-2023,2322.0,190118.0,81.88
Telangana,Wanaparthy,2016-2017,1452.0,58730.0,40.45
Telangana,Wanaparthy,2017-2018,1977.0,160232.0,81.05
Telangana,Wanaparthy,2018-2019,1956.0,155046.0,79.27
Telangana,Wanaparthy,2019-2020,1002.0,79002.0,78.84
Telangana,Wanaparthy,2020-2021,1042.0,103280.0,99.12
Telangana,Wanaparthy,2021-2022,934.0,102507.0,109.75
Telangana,Wanaparthy,2022-2023,1686.0,166484.0,98.74
Telangana,Warangal,2013-2014,5.0,440.0,88.0
Telangana,Warangal,2015-2016,1.0,70.0,70.0
Telangana,Warangal,2017-2018,2.0,149.0,74.5
Telangana,Warangal,2019-2020,1.0,94.0,94.0
Telangana,Yadadri,2016-2017,16.0,1212.0,75.75
Telangana,Yadadri,2017-2018,13.0,967.0,74.38
Telangana,Yadadri,2018-2019,14.0,1078.0,77.0
Telangana,Yadadri,2019-2020,6.0,444.0,74.0
Telangana,Yadadri,2020-2021,5.0,490.0,98.0
Telangana,Yadadri,2021-2022,26.0,2704.0,104.0
Telangana,Yadadri,2022-2023,19.0,1794.0,94.42
Tripura,Dhalai,2013-2014,111.0,5496.0,49.51
Tripura,Dhalai,2014-2015,120.0,6020.0,50.17
Tripura,Dhalai,2015-2016,119.0,5940.0,49.92
Tripura,Dhalai,2016-2017,151.0,7945.0,52.62
Tripura,Dhalai,2017-2018,135.0,8235.0,61.0
Tripura,Dhalai,2018-2019,127.0,7198.0,56.68
Tripura,Dhalai,2019-2020,136.0,7353.14,54.07
Tripura,Dhalai,2020-2021,150.0,8560.0,57.07
Tripura,Dhalai,2021-2022,112.0,6181.0,55.19
Tripura,Dhalai,2022-2023,107.0,6275.0,58.64
Tripura,Gomati,2013-2014,64.0,3162.0,49.41
Tripura,Gomati,2014-2015,61.0,3095.0,50.74
Tripura,Gomati,2015-2016,61.0,3080.0,50.49
Tripura,Gomati,2016-2017,94.0,4987.0,53.05
Tripura,Gomati,2017-2018,95.0,4489.0,47.25
Tripura,Gomati,2018-2019,65.0,2966.99,45.65
Tripura,Gomati,2019-2020,90.0,4096.11,45.51
Tripura,Gomati,2020-2021,97.0,4707.0,48.53
Tripura,Gomati,2021-2022,112.0,5273.0,47.08
Tripura,Gomati,2022-2023,71.0,3410.0,48.03
Tripura,Khowai,2013-2014,48.0,2668.0,55.58
Tripura,Khowai,2014-2015,48.0,2612.0,54.42
Tripura,Khowai,2015-2016,55.0,2982.0,54.22
Tripura,Khowai,2016-2017,38.0,2133.0,56.13
Tripura,Khowai,2017-2018,45.0,2459.0,54.64
Tripura,Khowai,2018-2019,40.0,2211.3,55.28
Tripura,Khowai,2019-2020,43.0,2335.4,54.31
Tripura,Khowai,2020-2021,130.0,7366.0,56.66
Tripura,Khowai,2021-2022,117.0,6505.0,55.6
Tripura,Khowai,2022-2023,107.0,5914.0,55.27
Tripura,North tripura,2013-2014,180.0,9581.0,53.23
Tripura,North tripura,2014-2015,163.0,8958.0,54.96
Tripura,North tripura,2015-2016,136.0,7040.0,51.76
Tripura,North tripura,2016-2017,125.0,6928.0,55.42
Tripura,North tripura,2017-2018,145.0,7700.0,53.1
Tripura,North tripura,2018-2019,117.0,6664.86,56.96
Tripura,North tripura,2019-2020,120.0,6842.59,57.02
Tripura,North tripura,2020-2021,43.0,2412.0,56.09
Tripura,North tripura,2021-2022,87.0,4827.0,55.48
Tripura,North tripura,2022-2023,31.0,1744.0,56.26
Tripura,Sepahijala,2013-2014,74.0,4209.0,56.88
Tripura,Sepahijala,2014-2015,49.0,2808.0,57.31
Tripura,Sepahijala,2015-2016,49.0,2625.0,53.57
Tripura,Sepahijala,2016-2017,42.0,2417.0,57.55
Tripura,Sepahijala,2017-2018,42.0,2347.0,55.88
Tripura,Sepahijala,2018-2019,25.0,1541.3,61.65
Tripura,Sepahijala,2019-2020,35.0,2107.51,60.21
Tripura,Sepahijala,2020-2021,77.0,4841.0,62.87
Tripura,Sepahijala,2021-2022,117.0,7233.0,61.82
Tripura,Sepahijala,2022-2023,87.0,5498.0,63.2
Tripura,South tripura,2013-2014,350.0,16932.0,48.38
Tripura,South tripura,2014-2015,240.0,11889.0,49.54
Tripura,South tripura,2015-2016,271.0,13330.0,49.19
Tripura,South tripura,2016-2017,282.0,14769.0,52.37
Tripura,South tripura,2017-2018,248.0,12250.0,49.4
Tripura,South tripura,2018-2019,180.0,8969.05,49.83
Tripura,South tripura,2019-2020,153.0,7154.4,46.76
Tripura,South tripura,2020-2021,177.0,9052.0,51.14
Tripura,South tripura,2021-2022,188.0,9432.0,50.17
Tripura,South tripura,2022-2023,191.0,9813.0,51.38
Tripura,Unakoti,2013-2014,103.0,5974.0,58.0
Tripura,Unakoti,2014-2015,81.0,4698.0,58.0
Tripura,Unakoti,2015-2016,67.0,3770.0,56.27
Tripura,Unakoti,2016-2017,40.0,2425.0,60.63
Tripura,Unakoti,2017-2018,41.0,2378.0,58.0
Tripura,Unakoti,2018-2019,41.0,2380.0,58.05
Tripura,Unakoti,2019-2020,40.0,2323.0,58.08
Tripura,Unakoti,2020-2021,76.0,4685.0,61.64
Tripura,Unakoti,2021-2022,45.0,2707.0,60.16
Tripura,Unakoti,2022-2023,63.0,3813.0,60.52
Tripura,West tripura,2013-2014,34.0,1576.0,46.35
Tripura,West tripura,2014-2015,31.0,1430.0,46.13
Tripura,West tripura,2015-2016,35.0,1725.0,49.29
Tripura,West tripura,2016-2017,50.0,2496.0,49.92
Tripura,West tripura,2017-2018,55.0,2631.0,47.84
Tripura,West tripura,2018-2019,67.0,3982.5,59.44
Tripura,West tripura,2019-2020,70.0,4159.94,59.43
Tripura,West tripura,2020-2021,110.0,6955.0,63.23
Tripura,West tripura,2021-2022,102.0,6256.0,61.33
Tripura,West tripura,2022-2023,23.0,1421.0,61.78
Uttar Pradesh,Agra,2013-2014,255.0,12238.0,47.99
Uttar Pradesh,Agra,2014-2015,145.0,6106.0,42.11
Uttar Pradesh,Agra,2015-2016,224.0,10462.0,46.71
Uttar Pradesh,Agra,2016-2017,153.0,8201.0,53.6
Uttar Pradesh,Agra,2017-2018,256.0,14511.0,56.68
Uttar Pradesh,Agra,2018-2019,205.0,11247.0,54.86
Uttar Pradesh,Agra,2019-2020,213.0,14016.0,65.8
Uttar Pradesh,Aligarh,2013-2014,7301.0,444835.0,60.93
Uttar Pradesh,Aligarh,2014-2015,6478.0,387877.0,59.88
Uttar Pradesh,Aligarh,2015-2016,5119.0,315556.0,61.64
Uttar Pradesh,Aligarh,2016-2017,3938.0,264728.0,67.22
Uttar Pradesh,Aligarh,2017-2018,7305.0,543375.0,74.38
Uttar Pradesh,Aligarh,2018-2019,8630.0,685498.0,79.43
Uttar Pradesh,Aligarh,2019-2020,8823.0,712510.0,80.76
Uttar Pradesh,Aligarh,2020-2021,2286.0,187000.0,81.8
Uttar Pradesh,Aligarh,2021-2022,1172.0,94000.0,80.2
Uttar Pradesh,Aligarh,2022-2023,4461.0,370000.0,82.94
Uttar Pradesh,Allahabad,2013-2014,763.0,52058.0,68.23
Uttar Pradesh,Allahabad,2014-2015,700.0,46046.0,65.78
Uttar Pradesh,Allahabad,2015-2016,754.0,50542.0,67.03
Uttar Pradesh,Allahabad,2016-2017,675.0,49050.0,72.67
Uttar Pradesh,Allahabad,2017-2018,1124.0,41283.0,36.73
Uttar Pradesh,Allahabad,2018-2019,652.0,25038.0,38.4
Uttar Pradesh,Allahabad,2019-2020,694.0,56431.0,81.31
Uttar Pradesh,Ambedkar nagar,2013-2014,11972.0,740204.0,61.83
Uttar Pradesh,Ambedkar nagar,2014-2015,11458.0,715575.0,62.45
Uttar Pradesh,Ambedkar nagar,2015-2016,8707.0,534112.0,61.34
Uttar Pradesh,Ambedkar nagar,2016-2017,11722.0,804439.0,68.63
Uttar Pradesh,Ambedkar nagar,2017-2018,11987.0,890188.0,74.26
Uttar Pradesh,Ambedkar nagar,2018-2019,11929.0,914693.0,76.68
Uttar Pradesh,Ambedkar nagar,2019-2020,11309.0,842521.0,74.5
Uttar Pradesh,Ambedkar nagar,2020-2021,33448.0,2502000.0,74.8
Uttar Pradesh,Ambedkar nagar,2021-2022,23584.0,2222000.0,94.22
Uttar Pradesh,Ambedkar nagar,2022-2023,23584.0,1889000.0,80.1
Uttar Pradesh,Amethi,2013-2014,1605.0,99234.0,61.83
Uttar Pradesh,Amethi,2014-2015,1602.0,100048.0,62.45
Uttar Pradesh,Amethi,2015-2016,1477.0,90603.0,61.34
Uttar Pradesh,Amethi,2016-2017,1744.0,119684.0,68.63
Uttar Pradesh,Amethi,2017-2018,1666.0,123722.0,74.26
Uttar Pradesh,Amethi,2018-2019,1591.0,121995.0,76.68
Uttar Pradesh,Amethi,2019-2020,1652.0,124411.0,75.31
Uttar Pradesh,Amroha,2013-2014,75729.0,5276494.0,69.68
Uttar Pradesh,Amroha,2014-2015,75824.0,5348322.0,70.54
Uttar Pradesh,Amroha,2015-2016,76299.0,5419671.0,71.03
Uttar Pradesh,Amroha,2016-2017,77651.0,5748038.0,74.02
Uttar Pradesh,Amroha,2017-2018,78921.0,6729120.0,85.26
Uttar Pradesh,Amroha,2018-2019,73607.0,6201537.0,84.25
Uttar Pradesh,Amroha,2019-2020,75782.0,6239587.0,82.34
Uttar Pradesh,Amroha,2020-2021,69859.0,5790000.0,82.88
Uttar Pradesh,Amroha,2021-2022,69253.0,5805000.0,83.82
Uttar Pradesh,Amroha,2022-2023,98505.0,8187000.0,83.11
Uttar Pradesh,Auraiya,2013-2014,1047.0,62394.0,59.59
Uttar Pradesh,Auraiya,2014-2015,920.0,53004.0,57.61
Uttar Pradesh,Auraiya,2015-2016,503.0,29092.0,57.84
Uttar Pradesh,Auraiya,2016-2017,596.0,35979.0,60.37
Uttar Pradesh,Auraiya,2017-2018,669.0,43282.0,64.7
Uttar Pradesh,Auraiya,2018-2019,852.0,55816.0,65.51
Uttar Pradesh,Auraiya,2019-2020,603.0,38928.0,64.56
Uttar Pradesh,Azamgarh,2013-2014,19641.0,1129986.0,57.53
Uttar Pradesh,Azamgarh,2014-2015,20282.0,1249533.0,61.61
Uttar Pradesh,Azamgarh,2015-2016,20720.0,1232094.0,59.46
Uttar Pradesh,Azamgarh,2016-2017,19251.0,1168074.0,60.68
Uttar Pradesh,Azamgarh,2017-2018,19032.0,1160267.0,60.96
Uttar Pradesh,Azamgarh,2018-2019,18898.0,1185963.0,62.76
Uttar Pradesh,Azamgarh,2019-2020,23195.0,1461285.0,63.0
Uttar Pradesh,Azamgarh,2020-2021,13235.0,813000.0,61.43
Uttar Pradesh,Azamgarh,2021-2022,11834.0,737000.0,62.28
Uttar Pradesh,Azamgarh,2022-2023,8866.0,586000.0,66.1
Uttar Pradesh,Baghpat,2013-2014,71950.0,5562023.0,77.3
Uttar Pradesh,Baghpat,2014-2015,77107.0,5671682.0,73.56
Uttar Pradesh,Baghpat,2015-2016,71901.0,5538678.0,77.03
Uttar Pradesh,Baghpat,2016-2017,74144.0,5718875.0,77.13
Uttar Pradesh,Baghpat,2017-2018,75037.0,6369741.0,84.89
Uttar Pradesh,Baghpat,2018-2019,74227.0,6431027.0,86.64
Uttar Pradesh,Baghpat,2019-2020,74735.0,6378782.0,85.35
Uttar Pradesh,Baghpat,2020-2021,53625.0,4679000.0,87.25
Uttar Pradesh,Baghpat,2021-2022,56942.0,4978000.0,87.42
Uttar Pradesh,Baghpat,2022-2023,85491.0,7643000.0,89.4
Uttar Pradesh,Bahraich,2013-2014,22923.0,1282954.0,55.97
Uttar Pradesh,Bahraich,2014-2015,38237.0,2205969.0,57.69
Uttar Pradesh,Bahraich,2015-2016,50171.0,2953266.0,58.86
Uttar Pradesh,Bahraich,2016-2017,22134.0,1451105.0,65.56
Uttar Pradesh,Bahraich,2017-2018,22397.0,1597264.0,71.32
Uttar Pradesh,Bahraich,2018-2019,23282.0,1723613.0,74.03
Uttar Pradesh,Bahraich,2019-2020,22128.0,1682171.0,76.02
Uttar Pradesh,Bahraich,2020-2021,63716.0,4860000.0,76.28
Uttar Pradesh,Bahraich,2021-2022,59603.0,4560000.0,76.51
Uttar Pradesh,Bahraich,2022-2023,74295.0,5815000.0,78.27
Uttar Pradesh,Ballia,2013-2014,6151.0,319901.0,52.01
Uttar Pradesh,Ballia,2014-2015,4096.0,213254.0,52.06
Uttar Pradesh,Ballia,2015-2016,4021.0,232591.0,57.84
Uttar Pradesh,Ballia,2016-2017,6312.0,415380.0,65.81
Uttar Pradesh,Ballia,2017-2018,6481.0,356248.0,54.97
Uttar Pradesh,Ballia,2018-2019,6457.0,345630.0,53.53
Uttar Pradesh,Ballia,2019-2020,6652.0,353434.0,53.13
Uttar Pradesh,Ballia,2020-2021,2619.0,159000.0,60.71
Uttar Pradesh,Ballia,2021-2022,1945.0,121000.0,62.21
Uttar Pradesh,Ballia,2022-2023,1092.0,71000.0,65.02
Uttar Pradesh,Balrampur,2013-2014,44097.0,2129180.0,48.28
Uttar Pradesh,Balrampur,2014-2015,43539.0,2227978.0,51.17
Uttar Pradesh,Balrampur,2015-2016,44049.0,2368603.0,53.77
Uttar Pradesh,Balrampur,2016-2017,43934.0,2379817.0,54.17
Uttar Pradesh,Balrampur,2017-2018,44074.0,2902890.0,65.86
Uttar Pradesh,Balrampur,2018-2019,43524.0,2933518.0,67.4
Uttar Pradesh,Balrampur,2019-2020,45049.0,3059728.0,67.92
Uttar Pradesh,Balrampur,2020-2021,103158.0,6740000.0,65.34
Uttar Pradesh,Balrampur,2021-2022,92343.0,6044000.0,65.45
Uttar Pradesh,Balrampur,2022-2023,96121.0,6338000.0,65.94
Uttar Pradesh,Banda,2013-2014,558.0,24925.0,44.67
Uttar Pradesh,Banda,2014-2015,398.0,16097.0,40.44
Uttar Pradesh,Banda,2015-2016,414.0,15187.0,36.68
Uttar Pradesh,Banda,2016-2017,529.0,22722.0,42.95
Uttar Pradesh,Banda,2017-2018,395.0,15141.0,38.33
Uttar Pradesh,Banda,2018-2019,522.0,20359.0,39.0
Uttar Pradesh,Banda,2019-2020,502.0,19965.0,39.77
Uttar Pradesh,Barabanki,2013-2014,9881.0,605073.0,61.24
Uttar Pradesh,Barabanki,2014-2015,9736.0,564143.0,57.94
Uttar Pradesh,Barabanki,2015-2016,9128.0,549506.0,60.2
Uttar Pradesh,Barabanki,2016-2017,8763.0,616635.0,70.37
Uttar Pradesh,Barabanki,2017-2018,9254.0,735471.0,79.48
Uttar Pradesh,Barabanki,2018-2019,9849.0,807539.0,81.99
Uttar Pradesh,Barabanki,2019-2020,8771.0,720239.0,82.12
Uttar Pradesh,Barabanki,2020-2021,7801.0,643000.0,82.43
Uttar Pradesh,Barabanki,2021-2022,9097.0,734000.0,80.69
Uttar Pradesh,Barabanki,2022-2023,9551.0,783000.0,81.98
Uttar Pradesh,Bareilly,2013-2014,94008.0,5787132.0,61.56
Uttar Pradesh,Bareilly,2014-2015,99211.0,6120128.0,61.69
Uttar Pradesh,Bareilly,2015-2016,84849.0,5309850.0,62.58
Uttar Pradesh,Bareilly,2016-2017,94895.0,6561799.0,69.15
Uttar Pradesh,Bareilly,2017-2018,96963.0,7765961.0,80.09
Uttar Pradesh,Bareilly,2018-2019,97049.0,7253442.0,74.74
Uttar Pradesh,Bareilly,2019-2020,90416.0,6951905.0,76.89
Uttar Pradesh,Bareilly,2020-2021,99569.0,7685000.0,77.18
Uttar Pradesh,Bareilly,2021-2022,105900.0,8259000.0,77.99
Uttar Pradesh,Bareilly,2022-2023,118964.0,9530000.0,80.11
Uttar Pradesh,Basti,2013-2014,39953.0,2459666.0,61.56
Uttar Pradesh,Basti,2014-2015,36515.0,2290221.0,62.72
Uttar Pradesh,Basti,2015-2016,41263.0,2527936.0,61.26
Uttar Pradesh,Basti,2016-2017,35114.0,2294630.0,65.35
Uttar Pradesh,Basti,2017-2018,40246.0,2659134.0,66.07
Uttar Pradesh,Basti,2018-2019,40546.0,2804648.0,69.17
Uttar Pradesh,Basti,2019-2020,49321.0,3060664.0,62.06
Uttar Pradesh,Basti,2020-2021,59981.0,3868000.0,64.49
Uttar Pradesh,Basti,2021-2022,56806.0,3690000.0,64.96
Uttar Pradesh,Basti,2022-2023,54866.0,3789000.0,69.06
Uttar Pradesh,Bijnor,2013-2014,201239.0,12060656.0,59.93
Uttar Pradesh,Bijnor,2014-2015,212471.0,13968693.0,65.74
Uttar Pradesh,Bijnor,2015-2016,203202.0,13951037.0,68.66
Uttar Pradesh,Bijnor,2016-2017,205353.0,16100497.0,78.4
Uttar Pradesh,Bijnor,2017-2018,201630.0,16815135.0,83.4
Uttar Pradesh,Bijnor,2018-2019,204482.0,17575637.0,85.95
Uttar Pradesh,Bijnor,2019-2020,201152.0,17398039.0,86.49
Uttar Pradesh,Bijnor,2020-2021,260186.0,22774000.0,87.53
Uttar Pradesh,Bijnor,2021-2022,262894.0,23279000.0,88.55
Uttar Pradesh,Bijnor,2022-2023,255708.0,23022000.0,90.03
Uttar Pradesh,Budaun,2013-2014,24998.0,1532377.0,61.3
Uttar Pradesh,Budaun,2014-2015,29629.0,1748230.0,59.0
Uttar Pradesh,Budaun,2015-2016,21811.0,1447291.0,66.36
Uttar Pradesh,Budaun,2016-2017,27612.0,1915941.0,69.39
Uttar Pradesh,Budaun,2017-2018,32295.0,2358698.0,73.04
Uttar Pradesh,Budaun,2018-2019,26891.0,1947661.0,72.43
Uttar Pradesh,Budaun,2019-2020,27333.0,1906531.0,69.75
Uttar Pradesh,Budaun,2020-2021,10213.0,794000.0,77.74
Uttar Pradesh,Budaun,2021-2022,12204.0,955000.0,78.25
Uttar Pradesh,Budaun,2022-2023,20988.0,1721000.0,82.0
Uttar Pradesh,Bulandshahr,2013-2014,51056.0,3337633.0,65.37
Uttar Pradesh,Bulandshahr,2014-2015,48031.0,3028451.0,63.05
Uttar Pradesh,Bulandshahr,2015-2016,45836.0,3033060.0,66.17
Uttar Pradesh,Bulandshahr,2016-2017,45789.0,3528134.0,77.05
Uttar Pradesh,Bulandshahr,2017-2018,48470.0,4054612.0,83.65
Uttar Pradesh,Bulandshahr,2018-2019,52806.0,4733107.0,89.63
Uttar Pradesh,Bulandshahr,2019-2020,50610.0,4437080.0,87.67
Uttar Pradesh,Bulandshahr,2020-2021,49801.0,4394000.0,88.23
Uttar Pradesh,Bulandshahr,2021-2022,57062.0,5048000.0,88.47
Uttar Pradesh,Bulandshahr,2022-2023,75034.0,6767000.0,90.19
Uttar Pradesh,Chandauli,2013-2014,628.0,34592.0,55.08
Uttar Pradesh,Chandauli,2014-2015,618.0,35548.0,57.52
Uttar Pradesh,Chandauli,2015-2016,706.0,41299.0,58.5
Uttar Pradesh,Chandauli,2016-2017,576.0,35397.0,61.45
