State,District,Year,cotton_area,cotton_production,cotton_yield
Rajasthan,Nagaur,2020-2021,"57,519.00","1,36,529.00",2.37
Rajasthan,Nagaur,2021-2022,"60,419.00","1,69,364.70",2.8
Rajasthan,Nagaur,2022-2023,"77,503.00","2,47,264.71",3.19
Rajasthan,Pali,2013-2014,"8,965.00","36,185.52",4.04
Rajasthan,Pali,2014-2015,"13,587.00","37,132.20",2.73
Rajasthan,Pali,2015-2016,"12,022.00","34,827.24",2.9
Rajasthan,Pali,2016-2017,"10,106.00","33,371.00",3.3
Rajasthan,Pali,2017-2018,"14,384.00","47,047.00",3.27
Rajasthan,Pali,2018-2019,"17,471.00","68,894.00",3.94
Rajasthan,Pali,2019-2020,"16,545.00","53,164.00",3.21
Rajasthan,Pali,2020-2021,"18,782.00","79,712.00",4.24
Rajasthan,Pali,2021-2022,"13,390.00","45,423.53",3.39
Rajasthan,Pali,2022-2023,"12,196.00","45,247.06",3.71
Rajasthan,Pratapgarh,2013-2014,818,"2,034.48",2.49
Rajasthan,Pratapgarh,2014-2015,783,"2,457.84",3.14
Rajasthan,Pratapgarh,2015-2016,660,"1,787.52",2.71
Rajasthan,Pratapgarh,2016-2017,811,"2,686.00",3.31
Rajasthan,Pratapgarh,2017-2018,964,"3,123.00",3.24
Rajasthan,Pratapgarh,2018-2019,815,"2,647.00",3.25
Rajasthan,Pratapgarh,2019-2020,915,935,1.02
Rajasthan,Pratapgarh,2020-2021,768,"1,541.00",2.01
Rajasthan,Pratapgarh,2021-2022,960,"1,935.29",2.02
Rajasthan,Pratapgarh,2022-2023,"1,155.00","1,005.88",0.87
Rajasthan,Rajsamand,2013-2014,"6,552.00","21,438.48",3.27
Rajasthan,Rajsamand,2014-2015,"5,864.00","18,275.04",3.12
Rajasthan,Rajsamand,2015-2016,"4,128.00","10,707.48",2.59
Rajasthan,Rajsamand,2016-2017,"3,484.00","9,143.00",2.62
Rajasthan,Rajsamand,2017-2018,"4,274.00","15,229.00",3.56
Rajasthan,Rajsamand,2018-2019,"4,531.00","18,647.00",4.12
Rajasthan,Rajsamand,2019-2020,"4,643.00","6,788.00",1.46
Rajasthan,Rajsamand,2020-2021,"4,306.00","14,588.00",3.39
Rajasthan,Rajsamand,2021-2022,"3,779.00","13,041.18",3.45
Rajasthan,Rajsamand,2022-2023,"3,086.00","10,182.35",3.3
Rajasthan,Sawai madhopur,2013-2014,3,11.76,3.92
Rajasthan,Sawai madhopur,2014-2015,2,5.88,2.94
Rajasthan,Sawai madhopur,2015-2016,1,5.88,5.88
Rajasthan,Sawai madhopur,2017-2018,3,11,3.67
Rajasthan,Sikar,2013-2014,238,776.16,3.26
Rajasthan,Sikar,2014-2015,204,640.92,3.14
Rajasthan,Sikar,2015-2016,124,335.16,2.7
Rajasthan,Sikar,2016-2017,34,113,3.32
Rajasthan,Sikar,2017-2018,19,64,3.37
Rajasthan,Sikar,2018-2019,34,111,3.26
Rajasthan,Sikar,2019-2020,77,282,3.66
Rajasthan,Sikar,2020-2021,63,253,4.02
Rajasthan,Sikar,2021-2022,134,441.18,3.29
Rajasthan,Sikar,2022-2023,66,223.53,3.39
Rajasthan,Sirohi,2013-2014,"1,693.00","2,563.68",1.51
Rajasthan,Sirohi,2014-2015,"1,874.00","5,880.00",3.14
Rajasthan,Sirohi,2015-2016,"1,175.00","3,186.96",2.71
Rajasthan,Sirohi,2016-2017,"1,387.00","5,144.00",3.71
Rajasthan,Sirohi,2017-2018,"2,905.00","9,411.00",3.24
Rajasthan,Sirohi,2018-2019,"3,673.00","7,170.00",1.95
Rajasthan,Sirohi,2019-2020,"3,309.00","9,688.00",2.93
Rajasthan,Sirohi,2020-2021,"2,632.00","7,159.00",2.72
Rajasthan,Sirohi,2021-2022,"1,819.00","4,276.47",2.35
Rajasthan,Sirohi,2022-2023,"1,618.00","5,152.94",3.18
Rajasthan,Tonk,2013-2014,995,"3,257.52",3.27
Rajasthan,Tonk,2014-2015,"1,494.00","4,686.36",3.14
Rajasthan,Tonk,2015-2016,"1,168.00","3,169.32",2.71
Rajasthan,Tonk,2016-2017,779,"3,085.00",3.96
Rajasthan,Tonk,2017-2018,966,"4,329.00",4.48
Rajasthan,Tonk,2018-2019,782,"2,541.00",3.25
Rajasthan,Tonk,2019-2020,500,"1,835.00",3.67
Rajasthan,Tonk,2020-2021,488,"1,935.00",3.97
Rajasthan,Tonk,2021-2022,362,"1,188.24",3.28
Rajasthan,Tonk,2022-2023,364,"1,241.18",3.41
Rajasthan,Udaipur,2013-2014,"2,636.00","7,085.40",2.69
Rajasthan,Udaipur,2014-2015,"2,539.00","7,967.40",3.14
Rajasthan,Udaipur,2015-2016,"1,476.00","4,004.28",2.71
Rajasthan,Udaipur,2016-2017,"1,184.00","2,415.00",2.04
Rajasthan,Udaipur,2017-2018,"1,229.00","2,464.00",2.0
Rajasthan,Udaipur,2018-2019,"1,431.00","4,647.00",3.25
Rajasthan,Udaipur,2019-2020,"1,627.00","5,964.00",3.67
Rajasthan,Udaipur,2020-2021,"2,157.00","8,565.00",3.97
Rajasthan,Udaipur,2021-2022,"2,053.00","6,741.18",3.28
Rajasthan,Udaipur,2022-2023,"2,048.00","6,982.35",3.41
Tamil Nadu,Ariyalur,2013-2014,"8,815.00303","29,867.00727",5.79
Tamil Nadu,Ariyalur,2014-2015,"12,841.00536","42,839.001,829.00",6.75
Tamil Nadu,Ariyalur,2015-2016,"8,907.00282","12,732.00836",4.39
Tamil Nadu,Ariyalur,2016-2017,"9,774.006","13,686.0010",3.07
Tamil Nadu,Ariyalur,2017-2018,"10,092.00800",292,0.0
Tamil Nadu,Ariyalur,2018-2019,"5,500.003,834.00","11,848.009,955.00",4.75
Tamil Nadu,Ariyalur,2019-2020,"9,164.00249","17,349.00625",4.4
Tamil Nadu,Ariyalur,2020-2021,"5,552.001,145.00","8,666.002,768.00",3.98
Tamil Nadu,Ariyalur,2021-2022,"6,961.00455","10,219.001,085.00",3.85
Tamil Nadu,Ariyalur,2022-2023,"7,747.00694","13,272.001,243.00",3.5
Tamil Nadu,Chengalpattu,2021-2022,21,51,2.43
Tamil Nadu,Chengalpattu,2022-2023,23,45,1.96
Tamil Nadu,Coimbatore,2013-2014,33612,76829,4.71
Tamil Nadu,Coimbatore,2014-2015,40138,"1,240.00130",6.51
Tamil Nadu,Coimbatore,2015-2016,40763,833187,5.02
Tamil Nadu,Coimbatore,2016-2017,37987,490129,2.77
Tamil Nadu,Coimbatore,2017-2018,37880,1,0.0
Tamil Nadu,Coimbatore,2018-2019,541171,"1,174.00445",4.77
Tamil Nadu,Coimbatore,2019-2020,37685,916212,4.93
Tamil Nadu,Coimbatore,2020-2021,31947,621114,4.38
Tamil Nadu,Coimbatore,2021-2022,29749,480118,4.03
Tamil Nadu,Coimbatore,2022-2023,47786,912153,3.69
Tamil Nadu,Cuddalore,2013-2014,"8,243.00371","29,081.00891",5.93
Tamil Nadu,Cuddalore,2014-2015,"6,298.00680","24,725.002,320.00",7.34
Tamil Nadu,Cuddalore,2015-2016,"6,890.00320","8,146.00949",4.15
Tamil Nadu,Cuddalore,2016-2017,"4,876.00711","3,011.001,046.00",2.09
Tamil Nadu,Cuddalore,2017-2018,"10,877.0094",17,0.0
Tamil Nadu,Cuddalore,2018-2019,"5,809.0099","10,207.00257",4.36
Tamil Nadu,Cuddalore,2019-2020,"5,131.00654","13,129.001,645.00",5.08
Tamil Nadu,Cuddalore,2020-2021,"3,405.00795","3,473.001,921.00",3.44
Tamil Nadu,Cuddalore,2021-2022,"3,853.00982","4,789.002,350.00",3.63
Tamil Nadu,Cuddalore,2022-2023,"5,056.001,066.00","6,848.001,907.00",3.14
Tamil Nadu,Dharmapuri,2013-2014,"11,462.001,024.00","33,815.002,641.00",5.53
Tamil Nadu,Dharmapuri,2014-2015,"10,987.00694","37,096.002,648.00",7.199999999999999
Tamil Nadu,Dharmapuri,2015-2016,"10,528.00338","23,224.001,002.00",5.17
Tamil Nadu,Dharmapuri,2016-2017,"11,418.00406","15,153.00597",2.8
Tamil Nadu,Dharmapuri,2017-2018,"13,734.00731",382,0.0
Tamil Nadu,Dharmapuri,2018-2019,"9,136.0093","22,710.00241",5.08
Tamil Nadu,Dharmapuri,2019-2020,"8,002.0025","24,803.0063",5.62
Tamil Nadu,Dharmapuri,2020-2021,"3,927.0030","9,288.0073",4.800000000000001
Tamil Nadu,Dharmapuri,2021-2022,"4,926.00378","11,105.00902",4.640000000000001
Tamil Nadu,Dharmapuri,2022-2023,"5,763.00222","13,741.00397",4.17
Tamil Nadu,Dindigul,2013-2014,"6391,457.00","1,990.002,755.00",5.0
Tamil Nadu,Dindigul,2014-2015,"3284,686.00","2,000.0024,260.00",11.28
Tamil Nadu,Dindigul,2015-2016,"1514,684.00","70115,375.00",7.92
Tamil Nadu,Dindigul,2016-2017,"2074,857.00","2695,014.00",2.33
Tamil Nadu,Dindigul,2017-2018,"1,633.003,502.00",413,0.0
Tamil Nadu,Dindigul,2018-2019,"8704,405.00","1,885.0014,224.00",5.4
Tamil Nadu,Dindigul,2019-2020,"9097,160.00","2,209.0024,727.00",5.880000000000001
Tamil Nadu,Dindigul,2020-2021,"1,187.002,757.00","2,312.009,785.00",5.5
Tamil Nadu,Dindigul,2021-2022,"4133,896.00","66714,928.00",5.45
Tamil Nadu,Dindigul,2022-2023,"1,092.004,317.00","2,081.0016,008.00",5.62
Tamil Nadu,Erode,2013-2014,448120,"1,284.00241",4.88
Tamil Nadu,Erode,2014-2015,610485,"1,914.001,841.00",6.94
Tamil Nadu,Erode,2015-2016,361435,"6731,290.00",4.83
Tamil Nadu,Erode,2016-2017,213475,277699,2.77
Tamil Nadu,Erode,2017-2018,184571,1,0.0
Tamil Nadu,Erode,2018-2019,189799,"4092,076.00",4.76
Tamil Nadu,Erode,2019-2020,353809,"8602,031.00",4.949999999999999
Tamil Nadu,Erode,2020-2021,197520,"3841,255.00",4.36
Tamil Nadu,Erode,2021-2022,227917,"3662,188.00",4.0
Tamil Nadu,Erode,2022-2023,"3231,258.00","6142,252.00",3.69
Tamil Nadu,Kallakurichi,2020-2021,"4,937.0084","8,051.00203",4.05
Tamil Nadu,Kallakurichi,2021-2022,"5,181.00139","3,498.00330",3.0500000000000003
Tamil Nadu,Kallakurichi,2022-2023,"4,976.00227","7,019.00406",3.2
Tamil Nadu,Kanchipuram,2013-2014,1,3,3.0
Tamil Nadu,Kanchipuram,2014-2015,7,22,3.14
Tamil Nadu,Kanchipuram,2015-2016,21,43,5.0
Tamil Nadu,Kanchipuram,2016-2017,2,2,1.0
Tamil Nadu,Karur,2013-2014,921,2642,4.87
Tamil Nadu,Karur,2014-2015,1461,4583,6.140000000000001
Tamil Nadu,Karur,2015-2016,1232,2296,4.86
Tamil Nadu,Karur,2016-2017,11221,14531,2.77
Tamil Nadu,Karur,2017-2018,98188,,0.0
Tamil Nadu,Karur,2018-2019,36210,78545,4.77
Tamil Nadu,Karur,2019-2020,114237,276595,4.93
Tamil Nadu,Karur,2020-2021,115156,225375,4.359999999999999
Tamil Nadu,Karur,2021-2022,168225,271535,3.99
Tamil Nadu,Karur,2022-2023,311485,589867,3.68
Tamil Nadu,Krishnagiri,2013-2014,"1,912.00170","5,802.00408",5.43
Tamil Nadu,Krishnagiri,2014-2015,"4,422.00211","12,961.00720",6.34
Tamil Nadu,Krishnagiri,2015-2016,"2,286.00128","5,903.00379",5.54
Tamil Nadu,Krishnagiri,2016-2017,"2,871.00107","4,364.00158",3.0
Tamil Nadu,Krishnagiri,2017-2018,"2,925.00348",81,0.0
Tamil Nadu,Krishnagiri,2018-2019,"1,595.0086","3,910.00224",5.050000000000001
Tamil Nadu,Krishnagiri,2019-2020,"1,452.0075","4,564.00186",5.62
Tamil Nadu,Krishnagiri,2020-2021,"1,247.00125","4,153.00303",5.75
Tamil Nadu,Krishnagiri,2021-2022,"1,384.0040",95195,3.07
Tamil Nadu,Krishnagiri,2022-2023,"1,648.0060","2,252.00107",3.1500000000000004
Tamil Nadu,Madurai,2013-2014,"3,492.002,403.00","6,008.003,853.00",3.3200000000000003
Tamil Nadu,Madurai,2014-2015,"3,979.002,389.00","5,316.004,509.00",3.23
Tamil Nadu,Madurai,2015-2016,"4,820.003,161.00","9,782.005,783.00",3.86
Tamil Nadu,Madurai,2016-2017,"4,063.004,899.00","5,172.005,590.00",2.41
Tamil Nadu,Madurai,2017-2018,"9,372.002,759.00",214,0.0
Tamil Nadu,Madurai,2018-2019,"5,903.003,370.00","9,639.007,491.00",3.85
Tamil Nadu,Madurai,2019-2020,"6,076.004,829.00","14,577.009,557.00",4.38
Tamil Nadu,Madurai,2020-2021,"4,173.002,323.00","8,788.005,315.00",4.4
Tamil Nadu,Madurai,2021-2022,"3,447.005,290.00","3,514.009,486.00",2.81
Tamil Nadu,Madurai,2022-2023,"5,464.003,868.00","10,861.009,473.00",4.44
Tamil Nadu,Mayiladuthurai,2020-2021,"763,379.00","14811,177.00",5.26
Tamil Nadu,Mayiladuthurai,2021-2022,"305,026.00","4917,318.00",5.08
Tamil Nadu,Mayiladuthurai,2022-2023,"6,871.00","16,843.00",2.45
Tamil Nadu,Nagapattinam,2013-2014,"2,496.00","9,850.00",3.95
Tamil Nadu,Nagapattinam,2014-2015,"2,350.00","7,130.00",3.03
Tamil Nadu,Nagapattinam,2015-2016,"2,438.00","4,690.00",1.92
Tamil Nadu,Nagapattinam,2016-2017,"43,055.00","59,878.00",4.48
Tamil Nadu,Nagapattinam,2017-2018,"122,245.00",10,0.0
Tamil Nadu,Nagapattinam,2018-2019,"153,105.00","3112,345.00",6.05
Tamil Nadu,Nagapattinam,2019-2020,"185,318.00","4422,980.00",6.76
Tamil Nadu,Nagapattinam,2020-2021,"21,128.00","54,698.00",6.66
Tamil Nadu,Nagapattinam,2021-2022,"1191,440.00","1932,171.00",3.13
Tamil Nadu,Nagapattinam,2022-2023,"12,027.00","22,304.00",3.14
Tamil Nadu,Namakkal,2013-2014,"1,306.00602","5,637.001,808.00",7.32
Tamil Nadu,Namakkal,2014-2015,"1,471.00894","2,639.002,959.00",5.1
Tamil Nadu,Namakkal,2015-2016,"1,365.00797","2,907.001,458.00",3.96
Tamil Nadu,Namakkal,2016-2017,"1,853.00642","2,395.00949",2.77
Tamil Nadu,Namakkal,2017-2018,"1,745.00481",51,0.0
Tamil Nadu,Namakkal,2018-2019,"2,107.00322","4,807.00836",4.88
Tamil Nadu,Namakkal,2019-2020,"2,144.00989","3,230.002,484.00",4.02
Tamil Nadu,Namakkal,2020-2021,"1,463.00389","3,159.00939",4.57
Tamil Nadu,Namakkal,2021-2022,"1,969.00703","3,758.001,670.00",4.29
Tamil Nadu,Namakkal,2022-2023,"2,999.001,404.00","4,532.002,512.00",3.3
Tamil Nadu,Perambalur,2013-2014,"30,052.001,035.00","88,685.002,485.00",5.35
Tamil Nadu,Perambalur,2014-2015,"39,615.00433","1,51,882.001,477.00",7.24
Tamil Nadu,Perambalur,2015-2016,"20,324.0047","36,822.00139",4.77
Tamil Nadu,Perambalur,2016-2017,"20,965.00200","18,791.00295",2.38
Tamil Nadu,Perambalur,2017-2018,"32,908.0086",87,0.0
Tamil Nadu,Perambalur,2018-2019,"13,663.00208","29,655.00539",4.76
Tamil Nadu,Perambalur,2019-2020,"20,565.001","48,701.003",5.37
Tamil Nadu,Perambalur,2020-2021,"8,973.0041","16,072.00100",4.23
Tamil Nadu,Perambalur,2021-2022,"10,118.00209","14,983.00499",3.87
Tamil Nadu,Perambalur,2022-2023,"12,990.00299","27,973.00536",3.94
Tamil Nadu,Pudukkottai,2013-2014,101,292,4.9
Tamil Nadu,Pudukkottai,2014-2015,50,157,3.14
Tamil Nadu,Pudukkottai,2015-2016,28,52,1.86
Tamil Nadu,Pudukkottai,2016-2017,3312,4216,2.6
Tamil Nadu,Pudukkottai,2017-2018,1010,,0.0
Tamil Nadu,Pudukkottai,2018-2019,917,2046,4.93
Tamil Nadu,Pudukkottai,2019-2020,1443,36109,5.1
Tamil Nadu,Pudukkottai,2020-2021,2424,4759,4.42
Tamil Nadu,Pudukkottai,2021-2022,18176,30420,4.0600000000000005
Tamil Nadu,Pudukkottai,2022-2023,41401,78722,3.7
Tamil Nadu,Ramanathapuram,2013-2014,"552,735.00","1588,634.00",6.03
Tamil Nadu,Ramanathapuram,2014-2015,"171,982.00","533,002.00",4.63
Tamil Nadu,Ramanathapuram,2015-2016,"121,965.00","222,404.00",3.05
Tamil Nadu,Ramanathapuram,2016-2017,"1,916.00",620,0.32
Tamil Nadu,Ramanathapuram,2017-2018,"2,152.00",1,0.0
Tamil Nadu,Ramanathapuram,2018-2019,"2,671.00",803,0.3
Tamil Nadu,Ramanathapuram,2019-2020,"14,333.00","34,244.00",3.98
Tamil Nadu,Ramanathapuram,2020-2021,"95,721.00","188,000.00",3.4
Tamil Nadu,Ramanathapuram,2021-2022,"9,242.00","10,114.00",1.09
Tamil Nadu,Ramanathapuram,2022-2023,"1629,929.00","3098,160.00",2.73
Tamil Nadu,Ranipet,2020-2021,14,27,1.93
Tamil Nadu,Ranipet,2021-2022,13,21,1.62
Tamil Nadu,Ranipet,2022-2023,331,621,2.88
Tamil Nadu,Salem,2013-2014,"11,737.001,266.00","42,720.003,257.00",6.21
Tamil Nadu,Salem,2014-2015,"14,103.001,649.00","52,074.006,405.00",7.57
Tamil Nadu,Salem,2015-2016,"11,338.001,129.00","34,614.003,739.00",6.359999999999999
Tamil Nadu,Salem,2016-2017,"11,533.001,168.00","20,470.002,993.00",4.33
Tamil Nadu,Salem,2017-2018,"15,885.001,214.00",434,0.0
Tamil Nadu,Salem,2018-2019,"7,001.002,416.00","20,172.0011,605.00",7.68
Tamil Nadu,Salem,2019-2020,"11,811.002,203.00","31,246.008,783.00",6.640000000000001
Tamil Nadu,Salem,2020-2021,"7,321.001,574.00","19,268.005,876.00",6.359999999999999
Tamil Nadu,Salem,2021-2022,"7,952.002,510.00","19,086.008,449.00",5.77
Tamil Nadu,Salem,2022-2023,"7,933.002,150.00","14,040.006,601.00",4.84
Tamil Nadu,Sivaganga,2013-2014,116559,"3321,342.00",5.26
Tamil Nadu,Sivaganga,2014-2015,51823,"1,625.0078",6.53
Tamil Nadu,Sivaganga,2015-2016,21885,407252,4.83
Tamil Nadu,Sivaganga,2016-2017,399471,515694,2.76
Tamil Nadu,Sivaganga,2017-2018,256434,11,0.0
Tamil Nadu,Sivaganga,2018-2019,269259,582672,4.75
Tamil Nadu,Sivaganga,2019-2020,94877,"2322,201.00",4.98
Tamil Nadu,Sivaganga,2020-2021,98469,"1901,135.00",4.359999999999999
Tamil Nadu,Sivaganga,2021-2022,46611,"751,456.00",4.01
Tamil Nadu,Sivaganga,2022-2023,91746,"1731,334.00",3.69
Tamil Nadu,Thanjavur,2013-2014,"1,788.00","5,912.00",3.31
Tamil Nadu,Thanjavur,2014-2015,"6811,411.00","2,136.004,813.00",6.550000000000001
Tamil Nadu,Thanjavur,2015-2016,"2261,463.00","4213,761.00",4.43
Tamil Nadu,Thanjavur,2016-2017,"811,659.00","1057,609.00",5.89
Tamil Nadu,Thanjavur,2017-2018,122693,3,0.0
Tamil Nadu,Thanjavur,2018-2019,"881,520.00","1907,980.00",7.41
Tamil Nadu,Thanjavur,2019-2020,"542,068.00","1305,191.00",4.92
Tamil Nadu,Thanjavur,2020-2021,"2141,647.00","4163,981.00",4.359999999999999
Tamil Nadu,Thanjavur,2021-2022,"2332,868.00","3766,846.00",4.0
Tamil Nadu,Thanjavur,2022-2023,"3983,546.00","7606,344.00",3.7
Tamil Nadu,The nilgiris,2013-2014,6,17,2.83
Tamil Nadu,The nilgiris,2014-2015,5,17,3.4
Tamil Nadu,Theni,2013-2014,834509,"2,455.002,329.00",7.52
Tamil Nadu,Theni,2014-2015,"1,009.001,848.00","3,882.008,312.00",8.35
Tamil Nadu,Theni,2015-2016,913877,"4,318.003,916.00",9.2
Tamil Nadu,Theni,2016-2017,"3181,424.00",410347,1.53
Tamil Nadu,Theni,2017-2018,"1,246.001,162.00",33,0.0
Tamil Nadu,Theni,2018-2019,"9812,474.00","2,125.006,426.00",4.77
Tamil Nadu,Theni,2019-2020,"7131,830.00","3,238.0010,402.00",10.22
Tamil Nadu,Theni,2020-2021,"6001,249.00","2,559.002,648.00",6.39
Tamil Nadu,Theni,2021-2022,"1,052.001,794.00","6,367.007,839.00",10.42
Tamil Nadu,Theni,2022-2023,"1,649.002,652.00","9,188.0010,733.00",9.62
Tamil Nadu,Thenkasi,2020-2021,"8091,853.00","1,574.005,712.00",5.03
Tamil Nadu,Thenkasi,2021-2022,"6572,198.00","1,060.006,068.00",4.37
Tamil Nadu,Thenkasi,2022-2023,"1,246.003,283.00","2,372.006,310.00",3.82
Tamil Nadu,Thiruvallur,2014-2015,2,7,3.5
Tamil Nadu,Thiruvallur,2015-2016,1,3,3.0
Tamil Nadu,Thiruvarur,2013-2014,"3,676.00","9,189.00",2.5
Tamil Nadu,Thiruvarur,2014-2015,"805,077.00","25110,624.00",5.23
Tamil Nadu,Thiruvarur,2015-2016,"14,798.00","218,035.00",5.76
Tamil Nadu,Thiruvarur,2016-2017,"6,998.00","20,804.00",2.97
Tamil Nadu,Thiruvarur,2017-2018,"4,200.00",12,0.0
Tamil Nadu,Thiruvarur,2018-2019,"6,689.00","30,586.00",4.57
Tamil Nadu,Thiruvarur,2019-2020,"8,049.00","27,003.00",3.35
Tamil Nadu,Thiruvarur,2020-2021,"606,623.00","11717,212.00",4.55
Tamil Nadu,Thiruvarur,2021-2022,"16,427.00","54,758.00",3.33
Tamil Nadu,Thiruvarur,2022-2023,"1716,384.00","3231,411.00",3.8
Tamil Nadu,Thoothukudi,2013-2014,"224,504.00","637,701.00",4.57
Tamil Nadu,Thoothukudi,2014-2015,"487,313.00","15135,299.00",7.98
Tamil Nadu,Thoothukudi,2015-2016,"785,069.00","14517,742.00",5.36
Tamil Nadu,Thoothukudi,2016-2017,"916,139.00","1171,242.00",1.49
Tamil Nadu,Thoothukudi,2017-2018,"436,497.00",14,0.0
Tamil Nadu,Thoothukudi,2018-2019,"26,149.00","411,452.00",3.86
Tamil Nadu,Thoothukudi,2019-2020,"537,707.00","13014,922.00",4.390000000000001
Tamil Nadu,Thoothukudi,2020-2021,"1474,975.00","2854,136.00",2.77
Tamil Nadu,Thoothukudi,2021-2022,"6914,814.00","1,117.007,137.00",3.1
Tamil Nadu,Thoothukudi,2022-2023,"2508,312.00","4755,474.00",2.56
Tamil Nadu,Tiruchirappalli,2013-2014,"16,272.00190","35,173.00594",5.29
Tamil Nadu,Tiruchirappalli,2014-2015,"16,895.00389","28,140.001,327.00",5.08
Tamil Nadu,Tiruchirappalli,2015-2016,"14,518.00459","17,592.001,361.00",4.18
Tamil Nadu,Tiruchirappalli,2016-2017,"10,655.00980","13,194.001,445.00",2.71
Tamil Nadu,Tiruchirappalli,2017-2018,"14,197.00690",292,0.0
Tamil Nadu,Tiruchirappalli,2018-2019,"5,361.003,502.00","12,017.009,095.00",4.84
Tamil Nadu,Tiruchirappalli,2019-2020,"11,428.002,046.00","24,692.005,137.00",4.67
Tamil Nadu,Tiruchirappalli,2020-2021,"8,051.00625","13,992.001,509.00",4.15
Tamil Nadu,Tiruchirappalli,2021-2022,"9,138.002,282.00","13,030.005,443.00",3.82
Tamil Nadu,Tiruchirappalli,2022-2023,"10,339.002,563.00","17,906.004,587.00",3.52
Tamil Nadu,Tirunelveli,2013-2014,"1,105.002,379.00","2,187.001,617.00",2.66
Tamil Nadu,Tirunelveli,2014-2015,"3,247.002,809.00","10,642.0013,382.00",8.04
Tamil Nadu,Tirunelveli,2015-2016,"1,220.002,922.00","4,744.0011,911.00",7.970000000000001
Tamil Nadu,Tirunelveli,2016-2017,"1,055.002,607.00","3,248.002,182.00",3.92
Tamil Nadu,Tirunelveli,2017-2018,"1,220.002,333.00",44,0.0
Tamil Nadu,Tirunelveli,2018-2019,"8213,139.00","1,955.004,896.00",3.94
Tamil Nadu,Tirunelveli,2019-2020,"9853,452.00","2,398.004,805.00",3.82
Tamil Nadu,Tirunelveli,2020-2021,630226,"1,228.00546",4.37
Tamil Nadu,Tirunelveli,2021-2022,561185,909441,4.0
Tamil Nadu,Tirunelveli,2022-2023,845298,"1,610.00533",3.7
Tamil Nadu,Tirupathur,2020-2021,"2,200.00","4,627.00",2.1
Tamil Nadu,Tirupathur,2021-2022,"3,101.005","4,183.0012",3.75
Tamil Nadu,Tirupathur,2022-2023,"3,305.00136","8,106.00243",4.24
Tamil Nadu,Tiruppur,2013-2014,137194,393466,5.27
Tamil Nadu,Tiruppur,2014-2015,381479,"1,195.001,634.00",6.550000000000001
Tamil Nadu,Tiruppur,2015-2016,277692,"5172,052.00",4.84
Tamil Nadu,Tiruppur,2016-2017,272621,352914,2.76
Tamil Nadu,Tiruppur,2017-2018,191717,2,0.0
Tamil Nadu,Tiruppur,2018-2019,"1131,039.00","2442,696.00",4.75
Tamil Nadu,Tiruppur,2019-2020,222984,"5413,769.00",6.27
Tamil Nadu,Tiruppur,2020-2021,163768,"3183,011.00",5.87
Tamil Nadu,Tiruppur,2021-2022,156928,"2543,914.00",5.85
Tamil Nadu,Tiruppur,2022-2023,433840,"8242,697.00",5.109999999999999
Tamil Nadu,Tiruvannamalai,2013-2014,138157,260357,4.15
Tamil Nadu,Tiruvannamalai,2014-2015,148242,464623,5.71
Tamil Nadu,Tiruvannamalai,2015-2016,24783,461246,4.83
Tamil Nadu,Tiruvannamalai,2016-2017,16390,211132,2.76
Tamil Nadu,Tiruvannamalai,2017-2018,226361,11,0.0
Tamil Nadu,Tiruvannamalai,2018-2019,239346,518898,4.77
Tamil Nadu,Tiruvannamalai,2019-2020,396487,"9651,219.00",4.94
Tamil Nadu,Tiruvannamalai,2020-2021,282353,549854,4.37
Tamil Nadu,Tiruvannamalai,2021-2022,"2921,058.00","4722,525.00",4.01
Tamil Nadu,Tiruvannamalai,2022-2023,"2381,946.00","4633,479.00",3.74
Tamil Nadu,Vellore,2013-2014,"6,125.00345","16,476.00828",5.09
Tamil Nadu,Vellore,2014-2015,"8,503.00140","23,200.00478",6.140000000000001
Tamil Nadu,Vellore,2015-2016,"8,016.0095","13,769.00282",4.69
Tamil Nadu,Vellore,2016-2017,"6,021.0089","10,374.00131",3.19
Tamil Nadu,Vellore,2017-2018,"6,206.00135",18,0.0
Tamil Nadu,Vellore,2018-2019,"3,205.00","6,307.00",1.97
Tamil Nadu,Vellore,2019-2020,"5,062.00","14,293.00",2.82
Tamil Nadu,Vellore,2020-2021,19,59,3.11
Tamil Nadu,Vellore,2021-2022,1610,5124,5.59
Tamil Nadu,Vellore,2022-2023,464,1467,4.92
Tamil Nadu,Villupuram,2013-2014,"9,322.00267","21,093.00631",4.619999999999999
Tamil Nadu,Villupuram,2014-2015,"9,024.00861","22,702.002,938.00",5.93
Tamil Nadu,Villupuram,2015-2016,"7,459.001,540.00","9,433.004,566.00",4.22
Tamil Nadu,Villupuram,2016-2017,"4,884.00876","7,557.001,290.00",3.02
Tamil Nadu,Villupuram,2017-2018,"7,920.00483",191,0.0
Tamil Nadu,Villupuram,2018-2019,"4,503.00601","9,104.001,559.00",4.609999999999999
Tamil Nadu,Villupuram,2019-2020,"7,902.00264","20,187.00662",5.06
Tamil Nadu,Villupuram,2020-2021,11728,22867,4.34
Tamil Nadu,Villupuram,2021-2022,6389,102211,3.99
Tamil Nadu,Villupuram,2022-2023,10488,198158,3.7
Tamil Nadu,Virudhunagar,2013-2014,"3,818.005,904.00","9,248.0014,203.00",4.83
Tamil Nadu,Virudhunagar,2014-2015,"2,577.0010,680.00","4,344.0026,066.00",4.13
Tamil Nadu,Virudhunagar,2015-2016,"1,536.0011,962.00","2,205.0033,634.00",4.25
