State,District,Year,cotton_area,cotton_production,cotton_yield
Madhya Pradesh,Indore,2014-2015,"5,000.00","3,000.00",0.6
Madhya Pradesh,Indore,2017-2018,400,440,1.1
Madhya Pradesh,Indore,2018-2019,17,19,1.12
Madhya Pradesh,Indore,2019-2020,185,100,0.54
Madhya Pradesh,Indore,2020-2021,97,52,0.54
Madhya Pradesh,Indore,2021-2022,68,211.76,3.11
Madhya Pradesh,Indore,2022-2023,67,49,0.73
Madhya Pradesh,Jabalpur,2019-2020,1,1,1.0
Madhya Pradesh,Jhabua,2013-2014,"20,845.00","62,410.00",2.99
Madhya Pradesh,Jhabua,2014-2015,"21,000.00","18,000.00",0.86
Madhya Pradesh,Jhabua,2015-2016,"26,000.00","41,000.00",1.58
Madhya Pradesh,Jhabua,2016-2017,"26,000.00","46,000.00",1.77
Madhya Pradesh,Jhabua,2017-2018,"25,000.00","25,100.00",1.0
Madhya Pradesh,Jhabua,2018-2019,"5,118.00","6,551.00",1.28
Madhya Pradesh,Jhabua,2019-2020,"35,267.00","32,058.00",0.91
Madhya Pradesh,Jhabua,2020-2021,"28,683.00","35,280.00",1.23
Madhya Pradesh,Jhabua,2021-2022,"22,543.00","1,15,364.70",5.12
Madhya Pradesh,Jhabua,2022-2023,"23,997.00","28,700.00",1.2
Madhya Pradesh,Katni,2019-2020,16,17,1.06
Madhya Pradesh,Katni,2020-2021,10,11,1.1
Madhya Pradesh,Katni,2021-2022,16,100,6.25
Madhya Pradesh,Katni,2022-2023,39,41,1.05
Madhya Pradesh,Khandwa,2013-2014,"57,663.00","1,29,552.00",2.25
Madhya Pradesh,Khandwa,2014-2015,"72,000.00","1,06,000.00",1.47
Madhya Pradesh,Khandwa,2015-2016,"53,000.00","66,000.00",1.25
Madhya Pradesh,Khandwa,2016-2017,"60,000.00","85,000.00",1.42
Madhya Pradesh,Khandwa,2017-2018,"58,000.00","74,180.00",1.28
Madhya Pradesh,Khandwa,2018-2019,"45,941.00","47,044.00",1.02
Madhya Pradesh,Khandwa,2019-2020,"62,918.00","48,950.00",0.78
Madhya Pradesh,Khandwa,2020-2021,"51,092.00","63,865.00",1.25
Madhya Pradesh,Khandwa,2021-2022,"51,068.00","3,48,464.70",6.82
Madhya Pradesh,Khandwa,2022-2023,"45,901.00","60,498.00",1.32
Madhya Pradesh,Khargone,2013-2014,"2,20,210.00","3,69,275.00",1.68
Madhya Pradesh,Khargone,2014-2015,"1,97,000.00","3,13,000.00",1.59
Madhya Pradesh,Khargone,2015-2016,"1,92,000.00","2,55,000.00",1.33
Madhya Pradesh,Khargone,2016-2017,"2,15,000.00","3,79,000.00",1.76
Madhya Pradesh,Khargone,2017-2018,"2,18,000.00","3,11,090.00",1.43
Madhya Pradesh,Khargone,2018-2019,"2,03,715.00","3,31,037.00",1.63
Madhya Pradesh,Khargone,2019-2020,"2,27,660.00","1,94,194.00",0.85
Madhya Pradesh,Khargone,2020-2021,"2,12,333.00","2,42,060.00",1.14
Madhya Pradesh,Khargone,2021-2022,"1,90,032.00","13,74,935.30",7.24
Madhya Pradesh,Khargone,2022-2023,"1,91,341.00","2,52,953.00",1.32
Madhya Pradesh,Mandla,2019-2020,1,,0.0
Madhya Pradesh,Mandla,2020-2021,3,1,0.33
Madhya Pradesh,Mandsaur,2013-2014,403,675,1.67
Madhya Pradesh,Mandsaur,2014-2015,"5,000.00","4,000.00",0.8
Madhya Pradesh,Mandsaur,2017-2018,200,250,1.25
Madhya Pradesh,Mandsaur,2018-2019,15,15,1.0
Madhya Pradesh,Mandsaur,2019-2020,14,10,0.71
Madhya Pradesh,Morena,2018-2019,44,92,2.09
Madhya Pradesh,Morena,2019-2020,25,29,1.16
Madhya Pradesh,Morena,2020-2021,2,2,1.0
Madhya Pradesh,Narsinghpur,2018-2019,13,20,1.54
Madhya Pradesh,Narsinghpur,2019-2020,16,15,0.94
Madhya Pradesh,Narsinghpur,2020-2021,11,10,0.91
Madhya Pradesh,Narsinghpur,2022-2023,24,22,0.92
Madhya Pradesh,Neemuch,2013-2014,64,91,1.42
Madhya Pradesh,Neemuch,2014-2015,"5,000.00","4,000.00",0.8
Madhya Pradesh,Neemuch,2017-2018,140,250,1.79
Madhya Pradesh,Neemuch,2018-2019,189,188,0.99
Madhya Pradesh,Neemuch,2019-2020,89,44,0.49
Madhya Pradesh,Neemuch,2020-2021,70,34,0.49
Madhya Pradesh,Neemuch,2021-2022,14,47.05,3.36
Madhya Pradesh,Panna,2019-2020,1,,0.0
Madhya Pradesh,Raisen,2018-2019,108,60,0.56
Madhya Pradesh,Raisen,2019-2020,10,2,0.2
Madhya Pradesh,Raisen,2020-2021,4,1,0.25
Madhya Pradesh,Raisen,2021-2022,2,0,0.0
Madhya Pradesh,Rajgarh,2018-2019,1,1,1.0
Madhya Pradesh,Ratlam,2013-2014,"20,927.00","41,329.00",1.97
Madhya Pradesh,Ratlam,2014-2015,"11,000.00","13,000.00",1.18
Madhya Pradesh,Ratlam,2015-2016,"23,000.00","25,000.00",1.09
Madhya Pradesh,Ratlam,2016-2017,"28,000.00","32,000.00",1.14
Madhya Pradesh,Ratlam,2017-2018,"29,400.00","46,800.00",1.59
Madhya Pradesh,Ratlam,2018-2019,"1,934.00","3,100.00",1.6
Madhya Pradesh,Ratlam,2019-2020,"21,103.00","13,865.00",0.66
Madhya Pradesh,Ratlam,2020-2021,"18,306.00","14,645.00",0.8
Madhya Pradesh,Ratlam,2021-2022,"15,500.00","84,794.11",5.47
Madhya Pradesh,Ratlam,2022-2023,"15,334.00","15,748.00",1.03
Madhya Pradesh,Rewa,2019-2020,7,3,0.43
Madhya Pradesh,Rewa,2021-2022,1,5.88,5.88
Madhya Pradesh,Sagar,2019-2020,6,5,0.83
Madhya Pradesh,Satna,2021-2022,21,76.47,3.64
Madhya Pradesh,Sehore,2019-2020,1,,0.0
Madhya Pradesh,Sehore,2021-2022,1,5.88,5.88
Madhya Pradesh,Seoni,2015-2016,"1,000.00","1,000.00",1.0
Madhya Pradesh,Seoni,2018-2019,78,105,1.35
Madhya Pradesh,Seoni,2019-2020,86,63,0.73
Madhya Pradesh,Seoni,2020-2021,72,52,0.72
Madhya Pradesh,Seoni,2021-2022,58,441.17,7.61
Madhya Pradesh,Seoni,2022-2023,112,144,1.29
Madhya Pradesh,Shahdol,2019-2020,2,2,1.0
Madhya Pradesh,Shahdol,2021-2022,1,5.88,5.88
Madhya Pradesh,Shajapur,2014-2015,"7,000.00","6,000.00",0.86
Madhya Pradesh,Sheopur,2013-2014,248,320,1.29
Madhya Pradesh,Sheopur,2014-2015,"5,000.00","3,000.00",0.6
Madhya Pradesh,Sheopur,2018-2019,634,704,1.11
Madhya Pradesh,Sheopur,2019-2020,507,361,0.71
Madhya Pradesh,Sheopur,2020-2021,71,51,0.72
Madhya Pradesh,Sheopur,2021-2022,39,129.41,3.32
Madhya Pradesh,Sheopur,2022-2023,18,15,0.83
Madhya Pradesh,Shivpuri,2018-2019,14,18,1.29
Madhya Pradesh,Sidhi,2018-2019,3,1,0.33
Madhya Pradesh,Sidhi,2019-2020,2,2,1.0
Madhya Pradesh,Sidhi,2020-2021,7,6,0.86
Madhya Pradesh,Sidhi,2021-2022,1,5.88,5.88
Madhya Pradesh,Singrauli,2019-2020,2,,0.0
Madhya Pradesh,Singrauli,2021-2022,1,0,0.0
Madhya Pradesh,Tikamgarh,2018-2019,3,4,1.33
Madhya Pradesh,Ujjain,2018-2019,3,3,1.0
Madhya Pradesh,Ujjain,2020-2021,3,1,0.33
Madhya Pradesh,Ujjain,2021-2022,2,0,0.0
Madhya Pradesh,Umaria,2019-2020,2,2,1.0
Madhya Pradesh,Vidisha,2018-2019,2,2,1.0
Maharashtra,Ahilyanagar,2013-2014,"1,04,700.00","2,22,400.00",2.12
Maharashtra,Ahilyanagar,2014-2015,"1,02,600.00","96,700.00",0.94
Maharashtra,Ahilyanagar,2015-2016,"73,600.00","39,000.00",0.53
Maharashtra,Ahilyanagar,2016-2017,"1,32,400.00","1,39,400.00",1.05
Maharashtra,Ahilyanagar,2017-2018,"1,32,800.00","2,20,600.00",1.66
Maharashtra,Ahilyanagar,2018-2019,"1,29,932.00","48,381.00",0.37
Maharashtra,Ahilyanagar,2019-2020,"1,59,250.00","1,46,932.00",0.92
Maharashtra,Ahilyanagar,2020-2021,"1,72,800.00","3,99,500.00",2.31
Maharashtra,Ahilyanagar,2021-2022,"1,62,600.00","2,77,400.00",1.71
Maharashtra,Ahilyanagar,2022-2023,"1,31,229.17","2,55,061.86",1.94
Maharashtra,Akola,2013-2014,"1,47,300.00","3,43,600.00",2.33
Maharashtra,Akola,2014-2015,"1,47,000.00","1,22,600.00",0.83
Maharashtra,Akola,2015-2016,"1,42,900.00","1,94,900.00",1.36
Maharashtra,Akola,2016-2017,"1,55,100.00","4,42,700.00",2.85
Maharashtra,Akola,2017-2018,"1,64,550.00","2,40,400.00",1.46
Maharashtra,Akola,2018-2019,"1,68,836.00","4,19,575.00",2.49
Maharashtra,Akola,2019-2020,"1,54,440.00","3,80,667.00",2.46
Maharashtra,Akola,2020-2021,"1,59,100.00","3,35,500.00",2.11
Maharashtra,Akola,2021-2022,"1,53,000.00","3,05,600.00",2.0
Maharashtra,Akola,2022-2023,"1,49,868.87","3,62,488.72",2.42
Maharashtra,Amravati,2013-2014,"1,86,700.00","6,33,200.00",3.39
Maharashtra,Amravati,2014-2015,"1,96,500.00","1,96,200.00",1.0
Maharashtra,Amravati,2015-2016,"2,00,000.00","4,17,000.00",2.09
Maharashtra,Amravati,2016-2017,"2,00,300.00","8,04,000.00",4.01
Maharashtra,Amravati,2017-2018,"2,07,457.00","3,80,300.00",1.83
Maharashtra,Amravati,2018-2019,"2,09,583.00","6,26,027.00",2.99
Maharashtra,Amravati,2019-2020,"2,76,078.00","4,60,287.00",1.67
Maharashtra,Amravati,2020-2021,"2,76,100.00","7,40,400.00",2.68
Maharashtra,Amravati,2021-2022,"2,75,800.00","6,18,900.00",2.24
Maharashtra,Amravati,2022-2023,"2,72,890.17","3,87,477.41",1.42
Maharashtra,Beed,2013-2014,"3,38,600.00","5,46,400.00",1.61
Maharashtra,Beed,2014-2015,"3,73,300.00","1,67,600.00",0.45
Maharashtra,Beed,2015-2016,"3,34,100.00","1,01,000.00",0.3
Maharashtra,Beed,2016-2017,"3,41,400.00","4,76,940.00",1.4
Maharashtra,Beed,2017-2018,"3,48,509.00","2,77,800.00",0.8
Maharashtra,Beed,2018-2019,"3,77,515.00","1,35,247.00",0.36
Maharashtra,Beed,2019-2020,"3,84,957.00","3,76,379.00",0.98
Maharashtra,Beed,2020-2021,"3,75,800.00","8,57,000.00",2.28
Maharashtra,Beed,2021-2022,"3,13,450.00","4,38,900.00",1.4
Maharashtra,Beed,2022-2023,"2,73,118.00","4,75,708.51",1.74
Maharashtra,Bhandara,2017-2018,38,100,2.63
Maharashtra,Bhandara,2018-2019,4,10,2.5
Maharashtra,Bhandara,2019-2020,107,287,2.68
Maharashtra,Bhandara,2020-2021,500,"1,400.00",2.8
Maharashtra,Bhandara,2021-2022,400,"1,200.00",3.0
Maharashtra,Bhandara,2022-2023,439.06,"1,176.51",2.68
Maharashtra,Buldhana,2013-2014,"2,27,900.00","6,39,600.00",2.81
Maharashtra,Buldhana,2014-2015,"1,74,300.00","1,32,500.00",0.76
Maharashtra,Buldhana,2015-2016,"1,70,700.00","1,65,800.00",0.97
Maharashtra,Buldhana,2016-2017,"1,69,550.00","5,16,600.00",3.05
Maharashtra,Buldhana,2017-2018,"1,74,539.00","1,80,900.00",1.04
Maharashtra,Buldhana,2018-2019,"1,77,928.00","3,08,970.00",1.74
Maharashtra,Buldhana,2019-2020,"1,96,553.00","1,57,132.00",0.8
Maharashtra,Buldhana,2020-2021,"2,03,500.00","4,75,100.00",2.33
Maharashtra,Buldhana,2021-2022,"2,03,800.00","5,47,300.00",2.69
Maharashtra,Buldhana,2022-2023,"2,12,220.31","5,42,517.73",2.56
Maharashtra,Chandrapur,2013-2014,"1,07,100.00","2,02,300.00",1.89
Maharashtra,Chandrapur,2014-2015,"1,23,700.00","1,43,900.00",1.16
Maharashtra,Chandrapur,2015-2016,"1,56,900.00","2,03,200.00",1.3
Maharashtra,Chandrapur,2016-2017,"1,62,800.00","5,49,300.00",3.37
Maharashtra,Chandrapur,2017-2018,"1,65,040.00","3,25,200.00",1.97
Maharashtra,Chandrapur,2018-2019,"1,53,291.00","3,22,452.00",2.1
Maharashtra,Chandrapur,2019-2020,"1,54,660.00","3,71,371.00",2.4
Maharashtra,Chandrapur,2020-2021,"1,54,900.00","3,78,400.00",2.44
Maharashtra,Chandrapur,2021-2022,"1,53,700.00","3,51,200.00",2.28
Maharashtra,Chandrapur,2022-2023,"1,52,447.55","4,42,486.06",2.9
Maharashtra,Chhatrapati Sambhajinagar,2013-2014,"4,22,600.00","10,36,100.00",2.45
Maharashtra,Chhatrapati Sambhajinagar,2014-2015,"4,22,600.00","2,44,300.00",0.58
Maharashtra,Chhatrapati Sambhajinagar,2015-2016,"4,58,000.00","2,71,300.00",0.59
Maharashtra,Chhatrapati Sambhajinagar,2016-2017,"5,06,500.00","9,92,300.00",1.96
Maharashtra,Chhatrapati Sambhajinagar,2017-2018,"5,21,353.00","4,15,200.00",0.8
Maharashtra,Chhatrapati Sambhajinagar,2018-2019,"3,85,441.00","3,74,332.00",0.97
Maharashtra,Chhatrapati Sambhajinagar,2019-2020,"4,34,491.00","6,11,894.00",1.41
Maharashtra,Chhatrapati Sambhajinagar,2020-2021,"4,54,600.00","8,40,100.00",1.85
Maharashtra,Chhatrapati Sambhajinagar,2021-2022,"4,54,600.00","4,98,700.00",1.1
Maharashtra,Chhatrapati Sambhajinagar,2022-2023,"4,00,404.99","4,52,630.51",1.13
Maharashtra,Dharashiv,2013-2014,"29,300.00","57,300.00",1.96
Maharashtra,Dharashiv,2014-2015,"29,300.00","23,000.00",0.78
Maharashtra,Dharashiv,2015-2016,"15,400.00","6,800.00",0.44
Maharashtra,Dharashiv,2016-2017,"13,300.00","21,100.00",1.59
Maharashtra,Dharashiv,2017-2018,"13,448.00","8,000.00",0.59
Maharashtra,Dharashiv,2018-2019,"16,254.00","8,251.00",0.51
Maharashtra,Dharashiv,2019-2020,"25,198.00","13,039.00",0.52
Maharashtra,Dharashiv,2020-2021,"20,000.00","33,200.00",1.66
Maharashtra,Dharashiv,2021-2022,"12,900.00","17,900.00",1.39
Maharashtra,Dharashiv,2022-2023,"2,027.43","3,026.29",1.49
Maharashtra,Dhule,2013-2014,"1,73,200.00","4,32,700.00",2.5
Maharashtra,Dhule,2014-2015,"2,09,900.00","2,58,200.00",1.23
Maharashtra,Dhule,2015-2016,"2,28,100.00","2,32,600.00",1.02
Maharashtra,Dhule,2016-2017,"1,96,100.00","3,45,600.00",1.76
Maharashtra,Dhule,2017-2018,"2,00,400.00","3,79,400.00",1.89
Maharashtra,Dhule,2018-2019,"2,17,874.00","2,10,521.00",0.97
Maharashtra,Dhule,2019-2020,"2,39,542.00","1,92,984.00",0.81
Maharashtra,Dhule,2020-2021,"2,39,100.00","5,01,400.00",2.1
Maharashtra,Dhule,2021-2022,"2,50,600.00","2,95,900.00",1.18
Maharashtra,Dhule,2022-2023,"2,58,513.52","5,45,985.20",2.11
Maharashtra,Gadchiroli,2013-2014,"5,300.00","8,100.00",1.53
Maharashtra,Gadchiroli,2014-2015,"4,200.00","7,600.00",1.81
Maharashtra,Gadchiroli,2015-2016,"4,100.00","6,900.00",1.68
Maharashtra,Gadchiroli,2016-2017,"4,900.00","14,500.00",2.96
Maharashtra,Gadchiroli,2017-2018,"5,654.00","22,600.00",4.0
Maharashtra,Gadchiroli,2018-2019,"6,897.00","14,773.00",2.14
Maharashtra,Gadchiroli,2019-2020,"6,702.00","20,194.00",3.01
Maharashtra,Gadchiroli,2020-2021,"6,900.00","17,300.00",2.51
Maharashtra,Gadchiroli,2021-2022,"7,200.00","17,100.00",2.38
Maharashtra,Gadchiroli,2022-2023,"7,106.81","16,612.80",2.34
Maharashtra,Gondia,2019-2020,2,5,2.5
Maharashtra,Gondia,2021-2022,8,22,2.75
Maharashtra,Hingoli,2013-2014,"96,000.00","1,92,400.00",2.0
Maharashtra,Hingoli,2014-2015,"94,700.00","85,400.00",0.9
Maharashtra,Hingoli,2015-2016,"84,200.00","46,500.00",0.55
Maharashtra,Hingoli,2016-2017,"75,000.00","1,57,400.00",2.1
Maharashtra,Hingoli,2017-2018,"86,974.00","1,34,200.00",1.54
Maharashtra,Hingoli,2018-2019,"83,681.00","1,63,749.00",1.96
Maharashtra,Hingoli,2019-2020,"47,011.00","1,18,022.00",2.51
Maharashtra,Hingoli,2020-2021,"45,700.00","85,600.00",1.87
Maharashtra,Hingoli,2021-2022,"44,900.00","78,700.00",1.75
Maharashtra,Hingoli,2022-2023,"32,475.94","78,215.44",2.41
Maharashtra,Jalgaon,2013-2014,"5,58,800.00","15,04,000.00",2.69
Maharashtra,Jalgaon,2014-2015,"4,71,100.00","7,68,100.00",1.63
Maharashtra,Jalgaon,2015-2016,"4,61,600.00","6,05,900.00",1.31
Maharashtra,Jalgaon,2016-2017,"5,04,200.00","14,62,300.00",2.9
Maharashtra,Jalgaon,2017-2018,"5,14,300.00","8,34,900.00",1.62
Maharashtra,Jalgaon,2018-2019,"5,03,476.00","9,05,203.00",1.8
Maharashtra,Jalgaon,2019-2020,"5,34,101.00","5,02,286.00",0.94
Maharashtra,Jalgaon,2020-2021,"5,40,600.00","14,02,200.00",2.59
Maharashtra,Jalgaon,2021-2022,"4,89,400.00","7,31,200.00",1.49
Maharashtra,Jalgaon,2022-2023,"5,31,076.79","12,94,918.60",2.44
Maharashtra,Jalna,2013-2014,"2,98,800.00","6,81,400.00",2.28
Maharashtra,Jalna,2014-2015,"2,94,200.00","1,59,100.00",0.54
Maharashtra,Jalna,2015-2016,"2,86,100.00","1,49,100.00",0.52
Maharashtra,Jalna,2016-2017,"2,66,400.00","6,98,800.00",2.62
Maharashtra,Jalna,2017-2018,"2,79,539.00","1,74,600.00",0.62
Maharashtra,Jalna,2018-2019,"3,02,725.00","3,47,347.00",1.15
Maharashtra,Jalna,2019-2020,"3,30,994.00","7,71,154.00",2.33
Maharashtra,Jalna,2020-2021,"3,42,500.00","7,85,900.00",2.29
Maharashtra,Jalna,2021-2022,"3,33,880.00","6,10,800.00",1.83
Maharashtra,Jalna,2022-2023,"3,03,128.95","6,87,786.40",2.27
Maharashtra,Kolhapur,2017-2018,13,12,0.92
Maharashtra,Latur,2013-2014,"4,400.00","14,200.00",3.23
Maharashtra,Latur,2014-2015,"3,800.00","2,700.00",0.71
Maharashtra,Latur,2015-2016,"3,300.00","1,600.00",0.48
Maharashtra,Latur,2016-2017,"2,700.00","11,800.00",4.37
Maharashtra,Latur,2017-2018,"3,111.00","11,700.00",3.76
Maharashtra,Latur,2018-2019,"5,861.00","4,963.00",0.85
Maharashtra,Latur,2019-2020,"6,269.00","9,557.00",1.52
Maharashtra,Latur,2020-2021,"7,900.00","19,800.00",2.51
Maharashtra,Latur,2021-2022,"7,900.00","12,600.00",1.59
Maharashtra,Latur,2022-2023,"7,283.88","27,221.14",3.74
Maharashtra,Nagpur,2013-2014,"92,400.00","1,50,400.00",1.63
Maharashtra,Nagpur,2014-2015,"1,11,300.00","1,50,200.00",1.35
Maharashtra,Nagpur,2015-2016,"1,26,400.00","1,61,400.00",1.28
Maharashtra,Nagpur,2016-2017,"1,36,500.00","5,50,200.00",4.03
Maharashtra,Nagpur,2017-2018,"1,45,168.00","3,47,600.00",2.39
Maharashtra,Nagpur,2018-2019,"1,42,626.00","3,24,685.00",2.28
Maharashtra,Nagpur,2019-2020,"1,53,345.00","4,09,516.00",2.67
Maharashtra,Nagpur,2020-2021,"1,58,900.00","5,08,200.00",3.2
Maharashtra,Nagpur,2021-2022,"1,58,900.00","4,51,800.00",2.84
Maharashtra,Nagpur,2022-2023,"2,14,085.24","5,86,809.06",2.74
Maharashtra,Nanded,2013-2014,"3,21,100.00","3,60,900.00",1.12
Maharashtra,Nanded,2014-2015,"3,42,300.00","1,76,800.00",0.52
Maharashtra,Nanded,2015-2016,"3,52,700.00","2,40,600.00",0.68
Maharashtra,Nanded,2016-2017,"3,64,300.00","6,35,400.00",1.74
Maharashtra,Nanded,2017-2018,"2,99,543.00","3,11,700.00",1.04
Maharashtra,Nanded,2018-2019,"2,40,876.00","3,64,857.00",1.51
Maharashtra,Nanded,2019-2020,"2,44,704.00","2,58,461.00",1.06
Maharashtra,Nanded,2020-2021,"2,44,700.00","4,12,100.00",1.68
Maharashtra,Nanded,2021-2022,"2,34,600.00","3,07,300.00",1.31
Maharashtra,Nanded,2022-2023,"1,97,291.42","3,33,033.72",1.69
Maharashtra,Nandurbar,2013-2014,"1,02,200.00","1,49,800.00",1.47
Maharashtra,Nandurbar,2014-2015,"1,18,600.00","1,01,200.00",0.85
Maharashtra,Nandurbar,2015-2016,"1,16,600.00","1,10,600.00",0.95
Maharashtra,Nandurbar,2016-2017,"85,500.00","1,52,100.00",1.78
Maharashtra,Nandurbar,2017-2018,"96,600.00","1,92,200.00",1.99
Maharashtra,Nandurbar,2018-2019,"1,11,064.00","1,20,233.00",1.08
Maharashtra,Nandurbar,2019-2020,"1,18,092.00","1,86,752.00",1.58
Maharashtra,Nandurbar,2020-2021,"1,21,300.00","3,07,700.00",2.54
Maharashtra,Nandurbar,2021-2022,"1,25,900.00","1,72,600.00",1.37
Maharashtra,Nandurbar,2022-2023,"1,29,061.00","2,12,362.09",1.65
Maharashtra,Nashik,2013-2014,"46,000.00","1,00,800.00",2.19
Maharashtra,Nashik,2014-2015,"46,000.00","44,700.00",0.97
Maharashtra,Nashik,2015-2016,"43,300.00","26,900.00",0.62
Maharashtra,Nashik,2016-2017,"46,700.00","1,58,500.00",3.39
Maharashtra,Nashik,2017-2018,"65,400.00","1,44,100.00",2.2
Maharashtra,Nashik,2018-2019,"62,430.00","30,849.00",0.49
Maharashtra,Nashik,2019-2020,"64,192.00","75,784.00",1.18
Maharashtra,Nashik,2020-2021,"66,300.00","1,79,100.00",2.7
Maharashtra,Nashik,2021-2022,"62,200.00","1,25,300.00",2.01
Maharashtra,Nashik,2022-2023,"40,082.15","1,12,437.26",2.81
Maharashtra,Parbhani,2013-2014,"2,65,900.00","5,59,000.00",2.1
Maharashtra,Parbhani,2014-2015,"2,73,500.00","2,04,800.00",0.75
Maharashtra,Parbhani,2015-2016,"2,72,200.00","1,07,700.00",0.4
Maharashtra,Parbhani,2016-2017,"1,67,630.00","7,68,376.00",4.58
Maharashtra,Parbhani,2017-2018,"1,85,129.00","3,67,600.00",1.99
Maharashtra,Parbhani,2018-2019,"1,99,869.00","3,27,347.00",1.64
Maharashtra,Parbhani,2019-2020,"2,14,404.00","2,97,153.00",1.39
Maharashtra,Parbhani,2020-2021,"2,14,400.00","3,90,700.00",1.82
Maharashtra,Parbhani,2021-2022,"2,19,000.00","3,96,400.00",1.81
Maharashtra,Parbhani,2022-2023,"1,82,292.98","5,33,158.21",2.92
Maharashtra,Pune,2019-2020,14,478,34.14
Maharashtra,Pune,2020-2021,41,97,2.37
Maharashtra,Pune,2021-2022,30,149,4.97
Maharashtra,Pune,2022-2023,423.1,"1,017.00",2.4
Maharashtra,Sangli,2013-2014,"2,800.00","6,200.00",2.21
Maharashtra,Sangli,2014-2015,"1,400.00","1,400.00",1.0
Maharashtra,Sangli,2015-2016,"1,000.00",500,0.5
Maharashtra,Sangli,2016-2017,600,"1,800.00",3.0
Maharashtra,Sangli,2017-2018,254,200,0.79
Maharashtra,Sangli,2018-2019,178,251,1.41
Maharashtra,Sangli,2019-2020,95,179,1.88
Maharashtra,Sangli,2020-2021,160,80,0.5
Maharashtra,Sangli,2022-2023,125,278.79,2.23
Maharashtra,Satara,2013-2014,200,500,2.5
Maharashtra,Satara,2014-2015,100,100,1.0
Maharashtra,Satara,2015-2016,100,30,0.3
Maharashtra,Satara,2016-2017,100,200,2.0
Maharashtra,Satara,2017-2018,85,100,1.18
Maharashtra,Satara,2018-2019,21,37,1.76
Maharashtra,Satara,2019-2020,14,26,1.86
Maharashtra,Satara,2020-2021,9,5,0.56
Maharashtra,Satara,2021-2022,162,243,1.5
Maharashtra,Satara,2022-2023,503.36,"1,088.81",2.16
Maharashtra,Solapur,2013-2014,500,700,1.4
Maharashtra,Solapur,2014-2015,600,"1,200.00",2.0
Maharashtra,Solapur,2015-2016,900,700,0.78
Maharashtra,Solapur,2016-2017,900,"1,370.00",1.52
Maharashtra,Solapur,2017-2018,300,400,1.33
Maharashtra,Solapur,2018-2019,163,88,0.54
Maharashtra,Solapur,2019-2020,521,240,0.46
Maharashtra,Solapur,2020-2021,400,900,2.25
Maharashtra,Solapur,2021-2022,300,400,1.33
Maharashtra,Solapur,2022-2023,413.96,667.8,1.61
Maharashtra,Wardha,2013-2014,"1,76,900.00","2,54,500.00",1.44
Maharashtra,Wardha,2014-2015,"2,07,700.00","1,84,600.00",0.89
Maharashtra,Wardha,2015-2016,"2,23,400.00","3,20,900.00",1.44
Maharashtra,Wardha,2016-2017,"2,40,500.00","7,18,900.00",2.99
Maharashtra,Wardha,2017-2018,"2,51,062.00","6,28,500.00",2.5
Maharashtra,Wardha,2018-2019,"2,43,002.00","6,55,247.00",2.7
Maharashtra,Wardha,2019-2020,"2,50,759.00","6,89,607.00",2.75
Maharashtra,Wardha,2020-2021,"2,43,500.00","5,94,900.00",2.44
Maharashtra,Wardha,2021-2022,"2,53,100.00","7,52,100.00",2.97
Maharashtra,Wardha,2022-2023,"2,54,370.99","6,25,617.97",2.46
Maharashtra,Washim,2013-2014,"34,500.00","37,300.00",1.08
Maharashtra,Washim,2014-2015,"20,200.00","16,800.00",0.83
Maharashtra,Washim,2015-2016,"18,700.00","19,600.00",1.05
Maharashtra,Washim,2016-2017,"18,400.00","37,500.00",2.04
Maharashtra,Washim,2017-2018,"19,252.00","17,700.00",0.92
Maharashtra,Washim,2018-2019,"19,679.00","35,638.00",1.81
Maharashtra,Washim,2019-2020,"21,440.00","36,081.00",1.68
Maharashtra,Washim,2020-2021,"21,800.00","81,800.00",3.75
Maharashtra,Washim,2021-2022,"18,200.00","60,400.00",3.32
Maharashtra,Washim,2022-2023,"19,518.47","41,327.47",2.12
Maharashtra,Yavatmal,2013-2014,"4,16,300.00","7,00,400.00",1.68
Maharashtra,Yavatmal,2014-2015,"4,21,000.00","2,87,400.00",0.68
Maharashtra,Yavatmal,2015-2016,"4,32,900.00","4,83,400.00",1.12
Maharashtra,Yavatmal,2016-2017,"4,20,700.00","10,97,900.00",2.61
Maharashtra,Yavatmal,2017-2018,"4,70,300.00","4,77,500.00",1.02
Maharashtra,Yavatmal,2018-2019,"4,59,532.00","8,44,084.00",1.84
Maharashtra,Yavatmal,2019-2020,"4,73,396.00","5,52,718.00",1.17
Maharashtra,Yavatmal,2020-2021,"4,73,400.00","7,62,000.00",1.61
Maharashtra,Yavatmal,2021-2022,"4,73,400.00","7,20,800.00",1.52
Maharashtra,Yavatmal,2022-2023,"4,67,608.19","5,69,835.59",1.22
Meghalaya,East garo hills,2013-2014,"1,801.00","1,653.00",0.92
Meghalaya,East garo hills,2014-2015,"1,809.00","1,741.00",0.96
Meghalaya,East garo hills,2015-2016,"1,805.00","1,726.00",0.96
Meghalaya,East garo hills,2016-2017,"1,795.00","1,689.00",0.94
Meghalaya,East garo hills,2017-2018,"1,795.00","1,711.00",0.95
Meghalaya,East garo hills,2018-2019,"1,796.00","1,722.00",0.96
Meghalaya,East garo hills,2019-2020,"1,793.00","1,688.00",0.94
Meghalaya,East garo hills,2020-2021,"1,792.00","1,680.00",0.94
Meghalaya,East garo hills,2021-2022,"1,791.00","1,672.00",0.93
