State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2019 - 2020,9,7,0.78,"6,677.00","5,330.00",0.8,,,
,,2020 - 2021,16,12,0.75,"7,699.00","5,650.00",0.73,,,
,,2021 - 2022,51,38,0.75,"3,866.00","2,068.00",0.53,,,
,,2022 - 2023,2,2,1,"1,420.00",984,0.69,,,
,28. Vikarabad,2016 - 2017,293,198,0.68,"60,981.00","41,284.00",0.68,,,
,,2017 - 2018,76,57,0.75,"62,141.00","46,854.00",0.75,,,
,,2018 - 2019,21,13,0.62,"53,842.00","32,574.00",0.6,,,
,,2019 - 2020,2,2,1,"51,913.00","44,898.00",0.86,,,
,,2020 - 2021,103,90,0.87,"74,067.00","64,058.00",0.86,,,
,,2021 - 2022,423,323,0.76,"71,703.00","56,000.00",0.78,,,
,,2022 - 2023,362,370,1.02,"62,613.00","51,030.00",0.82,,,
,29. Wanaparthy,2016 - 2017,38,21,0.55,"14,274.00","7,794.00",0.55,,,
,,2017 - 2018,,,,"14,087.00","10,762.00",0.76,,,
,,2018 - 2019,,,,"13,246.00","8,305.00",0.63,,,
,,2019 - 2020,33,20,0.61,"12,428.00","7,586.00",0.61,,,
,,2020 - 2021,17,6,0.35,"13,348.00","4,716.00",0.35,,,
,,2021 - 2022,27,20,0.74,"5,605.00","2,640.00",0.47,,,
,,2022 - 2023,4,5,1.25,"2,950.00","1,861.00",0.63,,,
,30. Warangal,2013 - 2014,119,77,0.65,"8,320.00","5,400.00",0.65,,,
,,2014 - 2015,174,88,0.51,"7,335.00","3,726.00",0.51,,,
,,2015 - 2016,337,219,0.65,"6,896.00","4,482.00",0.65,,,
,,2016 - 2017,29,16,0.55,"1,863.00","1,036.00",0.56,,,
,,2017 - 2018,16,13,0.81,697,556,0.8,,,
,,2018 - 2019,30,19,0.63,"1,063.00",688,0.65,,,
,,2019 - 2020,23,21,0.91,"1,013.00",914,0.9,,,
,,2020 - 2021,62,35,0.56,"1,534.00",868,0.57,,,
,,2021 - 2022,26,19,0.73,894,572,0.64,,,
,,2022 - 2023,4,5,1.25,190,212,1.12,,,
,31. Warangal urban,2016 - 2017,7,4,0.57,"1,427.00",793,0.56,,,
,,2017 - 2018,,,,677,540,0.8,,,
,,2018 - 2019,,,,300,194,0.65,,,
,,2019 - 2020,,,,689,622,0.9,,,
,,2020 - 2021,19,15,0.79,"2,364.00","1,834.00",0.78,,,
,,2021 - 2022,15,11,0.73,"1,054.00",679,0.64,,,
,,2022 - 2023,2,2,1,281,121,0.43,,,
,32. Yadadri,2016 - 2017,,,,"12,789.00","8,492.00",0.66,,,
,,2017 - 2018,,,,"7,460.00","3,663.00",0.49,,,
,,2018 - 2019,,,,"9,717.00","3,323.00",0.34,,,
,,2019 - 2020,,,,"10,608.00","8,676.00",0.82,,,
,,2020 - 2021,,,,"18,522.00","13,913.00",0.75,,,
,,2021 - 2022,41,31,0.76,"9,652.00","7,210.00",0.75,,,
,,2022 - 2023,2,2,1,"4,148.00","2,837.00",0.68,,,
25. Tripura,1. Dhalai,2013 - 2014,,,,"1,095.00",806,0.74,,,
,,2014 - 2015,,,,768,566,0.74,,,
,,2015 - 2016,,,,"1,064.00",760,0.71,,,
,,2016 - 2017,,,,"1,358.00",959,0.71,,,
,,2017 - 2018,,,,"1,475.00","1,111.00",0.75,,,
,,2018 - 2019,,,,"1,499.00","1,193.59",0.8,,,
,,2019 - 2020,,,,"1,335.00","1,132.66",0.85,,,
,,2020 - 2021,,,,"1,235.00","1,028.00",0.83,,,
,,2021 - 2022,,,,"1,859.00","1,525.00",0.82,,,
,,2022 - 2023,,,,"1,459.00","1,221.00",0.84,,,
,2. Gomati,2013 - 2014,,,,142,101,0.71,,,
,,2014 - 2015,,,,159,116,0.73,,,
,,2015 - 2016,,,,499,348,0.7,,,
,,2016 - 2017,,,,794,566,0.71,,,
,,2017 - 2018,,,,767,571,0.74,,,
,,2018 - 2019,,,,838,670.02,0.8,,,
,,2019 - 2020,,,,796,651.17,0.82,,,
,,2020 - 2021,,,,712,567,0.8,,,
,,2021 - 2022,,,,772,620,0.8,,,
,,2022 - 2023,,,,628,504,0.8,,,
,3. Khowai,2013 - 2014,,,,496,346,0.7,,,
,,2014 - 2015,,,,312,214,0.69,,,
,,2015 - 2016,,,,480,310,0.65,,,
,,2016 - 2017,,,,628,433,0.69,,,
,,2017 - 2018,,,,690,500,0.72,,,
,,2018 - 2019,,,,540,466.9,0.86,,,
,,2019 - 2020,,,,555,413.94,0.75,,,
,,2020 - 2021,,,,665,485,0.73,,,
,,2021 - 2022,,,,560,409,0.73,,,
,,2022 - 2023,,,,445,337,0.76,,,
,4. North tripura,2013 - 2014,,,,984,708,0.72,,,
,,2014 - 2015,,,,570,402,0.71,,,
,,2015 - 2016,,,,744,490,0.66,,,
,,2016 - 2017,,,,659,466,0.71,,,
,,2017 - 2018,,,,812,593,0.73,,,
,,2018 - 2019,,,,848,617.89,0.73,,,
,,2019 - 2020,,,,756,559.74,0.74,,,
,,2020 - 2021,,,,630,456,0.72,,,
,,2021 - 2022,,,,670,490,0.73,,,
,,2022 - 2023,,,,535,392,0.73,,,
,5. Sepahijala,2013 - 2014,,,,246,203,0.83,,,
,,2014 - 2015,,,,183,144,0.79,,,
,,2015 - 2016,,,,170,126,0.74,,,
,,2016 - 2017,,,,359,268,0.75,,,
,,2017 - 2018,,,,321,241,0.75,,,
,,2018 - 2019,,,,291,219.86,0.76,,,
,,2019 - 2020,,,,228,174.94,0.77,,,
,,2020 - 2021,,,,254,192,0.76,,,
,,2021 - 2022,,,,194,146,0.75,,,
,,2022 - 2023,,,,126,98,0.78,,,
,6. South tripura,2013 - 2014,,,,597,372,0.62,,,
,,2014 - 2015,,,,256,180,0.7,,,
,,2015 - 2016,,,,525,363,0.69,,,
,,2016 - 2017,,,,614,421,0.69,,,
,,2017 - 2018,,,,633,451,0.71,,,
,,2018 - 2019,,,,581,422.67,0.73,,,
,,2019 - 2020,,,,503,398.26,0.79,,,
,,2020 - 2021,,,,515,398,0.77,,,
,,2021 - 2022,,,,511,391,0.77,,,
,,2022 - 2023,,,,462,359,0.78,,,
,7. Unakoti,2013 - 2014,,,,116,93,0.8,,,
,,2014 - 2015,,,,125,103,0.82,,,
,,2015 - 2016,,,,291,226,0.78,,,
,,2016 - 2017,,,,454,332,0.73,,,
,,2017 - 2018,,,,387,300,0.78,,,
,,2018 - 2019,,,,446,332.11,0.74,,,
,,2019 - 2020,,,,149,112.1,0.75,,,
,,2020 - 2021,,,,461,344,0.75,,,
,,2021 - 2022,,,,295,217,0.74,,,
,,2022 - 2023,,,,293,228,0.78,,,
,8. West tripura,2013 - 2014,,,,178,129,0.72,,,
,,2014 - 2015,,,,150,95,0.63,,,
,,2015 - 2016,,,,427,262,0.61,,,
,,2016 - 2017,,,,484,327,0.68,,,
,,2017 - 2018,,,,505,361,0.71,,,
,,2018 - 2019,,,,490,354.96,0.72,,,
,,2019 - 2020,,,,510,430.22,0.84,,,
,,2020 - 2021,,,,368,305,0.83,,,
,,2021 - 2022,,,,413,331,0.8,,,
,,2022 - 2023,,,,344,281,0.82,,,
26. Uttar Pradesh,1. Agra,2013 - 2014,,,,931,"1,175.00",1.26,,,
,,2014 - 2015,,,,495,544,1.1,,,
,,2015 - 2016,,,,484,409,0.85,,,
,,2016 - 2017,,,,"1,229.00","1,106.00",0.9,,,
,,2017 - 2018,,,,"1,208.00","1,495.00",1.24,,,
,,2018 - 2019,,,,526,588,1.12,,,
,,2019 - 2020,,,,510,549,1.08,,,
,,2020 - 2021,,,,885,"1,587.00",1.79,,,
,,2021 - 2022,,,,"1,005.00","1,671.00",1.66,,,
,,2022 - 2023,,,,886,"1,330.00",1.5,,,
,2. Aligarh,2013 - 2014,,,,"7,568.00","12,222.00",1.61,,,
,,2014 - 2015,,,,"6,645.00","4,718.00",0.71,,,
,,2015 - 2016,,,,"6,452.00","5,084.00",0.79,,,
,,2016 - 2017,,,,"16,663.00","14,608.00",0.88,,,
,,2017 - 2018,,,,"7,104.00","5,345.00",0.75,,,
,,2018 - 2019,,,,"6,246.00","4,521.00",0.72,,,
,,2019 - 2020,,,,"8,061.00","5,014.00",0.62,,,
,,2020 - 2021,,,,"8,534.00","6,052.00",0.71,,,
,,2021 - 2022,,,,"11,097.00","6,802.00",0.61,,,
,,2022 - 2023,,,,"9,124.00","5,703.00",0.63,,,
,3. Allahabad,2013 - 2014,,,,"15,571.00","10,937.00",0.7,,,
,,2014 - 2015,,,,"15,261.00","8,508.00",0.56,,,
,,2015 - 2016,,,,"14,901.00","10,782.00",0.72,,,
,,2016 - 2017,,,,"14,466.00","19,866.00",1.37,,,
,,2017 - 2018,,,,"14,560.00","28,470.00",1.96,,,
,,2018 - 2019,,,,"13,049.00","12,016.00",0.92,,,
,,2019 - 2020,,,,"14,919.00","13,438.00",0.9,,,
,,2020 - 2021,,,,"14,672.00","14,204.00",0.97,,,
,,2021 - 2022,,,,"18,942.00","28,261.00",1.49,,,
,,2022 - 2023,,,,"17,910.00","26,722.00",1.49,,,
,4. Ambedkar nagar,2013 - 2014,,,,"1,884.00","1,451.00",0.77,,,
,,2014 - 2015,,,,"3,080.00","1,486.00",0.48,,,
,,2015 - 2016,,,,"2,944.00","2,495.00",0.85,,,
,,2016 - 2017,,,,"2,497.00","2,094.00",0.84,,,
,,2017 - 2018,,,,"2,534.00","1,923.00",0.76,,,
,,2018 - 2019,,,,"2,833.00","2,582.00",0.91,,,
,,2019 - 2020,,,,"2,298.00","3,190.00",1.39,,,
,,2020 - 2021,,,,"2,218.00","2,332.00",1.05,,,
,,2021 - 2022,,,,"2,993.00","2,149.00",0.72,,,
,,2022 - 2023,,,,"2,698.00","2,226.00",0.83,,,
,5. Amethi,2013 - 2014,,,,"3,956.00","2,299.00",0.58,,,
,,2014 - 2015,,,,"3,234.00","1,560.00",0.48,,,
,,2015 - 2016,,,,"3,874.00","3,284.00",0.85,,,
,,2016 - 2017,,,,"3,950.00","3,312.00",0.84,,,
,,2017 - 2018,,,,"3,982.00","3,021.00",0.76,,,
,,2018 - 2019,,,,"3,845.00","3,504.00",0.91,,,
,,2019 - 2020,,,,"4,028.00","5,591.00",1.39,,,
,,2020 - 2021,,,,"3,968.00","5,683.00",1.43,,,
,,2021 - 2022,,,,"4,950.00","5,009.00",1.01,,,
,,2022 - 2023,,,,"3,740.00","3,086.00",0.83,,,
,6. Amroha,2013 - 2014,,,,660,595,0.9,,,
,,2014 - 2015,,,,196,128,0.65,,,
,,2015 - 2016,,,,333,219,0.66,,,
,,2016 - 2017,,,,609,658,1.08,,,
,,2017 - 2018,,,,450,333,0.74,,,
,,2018 - 2019,,,,381,585,1.54,,,
,,2019 - 2020,,,,203,150,0.74,,,
,,2020 - 2021,,,,509,426,0.84,,,
,,2021 - 2022,,,,536,474,0.88,,,
,,2022 - 2023,,,,465,582,1.25,,,
,7. Auraiya,2013 - 2014,,,,"2,721.00","2,786.00",1.02,,,
,,2014 - 2015,,,,"2,968.00","1,469.00",0.49,,,
,,2015 - 2016,,,,"1,950.00",811,0.42,,,
,,2016 - 2017,,,,"3,395.00","4,833.00",1.42,,,
,,2017 - 2018,,,,"2,934.00","3,819.00",1.3,,,
,,2018 - 2019,,,,"3,277.00","4,897.00",1.49,,,
,,2019 - 2020,,,,"2,486.00","4,508.00",1.81,,,
,,2020 - 2021,,,,"3,058.00","3,869.00",1.27,,,
,,2021 - 2022,,,,"3,914.00","4,857.00",1.24,,,
,,2022 - 2023,,,,"3,196.00","3,966.00",1.24,,,
,8. Azamgarh,2013 - 2014,,,,"8,485.00","6,241.00",0.74,,,
,,2014 - 2015,,,,"8,190.00","10,511.00",1.28,,,
,,2015 - 2016,,,,"7,618.00","7,739.00",1.02,,,
,,2016 - 2017,,,,"8,128.00","12,760.00",1.57,,,
,,2017 - 2018,,,,"4,536.00","3,593.00",0.79,,,
,,2018 - 2019,,,,"8,064.00","7,913.00",0.98,,,
,,2019 - 2020,,,,"7,615.00","6,961.00",0.91,,,
,,2020 - 2021,,,,"7,878.00","10,007.00",1.27,,,
,,2021 - 2022,,,,"10,279.00","14,884.00",1.45,,,
,,2022 - 2023,,,,"10,820.00","11,772.00",1.09,,,
,9. Baghpat,2013 - 2014,,,,639,447,0.7,,,
,,2014 - 2015,,,,409,316,0.77,,,
,,2015 - 2016,,,,272,197,0.72,,,
,,2016 - 2017,,,,941,"1,148.00",1.22,,,
,,2017 - 2018,,,,606,"1,007.00",1.66,,,
,,2018 - 2019,,,,463,345,0.75,,,
,,2019 - 2020,,,,743,668,0.9,,,
,,2020 - 2021,,,,464,336,0.72,,,
,,2021 - 2022,,,,849,758,0.89,,,
,,2022 - 2023,,,,571,714,1.25,,,
,10. Bahraich,2013 - 2014,,,,"3,837.00","2,092.00",0.55,,,
,,2014 - 2015,,,,"4,050.00","1,887.00",0.47,,,
,,2015 - 2016,,,,"2,802.00","1,996.00",0.71,,,
,,2016 - 2017,,,,"3,801.00","2,402.00",0.63,,,
,,2017 - 2018,,,,"3,884.00","2,485.00",0.64,,,
,,2018 - 2019,,,,"4,004.00","2,967.00",0.74,,,
,,2019 - 2020,,,,"3,841.00","1,391.00",0.36,,,
,,2020 - 2021,,,,"3,839.00","2,436.00",0.63,,,
,,2021 - 2022,,,,"4,457.00","2,951.00",0.66,,,
,,2022 - 2023,,,,"3,594.00","2,584.00",0.72,,,
,11. Ballia,2013 - 2014,,,,"6,371.00","4,602.00",0.72,,,
,,2014 - 2015,,,,"5,076.00","5,578.00",1.1,,,
,,2015 - 2016,,,,"4,850.00","4,302.00",0.89,,,
,,2016 - 2017,,,,"6,372.00","6,747.00",1.06,,,
,,2017 - 2018,,,,"6,698.00","7,853.00",1.17,,,
,,2018 - 2019,,,,"5,640.00","6,222.00",1.1,,,
,,2019 - 2020,,,,"5,640.00","3,826.00",0.68,,,
,,2020 - 2021,,,,"6,322.00","5,892.00",0.93,,,
,,2021 - 2022,,,,"7,844.00","10,848.00",1.38,,,
,,2022 - 2023,,,,"6,478.00","8,959.00",1.38,,,
,12. Balrampur,2013 - 2014,,,,"8,111.00","4,341.00",0.54,,,
,,2014 - 2015,,,,"9,377.00","5,499.00",0.59,,,
,,2015 - 2016,,,,"9,052.00","5,856.00",0.65,,,
,,2016 - 2017,,,,"9,004.00","5,581.00",0.62,,,
,,2017 - 2018,,,,"9,024.00","6,639.00",0.74,,,
,,2018 - 2019,,,,"8,393.00","5,440.00",0.65,,,
,,2019 - 2020,,,,"8,017.00","3,376.00",0.42,,,
,,2020 - 2021,,,,"8,615.00","5,603.00",0.65,,,
,,2021 - 2022,,,,"10,245.00","5,922.00",0.58,,,
,,2022 - 2023,,,,"8,341.00","6,013.00",0.72,,,
,13. Banda,2013 - 2014,,,,"17,199.00","15,978.00",0.93,,,
,,2014 - 2015,,,,"17,522.00","3,513.00",0.2,,,
,,2015 - 2016,,,,"17,930.00","8,146.00",0.45,,,
,,2016 - 2017,,,,"17,624.00","19,907.00",1.13,,,
,,2017 - 2018,,,,"17,753.00","26,774.00",1.51,,,
,,2018 - 2019,,,,"17,067.00","24,549.00",1.44,,,
,,2019 - 2020,,,,"16,942.00","31,086.00",1.83,,,
,,2020 - 2021,,,,"17,743.00","36,936.00",2.08,,,
,,2021 - 2022,,,,"18,608.00","39,095.00",2.1,,,
,,2022 - 2023,,,,"24,795.00","39,449.00",1.59,,,
,14. Barabanki,2013 - 2014,,,,"1,663.00","1,281.00",0.77,,,
,,2014 - 2015,,,,"1,540.00",762,0.49,,,
,,2015 - 2016,,,,"1,042.00",841,0.81,,,
,,2016 - 2017,,,,"2,047.00","1,716.00",0.84,,,
,,2017 - 2018,,,,"1,928.00","1,463.00",0.76,,,
,,2018 - 2019,,,,985,897,0.91,,,
,,2019 - 2020,,,,"2,028.00","2,415.00",1.19,,,
,,2020 - 2021,,,,"1,709.00","2,212.00",1.29,,,
,,2021 - 2022,,,,"2,601.00","2,731.00",1.05,,,
,,2022 - 2023,,,,"2,081.00","1,717.00",0.83,,,
,15. Bareilly,2013 - 2014,,,,42,37,0.88,,,
,,2014 - 2015,,,,21,15,0.71,,,
,,2015 - 2016,,,,5,3,0.6,,,
,,2016 - 2017,,,,"2,660.00","2,179.00",0.82,,,
,,2017 - 2018,,,,36,33,0.92,,,
,,2018 - 2019,,,,23,18,0.78,,,
,,2019 - 2020,,,,335,340,1.01,,,
,,2020 - 2021,,,,16,20,1.25,,,
,,2021 - 2022,,,,71,92,1.3,,,
,,2022 - 2023,,,,123,154,1.25,,,
,16. Basti,2013 - 2014,,,,"3,060.00","2,670.00",0.87,,,
,,2014 - 2015,,,,"2,647.00","1,675.00",0.63,,,
,,2015 - 2016,,,,"2,564.00","1,667.00",0.65,,,
,,2016 - 2017,,,,"3,261.00","2,436.00",0.75,,,
,,2017 - 2018,,,,"3,061.00","2,173.00",0.71,,,
,,2018 - 2019,,,,"3,248.00","2,383.00",0.73,,,
,,2019 - 2020,,,,"3,183.00","1,887.00",0.59,,,
,,2020 - 2021,,,,"3,217.00","1,898.00",0.59,,,
,,2021 - 2022,,,,"3,900.00","3,448.00",0.88,,,
,,2022 - 2023,,,,"3,930.00","4,916.00",1.25,,,
,17. Bijnor,2013 - 2014,,,,6,5,0.83,,,
,,2014 - 2015,,,,11,7,0.64,,,
,,2015 - 2016,,,,8,5,0.63,,,
,,2016 - 2017,,,,25,27,1.08,,,
,,2017 - 2018,,,,4,3,0.75,,,
,,2018 - 2019,,,,6,9,1.5,,,
,,2019 - 2020,,,,8,6,0.75,,,
,,2020 - 2021,,,,6,6,1,,,
,,2022 - 2023,,,,7,9,1.29,,,
,18. Budaun,2013 - 2014,,,,271,237,0.87,,,
,,2014 - 2015,,,,353,254,0.72,,,
,,2015 - 2016,,,,461,302,0.66,,,
,,2016 - 2017,,,,"2,865.00","2,347.00",0.82,,,
,,2017 - 2018,,,,109,99,0.91,,,
,,2019 - 2020,,,,311,316,1.02,,,
,,2020 - 2021,,,,477,423,0.89,,,
,,2021 - 2022,,,,622,590,0.95,,,
,,2022 - 2023,,,,314,393,1.25,,,
,19. Bulandshahr,2013 - 2014,,,,"8,911.00","6,728.00",0.76,,,
,,2014 - 2015,,,,"6,998.00","5,662.00",0.81,,,
,,2015 - 2016,,,,"6,882.00","4,995.00",0.73,,,
,,2016 - 2017,,,,"9,870.00","4,987.00",0.51,,,
,,2017 - 2018,,,,"5,497.00","4,013.00",0.73,,,
,,2018 - 2019,,,,"8,072.00","6,425.00",0.8,,,
,,2019 - 2020,,,,"7,325.00","6,682.00",0.91,,,
,,2020 - 2021,,,,"8,409.00","6,098.00",0.73,,,
,,2021 - 2022,,,,"8,979.00","7,623.00",0.85,,,
,,2022 - 2023,,,,"8,879.00","11,108.00",1.25,,,
,20. Chandauli,2013 - 2014,,,,"2,828.00","2,718.00",0.96,,,
,,2014 - 2015,,,,"4,641.00","5,242.00",1.13,,,
,,2015 - 2016,,,,"2,783.00","2,460.00",0.88,,,
,,2016 - 2017,,,,"3,092.00","2,329.00",0.75,,,
,,2017 - 2018,,,,"2,271.00","2,838.00",1.25,,,
,,2018 - 2019,,,,"3,235.00","3,569.00",1.1,,,
,,2019 - 2020,,,,"2,957.00","2,534.00",0.86,,,
,,2020 - 2021,,,,"4,271.00","4,031.00",0.94,,,
,,2021 - 2022,,,,"3,721.00","3,881.00",1.04,,,
,,2022 - 2023,,,,"5,210.00","5,434.00",1.04,,,
,21. Chitrakoot,2013 - 2014,,,,"12,830.00","5,828.00",0.45,,,
,,2014 - 2015,,,,"11,800.00",339,0.03,,,
,,2015 - 2016,,,,"10,193.00","2,447.00",0.24,,,
,,2016 - 2017,,,,"18,531.00","20,619.00",1.11,,,
,,2017 - 2018,,,,"16,106.00","22,064.00",1.37,,,
,,2018 - 2019,,,,"14,606.00","18,569.00",1.27,,,
,,2019 - 2020,,,,"17,404.00","15,494.00",0.89,,,
,,2020 - 2021,,,,"15,815.00","25,275.00",1.6,,,
,,2021 - 2022,,,,"19,611.00","34,496.00",1.76,,,
,,2022 - 2023,,,,"20,132.00","33,298.00",1.65,,,
,22. Deoria,2013 - 2014,,,,"5,470.00","5,050.00",0.92,,,
,,2014 - 2015,,,,"5,010.00","1,815.00",0.36,,,
,,2015 - 2016,,,,"3,423.00","2,258.00",0.66,,,
,,2016 - 2017,,,,"4,956.00","4,613.00",0.93,,,
,,2017 - 2018,,,,"4,579.00","2,475.00",0.54,,,
,,2018 - 2019,,,,"4,678.00","2,927.00",0.63,,,
,,2019 - 2020,,,,"4,369.00",962,0.22,,,
,,2020 - 2021,,,,"4,318.00","2,169.00",0.5,,,
,,2021 - 2022,,,,"5,678.00","2,362.00",0.42,,,
,,2022 - 2023,,,,"5,280.00","2,967.00",0.56,,,
,23. Etah,2013 - 2014,,,,"2,099.00","2,909.00",1.39,,,
,,2014 - 2015,,,,690,799,1.16,,,
,,2015 - 2016,,,,"1,738.00","1,643.00",0.95,,,
,,2016 - 2017,,,,"2,451.00","2,198.00",0.9,,,
,,2017 - 2018,,,,"2,847.00","2,162.00",0.76,,,
,,2018 - 2019,,,,"1,997.00","1,493.00",0.75,,,
,,2019 - 2020,,,,"2,330.00","1,702.00",0.73,,,
,,2020 - 2021,,,,"2,201.00","1,576.00",0.72,,,
,,2021 - 2022,,,,"2,433.00","1,367.00",0.56,,,
,,2022 - 2023,,,,"2,376.00","1,485.00",0.63,,,
,24. Etawah,2013 - 2014,,,,"1,781.00","1,824.00",1.02,,,
,,2014 - 2015,,,,"1,687.00",835,0.49,,,
,,2015 - 2016,,,,"1,491.00",620,0.42,,,
,,2016 - 2017,,,,"2,524.00","7,457.00",2.95,,,
,,2017 - 2018,,,,"2,383.00","5,793.00",2.43,,,
,,2018 - 2019,,,,"1,745.00","4,421.00",2.53,,,
,,2019 - 2020,,,,"1,690.00","3,064.00",1.81,,,
,,2020 - 2021,,,,"2,016.00","2,437.00",1.21,,,
,,2021 - 2022,,,,"2,388.00","3,752.00",1.57,,,
,,2022 - 2023,,,,"1,931.00","3,034.00",1.57,,,
,25. Faizabad,2013 - 2014,,,,"2,027.00","1,562.00",0.77,,,
,,2014 - 2015,,,,"1,593.00",769,0.48,,,
,,2015 - 2016,,,,"2,084.00","1,766.00",0.85,,,
,,2016 - 2017,,,,"1,968.00","1,650.00",0.84,,,
,,2017 - 2018,,,,"2,014.00","1,528.00",0.76,,,
,,2018 - 2019,,,,835,761,0.91,,,
,,2019 - 2020,,,,"1,847.00","2,564.00",1.39,,,
,,2020 - 2021,,,,"1,792.00","2,612.00",1.46,,,
,,2021 - 2022,,,,"2,504.00","3,280.00",1.31,,,
,,2022 - 2023,,,,"2,180.00","1,799.00",0.83,,,
,26. Farrukhabad,2013 - 2014,,,,"1,268.00","1,298.00",1.02,,,
,,2014 - 2015,,,,"1,176.00",582,0.49,,,
,,2015 - 2016,,,,"2,392.00",995,0.42,,,
,,2016 - 2017,,,,"1,503.00","2,140.00",1.42,,,
,,2017 - 2018,,,,"1,151.00","1,498.00",1.3,,,
,,2018 - 2019,,,,411,614,1.49,,,
,,2019 - 2020,,,,640,"1,160.00",1.81,,,
,,2020 - 2021,,,,"1,307.00","1,684.00",1.29,,,
,,2021 - 2022,,,,"1,509.00","1,743.00",1.16,,,
,,2022 - 2023,,,,"1,249.00","2,006.00",1.61,,,
,27. Fatehpur,2013 - 2014,,,,"16,238.00","14,554.00",0.9,,,
,,2014 - 2015,,,,"16,633.00","3,325.00",0.2,,,
,,2015 - 2016,,,,"15,024.00","8,784.00",0.58,,,
,,2016 - 2017,,,,"20,455.00","22,146.00",1.08,,,
,,2017 - 2018,,,,"17,471.00","20,492.00",1.17,,,
,,2018 - 2019,,,,"10,357.00","11,462.00",1.11,,,
,,2019 - 2020,,,,"18,073.00","20,142.00",1.11,,,
,,2020 - 2021,,,,"18,625.00","25,275.00",1.36,,,
,,2021 - 2022,,,,"8,991.00","8,613.00",0.96,,,
,,2022 - 2023,,,,"22,664.00","32,863.00",1.45,,,
,28. Firozabad,2013 - 2014,,,,"1,083.00","1,366.00",1.26,,,
,,2014 - 2015,,,,"1,373.00","1,489.00",1.08,,,
,,2015 - 2016,,,,979,475,0.49,,,
,,2016 - 2017,,,,"1,885.00","1,696.00",0.9,,,
,,2017 - 2018,,,,536,663,1.24,,,
,,2018 - 2019,,,,"1,212.00","1,354.00",1.12,,,
,,2019 - 2020,,,,738,794,1.08,,,
,,2020 - 2021,,,,"1,166.00","2,196.00",1.88,,,
,,2021 - 2022,,,,"1,394.00","2,225.00",1.6,,,
,,2022 - 2023,,,,"1,197.00","1,797.00",1.5,,,
,29. Gautam buddha nagar,2013 - 2014,,,,"3,745.00","4,230.00",1.13,,,
,,2014 - 2015,,,,932,595,0.64,,,
,,2015 - 2016,,,,541,392,0.72,,,
,,2016 - 2017,,,,"3,497.00","4,267.00",1.22,,,
,,2017 - 2018,,,,"3,497.00","5,809.00",1.66,,,
,,2018 - 2019,,,,254,189,0.74,,,
,,2019 - 2020,,,,"1,209.00","1,086.00",0.9,,,
,,2020 - 2021,,,,"1,239.00",898,0.72,,,
,,2021 - 2022,,,,"3,497.00","3,091.00",0.88,,,
,,2022 - 2023,,,,"1,015.00","1,270.00",1.25,,,
,30. Ghaziabad,2013 - 2014,,,,726,507,0.7,,,
,,2014 - 2015,,,,479,235,0.49,,,
,,2015 - 2016,,,,268,194,0.72,,,
,,2016 - 2017,,,,"1,179.00","1,439.00",1.22,,,
,,2017 - 2018,,,,687,"1,141.00",1.66,,,
,,2018 - 2019,,,,554,413,0.75,,,
,,2019 - 2020,,,,645,579,0.9,,,
,,2020 - 2021,,,,674,489,0.73,,,
,,2021 - 2022,,,,"1,021.00",903,0.88,,,
,,2022 - 2023,,,,632,791,1.25,,,
,31. Ghazipur,2013 - 2014,,,,"5,637.00","4,692.00",0.83,,,
,,2014 - 2015,,,,"6,284.00","6,939.00",1.1,,,
,,2015 - 2016,,,,"4,976.00","4,340.00",0.87,,,
,,2016 - 2017,,,,"6,085.00","5,325.00",0.88,,,
,,2017 - 2018,,,,"5,389.00","6,836.00",1.27,,,
,,2018 - 2019,,,,"5,901.00","7,240.00",1.23,,,
,,2019 - 2020,,,,"5,656.00","5,793.00",1.02,,,
,,2020 - 2021,,,,"5,845.00","8,607.00",1.47,,,
,,2021 - 2022,,,,"7,254.00","8,349.00",1.15,,,
,,2022 - 2023,,,,"7,248.00","8,342.00",1.15,,,
,32. Gonda,2013 - 2014,,,,"5,424.00","3,368.00",0.62,,,
,,2014 - 2015,,,,"5,967.00","3,500.00",0.59,,,
,,2015 - 2016,,,,"3,161.00","2,084.00",0.66,,,
,,2016 - 2017,,,,"5,256.00","3,258.00",0.62,,,
,,2017 - 2018,,,,"5,584.00","4,108.00",0.74,,,
,,2018 - 2019,,,,"5,554.00","3,600.00",0.65,,,
,,2019 - 2020,,,,"5,739.00","2,417.00",0.42,,,
,,2020 - 2021,,,,"5,378.00","3,496.00",0.65,,,
,,2021 - 2022,,,,"6,205.00","3,586.00",0.58,,,
,,2022 - 2023,,,,"5,958.00","4,295.00",0.72,,,
,33. Gorakhpur,2013 - 2014,,,,"3,147.00","2,922.00",0.93,,,
,,2014 - 2015,,,,"3,518.00","1,279.00",0.36,,,
,,2015 - 2016,,,,"3,500.00","2,309.00",0.66,,,
,,2016 - 2017,,,,"4,497.00","4,185.00",0.93,,,
,,2017 - 2018,,,,"3,018.00","1,632.00",0.54,,,
,,2018 - 2019,,,,"3,576.00","2,238.00",0.63,,,
,,2019 - 2020,,,,"3,269.00",719,0.22,,,
