State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2018 - 2019,309,286,0.93,,,,,,
,,2019 - 2020,90,83,0.92,,,,,,
,,2020 - 2021,185,171,0.92,,,,,,
,,2021 - 2022,155,144,0.93,,,,,,
,,2022 - 2023,149,138,0.93,,,,,,
,11. Perambalur,2013 - 2014,,,,,,,39,30,0.77
,,2014 - 2015,3,3,1,,,,,,
,,2016 - 2017,11,9,0.82,,,,,,
,,2017 - 2018,4,4,1,,,,,,
,,2019 - 2020,2,2,1,,,,,,
,,2020 - 2021,2,2,1,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,12. Pudukkottai,2014 - 2015,6,1,0.17,,,,,,
,,2021 - 2022,16,15,0.94,,,,,,
,13. Ramanathapuram,2013 - 2014,,,,,,,8,4,0.5
,,2014 - 2015,21,13,0.62,,,,,,
,,2015 - 2016,1,1,1,,,,,,
,14. Salem,2013 - 2014,,,,,,,17,11,0.65
,,2014 - 2015,30,16,0.53,,,,,,
,,2015 - 2016,7,4,0.57,,,,,,
,,2016 - 2017,17,10,0.59,,,,,,
,,2017 - 2018,10,9,0.9,,,,,,
,,2018 - 2019,16,15,0.94,,,,,,
,,2019 - 2020,2,2,1,,,,,,
,,2020 - 2021,6,6,1,,,,,,
,15. Sivaganga,2013 - 2014,,,,,,,8,5,0.63
,,2017 - 2018,6,6,1,,,,,,
,16. Thanjavur,2017 - 2018,3,3,1,,,,,,
,,2020 - 2021,2,2,1,,,,,,
,,2022 - 2023,2,2,1,,,,,,
,17. Theni,2015 - 2016,2,1,0.5,,,,,,
,18. Thiruvallur,2013 - 2014,,,,,,,5,3,0.6
,,2014 - 2015,12,9,0.75,,,,,,
,,2015 - 2016,6,4,0.67,,,,,,
,19. Thoothukudi,2013 - 2014,,,,,,,15,10,0.67
,,2014 - 2015,64,36,0.56,,,,,,
,,2015 - 2016,64,36,0.56,,,,,,
,,2016 - 2017,16,10,0.63,,,,,,
,,2017 - 2018,8,7,0.88,,,,,,
,,2018 - 2019,10,9,0.9,,,,,,
,,2019 - 2020,12,11,0.92,,,,,,
,,2020 - 2021,11,10,0.91,,,,,,
,20. Tiruchirappalli,2013 - 2014,,,,,,,17,10,0.59
,,2014 - 2015,78,45,0.58,,,,,,
,,2015 - 2016,22,13,0.59,,,,,,
,,2016 - 2017,12,7,0.58,,,,,,
,,2017 - 2018,6,6,1,,,,,,
,,2018 - 2019,3,3,1,,,,,,
,,2019 - 2020,34,31,0.91,,,,,,
,,2020 - 2021,8,7,0.88,,,,,,
,,2021 - 2022,2,2,1,,,,,,
,21. Tirupathur,2019 - 2020,37,34,0.92,,,,,,
,,2020 - 2021,16,15,0.94,,,,,,
,,2021 - 2022,27,25,0.93,,,,,,
,,2022 - 2023,6,6,1,,,,,,
,22. Tiruppur,2013 - 2014,,,,,,,"2,756.00","1,921.00",0.7
,,2014 - 2015,"2,441.00","1,701.00",0.7,,,,,,
,,2015 - 2016,"2,178.00","1,555.00",0.71,,,,,,
,,2016 - 2017,"2,410.00","1,670.00",0.69,,,,,,
,,2017 - 2018,"2,313.00","2,142.00",0.93,,,,,,
,,2018 - 2019,"2,134.00","1,976.00",0.93,,,,,,
,,2019 - 2020,"2,086.00","1,932.00",0.93,,,,,,
,,2020 - 2021,"2,008.00","1,860.00",0.93,,,,,,
,,2021 - 2022,"1,166.00","1,080.00",0.93,,,,,,
,,2022 - 2023,835,773,0.93,,,,,,
,23. Tiruvannamalai,2014 - 2015,16,5,0.31,,,,,,
,,2015 - 2016,2,1,0.5,,,,,,
,,2016 - 2017,42,12,0.29,,,,,,
,,2017 - 2018,5,5,1,,,,,,
,24. Vellore,2014 - 2015,248,119,0.48,,,,,,
,,2015 - 2016,19,10,0.53,,,,,,
,,2016 - 2017,17,8,0.47,,,,,,
,,2017 - 2018,5,5,1,,,,,,
,,2018 - 2019,14,13,0.93,,,,,,
,25. Villupuram,2013 - 2014,,,,,,,1,1,1
,26. Virudhunagar,2013 - 2014,,,,,,,18,12,0.67
,,2014 - 2015,35,20,0.57,,,,,,
,,2015 - 2016,11,6,0.55,,,,,,
,,2016 - 2017,7,4,0.57,,,,,,
,,2017 - 2018,7,6,0.86,,,,,,
,,2018 - 2019,4,4,1,,,,,,
,,2019 - 2020,3,,0,,,,,,
,,2020 - 2021,5,5,1,,,,,,
,,2022 - 2023,1,1,1,,,,,,
23. Telangana,1. Adilabad,2013 - 2014,"25,325.00","34,721.00",1.37,,,,,,
,,2014 - 2015,"12,611.00","15,070.00",1.19,,,,,,
,,2015 - 2016,"13,161.00","15,714.00",1.19,,,,,,
,,2016 - 2017,"13,774.00","21,363.00",1.55,,,,,,
,,2017 - 2018,"15,873.00","27,651.00",1.74,,,,,,
,,2018 - 2019,"25,311.00","47,028.00",1.86,,,,,,
,,2019 - 2020,"34,397.00","56,694.00",1.65,,,,,,
,,2020 - 2021,"31,005.00","56,541.00",1.82,,,,,,
,,2021 - 2022,"36,353.00","52,821.00",1.45,,,,,,
,,2022 - 2023,"43,620.00","70,054.00",1.61,4,6,1.5,,,
,2. Bhadradri,2017 - 2018,1,2,2,,,,,,
,,2020 - 2021,4,7,1.75,,,,,,
,,2021 - 2022,16,23,1.44,,,,,,
,,2022 - 2023,4,6,1.5,,,,,,
,3. Jagitial,2016 - 2017,166,216,1.3,,,,,,
,,2017 - 2018,191,290,1.52,,,,,,
,,2018 - 2019,125,196,1.57,,,,,,
,,2019 - 2020,480,735,1.53,,,,,,
,,2020 - 2021,405,674,1.66,,,,,,
,,2021 - 2022,308,476,1.55,,,,,,
,,2022 - 2023,108,222,2.06,,,,,,
,4. Jangoan,2016 - 2017,233,303,1.3,,,,,,
,,2017 - 2018,189,287,1.52,,,,,,
,,2018 - 2019,219,344,1.57,,,,,,
,,2019 - 2020,113,173,1.53,,,,,,
,,2020 - 2021,120,203,1.69,,,,,,
,,2021 - 2022,133,71,0.53,,,,,,
,,2022 - 2023,8,8,1,2,2,1,,,
,5. Jayashankar,2016 - 2017,157,204,1.3,,,,,,
,,2017 - 2018,258,391,1.52,,,,,,
,,2018 - 2019,229,359,1.57,,,,,,
,,2019 - 2020,72,110,1.53,,,,,,
,,2020 - 2021,35,57,1.63,,,,,,
,,2021 - 2022,9,13,1.44,6,8,1.33,,,
,,2022 - 2023,12,19,1.58,,,,,,
,6. Jogulamba,2016 - 2017,"17,004.00","11,172.00",0.66,,,,,,
,,2017 - 2018,"15,551.00","20,403.00",1.31,,,,,,
,,2018 - 2019,"13,653.00","5,611.00",0.41,,,,,,
,,2019 - 2020,"7,113.00","7,944.00",1.12,,,,,,
,,2020 - 2021,"6,425.00","10,831.00",1.69,,,,,,
,,2021 - 2022,"7,969.00","11,300.00",1.42,,,,,,
,,2022 - 2023,"6,200.00","9,164.00",1.48,,,,,,
,7. Kamareddy,2016 - 2017,"21,069.00","28,232.00",1.34,,,,,,
,,2017 - 2018,"19,688.00","33,214.00",1.69,,,,,,
,,2018 - 2019,"16,960.00","27,424.00",1.62,,,,,,
,,2019 - 2020,"26,618.00","41,766.00",1.57,,,,,,
,,2020 - 2021,"40,122.00","70,392.00",1.75,,,,,,
,,2021 - 2022,"41,459.00","58,913.00",1.42,,,,,,
,,2022 - 2023,"35,633.00","55,873.00",1.57,,,,,,
,8. Karimnagar,2013 - 2014,"1,303.00","1,762.00",1.35,54,73,1.35,,,
,,2014 - 2015,"1,719.00","2,121.00",1.23,,,,,,
,,2015 - 2016,"1,439.00","2,029.00",1.41,,,,,,
,,2016 - 2017,271,352,1.3,,,,,,
,,2017 - 2018,199,302,1.52,,,,,,
,,2018 - 2019,291,457,1.57,,,,,,
,,2019 - 2020,140,214,1.53,,,,,,
,,2020 - 2021,88,148,1.68,,,,,,
,,2021 - 2022,167,142,0.85,,,,,,
,,2022 - 2023,19,20,1.05,,,,,,
,9. Khammam,2013 - 2014,86,148,1.72,,,,,,
,,2014 - 2015,18,25,1.39,,,,,,
,,2015 - 2016,5,4,0.8,,,,,,
,,2016 - 2017,44,57,1.3,,,,,,
,,2017 - 2018,17,26,1.53,,,,,,
,,2018 - 2019,22,35,1.59,,,,,,
,,2019 - 2020,10,16,1.6,,,,,,
,,2020 - 2021,33,55,1.67,,,,,,
,,2021 - 2022,47,66,1.4,5,7,1.4,,,
,,2022 - 2023,15,24,1.6,,,,,,
,10. Komaram bheem asifabad,2016 - 2017,"3,089.00","5,810.00",1.88,,,,,,
,,2017 - 2018,"1,392.00","1,726.00",1.24,,,,,,
,,2018 - 2019,"1,310.00","2,313.00",1.77,,,,,,
,,2019 - 2020,"2,545.00","1,924.00",0.76,,,,,,
,,2020 - 2021,"2,543.00","2,182.00",0.86,,,,,,
,,2021 - 2022,"2,990.00","3,989.00",1.33,,,,,,
,,2022 - 2023,"3,188.00","4,205.00",1.32,,,,,,
,11. Mahabubabad,2016 - 2017,5,6,1.2,,,,,,
,,2017 - 2018,5,8,1.6,,,,,,
,,2020 - 2021,8,12,1.5,,,,,,
,,2021 - 2022,10,14,1.4,,,,,,
,,2022 - 2023,4,6,1.5,,,,,,
,12. Mahbubnagar,2013 - 2014,"24,480.00","45,092.00",1.84,,,,,,
,,2014 - 2015,"21,071.00","37,570.00",1.78,,,,,,
,,2015 - 2016,"22,090.00","6,141.00",0.28,,,,,,
,,2016 - 2017,382,496,1.3,,,,,,
,,2017 - 2018,649,984,1.52,,,,,,
,,2019 - 2020,5,7,1.4,,,,,,
,,2020 - 2021,20,34,1.7,,,,,,
,,2021 - 2022,66,93,1.41,,,,,,
,,2022 - 2023,2,3,1.5,,,,,,
,13. Mancherial,2016 - 2017,262,340,1.3,,,,,,
,,2017 - 2018,152,230,1.51,,,,,,
,,2018 - 2019,212,333,1.57,,,,,,
,,2019 - 2020,159,243,1.53,,,,,,
,,2020 - 2021,104,173,1.66,,,,,,
,,2021 - 2022,172,254,1.48,,,,,,
,,2022 - 2023,75,118,1.57,,,,,,
,14. Medak,2013 - 2014,"19,883.00","31,554.00",1.59,,,,,,
,,2014 - 2015,"10,104.00","10,902.00",1.08,,,,,,
,,2015 - 2016,"11,842.00","12,695.00",1.07,,,,,,
,,2016 - 2017,905,959,1.06,,,,,,
,,2017 - 2018,656,880,1.34,,,,,,
,,2018 - 2019,281,338,1.2,,,,,,
,,2019 - 2020,418,395,0.94,,,,,,
,,2020 - 2021,385,641,1.66,,,,,,
,,2021 - 2022,740,875,1.18,,,,,,
,,2022 - 2023,349,304,0.87,3,3,1,,,
,15. Medchal,2016 - 2017,89,116,1.3,,,,,,
,,2017 - 2018,78,118,1.51,,,,,,
,,2018 - 2019,66,104,1.58,,,,,,
,,2019 - 2020,24,37,1.54,,,,,,
,,2020 - 2021,6,9,1.5,,,,,,
,,2021 - 2022,6,8,1.33,,,,,,
,,2022 - 2023,2,3,1.5,,,,,,
,16. Mulugu,2019 - 2020,4,6,1.5,,,,,,
,,2020 - 2021,4,7,1.75,,,,,,
,,2021 - 2022,14,20,1.43,,,,,,
,17. Nagarkurnool,2016 - 2017,463,601,1.3,,,,,,
,,2017 - 2018,205,311,1.52,,,,,,
,,2018 - 2019,229,359,1.57,,,,,,
,,2019 - 2020,188,287,1.53,,,,,,
,,2020 - 2021,94,159,1.69,,,,,,
,,2021 - 2022,126,158,1.25,2,3,1.5,,,
,,2022 - 2023,41,49,1.2,,,,,,
,18. Nalgonda,2013 - 2014,487,836,1.72,,,,,,
,,2014 - 2015,189,259,1.37,,,,,,
,,2015 - 2016,226,163,0.72,,,,,,
,,2016 - 2017,158,205,1.3,,,,,,
,,2017 - 2018,99,150,1.52,,,,,,
,,2018 - 2019,125,196,1.57,,,,,,
,,2019 - 2020,114,174,1.53,,,,,,
,,2020 - 2021,54,90,1.67,,,,,,
,,2021 - 2022,84,96,1.14,,,,,,
,,2022 - 2023,19,30,1.58,1,2,2,,,
,19. Narayanapet,2018 - 2019,453,711,1.57,,,,,,
,,2019 - 2020,94,144,1.53,,,,,,
,,2020 - 2021,109,183,1.68,,,,,,
,,2021 - 2022,154,242,1.57,,,,,,
,,2022 - 2023,140,166,1.19,1,1,1,,,
,20. Nirmal,2016 - 2017,"7,463.00","8,754.00",1.17,,,,,,
,,2017 - 2018,"9,920.00","10,634.00",1.07,,,,,,
,,2018 - 2019,"12,936.00","23,828.00",1.84,,,,,,
,,2019 - 2020,"24,485.00","39,751.00",1.62,,,,,,
,,2020 - 2021,"22,501.00","39,315.00",1.75,,,,,,
,,2021 - 2022,"27,428.00","42,980.00",1.57,,,,,,
,,2022 - 2023,"27,370.00","44,312.00",1.62,1,2,2,,,
,21. Nizamabad,2013 - 2014,"35,725.00","73,093.00",2.05,,,,,,
,,2014 - 2015,"7,971.00","9,358.00",1.17,,,,,,
,,2015 - 2016,"16,737.00","8,687.00",0.52,,,,,,
,,2016 - 2017,"10,054.00","15,664.00",1.56,,,,,,
,,2017 - 2018,"10,737.00","17,984.00",1.67,,,,,,
,,2018 - 2019,"11,181.00","20,394.00",1.82,,,,,,
,,2019 - 2020,"12,170.00","17,952.00",1.48,,,,,,
,,2020 - 2021,"10,630.00","18,938.00",1.78,,,,,,
,,2021 - 2022,"9,644.00","13,743.00",1.43,,,,,,
,,2022 - 2023,"8,627.00","14,709.00",1.7,,,,,,
,22. Peddapalli,2016 - 2017,178,231,1.3,,,,,,
,,2017 - 2018,110,167,1.52,,,,,,
,,2018 - 2019,205,322,1.57,,,,,,
,,2019 - 2020,60,92,1.53,,,,,,
,,2020 - 2021,28,47,1.68,,,,,,
,,2021 - 2022,80,113,1.41,,,,,,
,,2022 - 2023,11,17,1.55,,,,,,
,23. Rajanna,2016 - 2017,357,464,1.3,,,,,,
,,2017 - 2018,341,517,1.52,,,,,,
,,2018 - 2019,330,518,1.57,,,,,,
,,2019 - 2020,303,464,1.53,,,,,,
,,2020 - 2021,242,407,1.68,,,,,,
,,2021 - 2022,366,447,1.22,,,,,,
,,2022 - 2023,152,170,1.12,,,,,,
,24. Rangareddi,2013 - 2014,"5,401.00","6,767.00",1.25,,,,,,
,,2014 - 2015,"4,713.00","4,713.00",1,,,,,,
,,2015 - 2016,"3,752.00","4,247.00",1.13,,,,,,
,,2016 - 2017,"2,846.00","4,204.00",1.48,,,,,,
,,2017 - 2018,"2,686.00","3,768.00",1.4,1,1,1,,,
,,2018 - 2019,"2,233.00","2,541.00",1.14,,,,,,
,,2019 - 2020,"2,788.00","4,002.00",1.44,,,,,,
,,2020 - 2021,"3,422.00","4,779.00",1.4,5,9,1.8,,,
,,2021 - 2022,"2,906.00","3,356.00",1.15,6,7,1.17,,,
,,2022 - 2023,"1,795.00","2,648.00",1.48,1,1,1,,,
,25. Sangareddy,2016 - 2017,"9,948.00","14,136.00",1.42,,,,,,
,,2017 - 2018,"7,103.00","9,703.00",1.37,,,,,,
,,2018 - 2019,"7,156.00","9,074.00",1.27,,,,,,
,,2019 - 2020,"9,477.00","12,763.00",1.35,,,,,,
,,2020 - 2021,"12,120.00","14,946.00",1.23,,,,,,
,,2021 - 2022,"17,085.00","21,151.00",1.24,,,,,,
,,2022 - 2023,"9,719.00","12,304.00",1.27,,,,,,
,26. Siddipet,2016 - 2017,"4,989.00","7,099.00",1.42,,,,,,
,,2017 - 2018,"3,746.00","4,926.00",1.32,,,,,,
,,2018 - 2019,"2,009.00","4,534.00",2.26,,,,,,
,,2019 - 2020,"2,235.00","3,120.00",1.4,,,,,,
,,2020 - 2021,"2,807.00","3,337.00",1.19,,,,,,
,,2021 - 2022,"2,448.00","2,619.00",1.07,29,31,1.07,,,
,,2022 - 2023,"1,278.00","1,668.00",1.31,1,1,1,,,
,27. Suryapet,2016 - 2017,88,114,1.3,,,,,,
,,2017 - 2018,99,150,1.52,,,,,,
,,2018 - 2019,45,71,1.58,,,,,,
,,2019 - 2020,47,72,1.53,,,,,,
,,2020 - 2021,124,206,1.66,3,0,0,,,
,,2021 - 2022,66,93,1.41,,,,,,
,,2022 - 2023,13,20,1.54,,,,,,
,28. Vikarabad,2016 - 2017,"3,688.00","5,812.00",1.58,,,,,,
,,2017 - 2018,"3,242.00","4,668.00",1.44,,,,,,
,,2018 - 2019,"2,587.00","4,168.00",1.61,,,,,,
,,2019 - 2020,"3,501.00","5,874.00",1.68,,,,,,
,,2020 - 2021,"8,413.00","11,872.00",1.41,,,,,,
,,2021 - 2022,"7,260.00","8,574.00",1.18,,,,,,
,,2022 - 2023,"7,445.00","11,905.00",1.6,23,37,1.61,,,
,29. Wanaparthy,2016 - 2017,"3,321.00","4,314.00",1.3,,,,,,
,,2017 - 2018,"2,974.00","6,341.00",2.13,,,,,,
,,2018 - 2019,"4,926.00","10,542.00",2.14,,,,,,
,,2019 - 2020,"1,639.00","2,948.00",1.8,,,,,,
,,2020 - 2021,403,954,2.37,,,,,,
,,2021 - 2022,676,"1,409.00",2.08,,,,,,
,,2022 - 2023,"1,675.00","3,293.00",1.97,,,,,,
,30. Warangal,2013 - 2014,684,573,0.84,,,,,,
,,2014 - 2015,941,"1,259.00",1.34,,,,,,
,,2015 - 2016,594,677,1.14,,,,,,
,,2016 - 2017,186,242,1.3,,,,,,
,,2017 - 2018,929,"1,408.00",1.52,,,,,,
,,2018 - 2019,888,"1,393.00",1.57,,,,,,
,,2019 - 2020,423,647,1.53,,,,,,
,,2020 - 2021,379,633,1.67,,,,,,
,,2021 - 2022,194,114,0.59,1,1,1,,,
,,2022 - 2023,27,29,1.07,,,,,,
,31. Warangal urban,2016 - 2017,156,203,1.3,,,,,,
,,2017 - 2018,266,403,1.52,,,,,,
,,2018 - 2019,313,491,1.57,,,,,,
,,2019 - 2020,229,350,1.53,,,,,,
,,2020 - 2021,135,227,1.68,,,,,,
,,2021 - 2022,166,82,0.49,1,0,0,,,
,,2022 - 2023,22,44,2,1,2,2,,,
,32. Yadadri,2016 - 2017,86,112,1.3,,,,,,
,,2017 - 2018,86,130,1.51,,,,,,
,,2018 - 2019,96,151,1.57,,,,,,
,,2019 - 2020,63,96,1.52,,,,,,
,,2020 - 2021,16,28,1.75,,,,,,
,,2021 - 2022,112,158,1.41,,,,,,
,,2022 - 2023,8,13,1.63,,,,,,
24. Tripura,1. Dhalai,2013 - 2014,43,37,0.86,,,,,,
,,2014 - 2015,7,7,1,,,,,,
,,2015 - 2016,31,27,0.87,,,,,,
,,2016 - 2017,39,25,0.64,,,,,,
,,2017 - 2018,42,37,0.88,,,,,,
,,2018 - 2019,45,33.78,0.75,,,,,,
,,2019 - 2020,52,37,0.71,,,,,,
,,2020 - 2021,20,14,0.7,,,,,,
,,2021 - 2022,20,20,1,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,2. Gomati,2014 - 2015,2,2,1,,,,,,
,,2015 - 2016,19,15,0.79,,,,,,
,,2016 - 2017,19,13,0.68,,,,,,
,,2017 - 2018,35,23,0.66,,,,,,
,,2018 - 2019,38,25.76,0.68,,,,,,
,,2019 - 2020,18,12,0.67,,,,,,
,,2020 - 2021,26,17,0.65,,,,,,
,,2021 - 2022,26,30,1.15,,,,,,
,,2022 - 2023,21,15,0.71,,,,,,
,3. Khowai,2014 - 2015,65,54,0.83,,,,,,
,,2015 - 2016,10,8,0.8,,,,,,
,,2016 - 2017,17,11,0.65,,,,,,
,,2017 - 2018,3,3,1,,,,,,
,,2018 - 2019,11,8,0.73,,,,,,
,,2019 - 2020,16,10,0.63,,,,,,
,,2020 - 2021,30,18,0.6,,,,,,
,,2022 - 2023,15,9,0.6,,,,,,
,4. North tripura,2013 - 2014,52,38,0.73,,,,,,
,,2014 - 2015,50,41,0.82,,,,,,
,,2015 - 2016,65,50,0.77,,,,,,
,,2016 - 2017,52,32,0.62,,,,,,
,,2017 - 2018,56,47,0.84,,,,,,
,,2018 - 2019,48,30.57,0.64,,,,,,
,,2019 - 2020,48,29,0.6,,,,,,
,,2020 - 2021,21,13,0.62,,,,,,
,5. Sepahijala,2015 - 2016,35,28,0.8,,,,,,
,,2016 - 2017,39,23,0.59,,,,,,
,,2017 - 2018,14,10,0.71,,,,,,
,,2018 - 2019,39,24.98,0.64,,,,,,
,,2019 - 2020,32,19,0.59,,,,,,
,,2020 - 2021,10,7,0.7,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,6. South tripura,2013 - 2014,30,20,0.67,,,,,,
,,2014 - 2015,25,18,0.72,,,,,,
,,2015 - 2016,34,25,0.74,,,,,,
,,2016 - 2017,35,19,0.54,,,,,,
,,2017 - 2018,33,25,0.76,,,,,,
,,2018 - 2019,23,14.25,0.62,,,,,,
,,2019 - 2020,32,19,0.59,,,,,,
,,2020 - 2021,19,12,0.63,,,,,,
,,2021 - 2022,19,21,1.11,,,,,,
,,2022 - 2023,15,9,0.6,,,,,,
,7. Unakoti,2014 - 2015,12,9,0.75,,,,,,
,,2015 - 2016,35,25,0.71,,,,,,
,,2016 - 2017,30,16,0.53,,,,,,
,,2017 - 2018,23,17,0.74,,,,,,
,,2018 - 2019,30,19.42,0.65,,,,,,
,,2019 - 2020,55,32,0.58,,,,,,
,,2020 - 2021,8,5,0.63,,,,,,
,,2021 - 2022,5,7,1.4,,,,,,
,,2022 - 2023,26,16,0.62,,,,,,
,8. West tripura,2015 - 2016,21,17,0.81,,,,,,
,,2016 - 2017,19,11,0.58,,,,,,
,,2017 - 2018,29,24,0.83,,,,,,
,,2018 - 2019,23,14.85,0.65,,,,,,
,,2019 - 2020,38,22.57,0.59,,,,,,
,,2020 - 2021,6,4,0.67,,,,,,
,,2022 - 2023,5,5,1,,,,,,
25. Uttar Pradesh,1. Agra,2013 - 2014,"1,333.00","2,510.00",1.88,,,,,,
,,2014 - 2015,528,600,1.14,,,,,,
,,2015 - 2016,461,327,0.71,,,,,,
,,2016 - 2017,"2,508.00","4,689.00",1.87,,,,,,
,,2017 - 2018,"1,097.00","2,085.00",1.9,,,,,,
,,2018 - 2019,730,"1,162.00",1.59,,,,,,
,,2019 - 2020,714,"1,103.00",1.54,,,,,,
,,2020 - 2021,"1,012.00","1,745.00",1.72,,,,,,
,,2021 - 2022,"1,166.00","2,115.00",1.81,,,,,,
,,2022 - 2023,"1,166.00","1,462.00",1.25,,,,,,
,2. Aligarh,2013 - 2014,22,9,0.41,,,,,,
,,2015 - 2016,19,12,0.63,,,,,,
,,2016 - 2017,38,41,1.08,,,,,,
,,2017 - 2018,29,30,1.03,,,,,,
,,2018 - 2019,13,16,1.23,,,,,,
,,2019 - 2020,24,32,1.33,,,,,,
,,2020 - 2021,24,29,1.21,,,,,,
,,2021 - 2022,28,38,1.36,,,,,,
,,2022 - 2023,28,38,1.36,,,,,,
,3. Allahabad,2013 - 2014,"15,115.00","11,383.00",0.75,,,,,,
,,2014 - 2015,"20,430.00","5,329.00",0.26,,,,,,
,,2015 - 2016,"12,187.00","6,630.00",0.54,,,,,,
,,2016 - 2017,"16,607.00","15,591.00",0.94,,,,,,
,,2017 - 2018,"12,013.00","16,382.00",1.36,,,,,,
,,2018 - 2019,"15,524.00","19,296.00",1.24,,,,,,
,,2019 - 2020,"14,779.00","13,749.00",0.93,,,,,,
,,2020 - 2021,"15,524.00","19,719.00",1.27,,,,,,
,,2021 - 2022,"17,011.00","20,719.00",1.22,,,,,,
,,2022 - 2023,"17,011.00","24,224.00",1.42,,,,,,
,4. Ambedkar nagar,2013 - 2014,"1,337.00",495,0.37,,,,,,
,,2014 - 2015,"1,277.00",403,0.32,,,,,,
,,2015 - 2016,"1,192.00",719,0.6,,,,,,
,,2016 - 2017,"1,430.00","2,562.00",1.79,,,,,,
,,2017 - 2018,"1,351.00","1,018.00",0.75,,,,,,
,,2018 - 2019,"1,402.00","2,179.00",1.55,,,,,,
,,2019 - 2020,"1,388.00","1,054.00",0.76,,,,,,
,,2020 - 2021,"1,294.00","2,063.00",1.59,,,,,,
,,2021 - 2022,"1,561.00","3,664.00",2.35,,,,,,
,,2022 - 2023,"1,561.00","2,114.00",1.35,,,,,,
,5. Amethi,2013 - 2014,"2,798.00","1,037.00",0.37,,,,,,
,,2014 - 2015,"2,392.00",755,0.32,,,,,,
,,2015 - 2016,"2,087.00","1,260.00",0.6,,,,,,
,,2016 - 2017,"2,893.00","5,183.00",1.79,,,,,,
,,2017 - 2018,"2,411.00","1,818.00",0.75,,,,,,
,,2018 - 2019,"3,146.00","4,890.00",1.55,,,,,,
,,2019 - 2020,"2,782.00","2,112.00",0.76,,,,,,
,,2020 - 2021,"2,991.00","4,750.00",1.59,,,,,,
,,2021 - 2022,"3,329.00","7,813.00",2.35,,,,,,
,,2022 - 2023,"3,329.00","4,507.00",1.35,,,,,,
,6. Amroha,2014 - 2015,2,1,0.5,,,,,,
,,2020 - 2021,1,1,1,,,,,,
,7. Auraiya,2013 - 2014,"4,744.00","3,680.00",0.78,,,,,,
,,2014 - 2015,"4,084.00","2,136.00",0.52,,,,,,
,,2015 - 2016,"3,878.00","4,636.00",1.2,,,,,,
,,2016 - 2017,"4,758.00","6,771.00",1.42,,,,,,
,,2017 - 2018,"5,294.00","8,920.00",1.68,,,,,,
,,2018 - 2019,"4,325.00","6,122.00",1.42,,,,,,
,,2019 - 2020,"4,590.00","6,641.00",1.45,,,,,,
,,2020 - 2021,"4,162.00","5,875.00",1.41,,,,,,
,,2021 - 2022,"5,431.00","7,430.00",1.37,,,,,,
,,2022 - 2023,"5,431.00","6,104.00",1.12,,,,,,
,8. Azamgarh,2013 - 2014,"3,557.00","2,838.00",0.8,,,,,,
,,2014 - 2015,"3,068.00","4,353.00",1.42,,,,,,
,,2015 - 2016,16,15,0.94,,,,,,
,,2016 - 2017,"3,259.00","5,337.00",1.64,,,,,,
,,2017 - 2018,"3,223.00","3,391.00",1.05,,,,,,
,,2018 - 2019,"3,825.00","3,649.00",0.95,,,,,,
,,2019 - 2020,"3,231.00","3,552.00",1.1,,,,,,
,,2020 - 2021,"3,316.00","4,911.00",1.48,,,,,,
,,2021 - 2022,"3,866.00","3,982.00",1.03,,,,,,
,,2022 - 2023,"3,866.00","4,086.00",1.06,,,,,,
,9. Baghpat,2014 - 2015,1,,0,,,,,,
,,2015 - 2016,1,1,1,,,,,,
,,2018 - 2019,10,12,1.2,,,,,,
,,2020 - 2021,11,13,1.18,,,,,,
,10. Bahraich,2013 - 2014,81,35,0.43,,,,,,
,,2014 - 2015,220,66,0.3,,,,,,
,,2015 - 2016,19,19,1,,,,,,
,,2016 - 2017,56,61,1.09,,,,,,
,,2017 - 2018,306,321,1.05,,,,,,
,,2018 - 2019,281,353,1.26,,,,,,
,,2019 - 2020,233,314,1.35,,,,,,
,,2020 - 2021,199,241,1.21,,,,,,
,,2021 - 2022,268,361,1.35,,,,,,
,,2022 - 2023,268,362,1.35,,,,,,
,11. Ballia,2013 - 2014,"3,275.00","2,613.00",0.8,,,,,,
,,2014 - 2015,"1,551.00","2,200.00",1.42,,,,,,
,,2015 - 2016,"1,185.00","1,103.00",0.93,,,,,,
,,2016 - 2017,"3,206.00","5,649.00",1.76,,,,,,
,,2017 - 2018,"3,339.00","5,601.00",1.68,,,,,,
,,2018 - 2019,"3,186.00","6,318.00",1.98,,,,,,
,,2019 - 2020,"3,285.00","6,026.00",1.83,,,,,,
,,2020 - 2021,"3,180.00","5,317.00",1.67,,,,,,
,,2021 - 2022,"3,551.00","6,118.00",1.72,,,,,,
,,2022 - 2023,"3,551.00","6,381.00",1.8,,,,,,
,12. Balrampur,2013 - 2014,483,206,0.43,,,,,,
,,2014 - 2015,477,143,0.3,,,,,,
,,2015 - 2016,"1,028.00","1,007.00",0.98,,,,,,
,,2016 - 2017,454,493,1.09,,,,,,
,,2017 - 2018,472,494,1.05,,,,,,
