State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2014 - 2015,,,,"22,076.00","19,97,436.00",90.48,,,,,,,,,
,,2015 - 2016,,,,"17,776.00","12,10,423.00",68.09,,,,,,,,,
,,2016 - 2017,,,,922,"77,390.00",83.94,,,,,,,,,
,,2017 - 2018,,,,"1,539.00","1,20,104.00",78.04,,,,,,,,,
,,2018 - 2019,,,,"1,179.00","97,464.00",82.67,,,,,,,,,
,,2019 - 2020,,,,574,"55,507.00",96.7,,,,,,,,,
,,2020 - 2021,,,,498,"31,838.00",63.93,,,,,,,,,
,,2021 - 2022,,,,348,"26,630.00",76.52,,,,,,,,,
,,2022 - 2023,,,,521,"46,909.00",90.04,,,,,,,,,
,15. Medchal,2019 - 2020,,,,2,188,94,,,,,,,,,
,16. Nagarkurnool,2017 - 2018,,,,40,"3,264.00",81.6,,,,,,,,,
,,2018 - 2019,,,,104,"8,368.00",80.46,,,,,,,,,
,,2019 - 2020,,,,11,"1,034.00",94,,,,,,,,,
,,2020 - 2021,,,,76,"7,142.00",93.97,,,,,,,,,
,,2021 - 2022,,,,74,"7,576.00",102.38,,,,,,,,,
,,2022 - 2023,,,,102,"8,964.00",87.88,,,,,,,,,
,17. Nalgonda,2013 - 2014,,,,910,"87,000.00",95.6,,,,,,,,,
,,2014 - 2015,,,,743,"61,839.00",83.23,,,,,,,,,
,,2015 - 2016,,,,"1,228.00","1,08,367.00",88.25,,,,,,,,,
,,2016 - 2017,,,,538,"40,756.00",75.75,,,,,,,,,
,,2017 - 2018,,,,290,"21,580.00",74.41,,,,,,,,,
,,2018 - 2019,,,,278,"21,934.00",78.9,,,,,,,,,
,,2019 - 2020,,,,131,"10,854.00",82.85,,,,,,,,,
,,2020 - 2021,,,,61,"5,078.00",83.25,,,,,,,,,
,,2021 - 2022,,,,76,"7,688.00",101.16,,,,,,,,,
,,2022 - 2023,,,,179,"17,005.00",95,,,,,,,,,
,18. Narayanapet,2018 - 2019,,,,271,"21,857.00",80.65,,,,,,,,,
,,2019 - 2020,,,,141,"11,892.00",84.34,,,,,,,,,
,,2020 - 2021,,,,282,"25,368.00",89.96,,,,,,,,,
,,2021 - 2022,,,,486,"49,924.00",102.72,,,,,,,,,
,,2022 - 2023,,,,"1,120.00","1,01,406.00",90.54,,,,,,,,,
,19. Nirmal,2016 - 2017,,,,6,488,81.33,,,,,,,,,
,,2020 - 2021,,,,2,196,98,,,,,,,,,
,20. Nizamabad,2013 - 2014,,,,"7,032.00","5,83,002.00",82.91,,,,,,,,,
,,2014 - 2015,,,,"5,429.00","4,73,572.00",87.23,,,,,,,,,
,,2015 - 2016,,,,"6,425.00","3,88,471.00",60.46,,,,,,,,,
,,2016 - 2017,,,,371,"31,120.00",83.88,,,,,,,,,
,,2017 - 2018,,,,328,"25,584.00",78,,,,,,,,,
,,2018 - 2019,,,,446,"35,992.00",80.7,,,,,,,,,
,,2019 - 2020,,,,229,"20,164.00",88.05,,,,,,,,,
,,2020 - 2021,,,,376,"32,474.00",86.37,,,,,,,,,
,,2021 - 2022,,,,561,"57,588.00",102.65,,,,,,,,,
,,2022 - 2023,,,,663,"59,322.00",89.48,,,,,,,,,
,21. Rajanna,2017 - 2018,,,,6,446,74.33,,,,,,,,,
,,2018 - 2019,,,,39,"3,147.00",80.69,,,,,,,,,
,,2019 - 2020,,,,30,"2,820.00",94,,,,,,,,,
,,2020 - 2021,,,,65,"5,830.00",89.69,,,,,,,,,
,,2021 - 2022,,,,89,"9,188.00",103.24,,,,,,,,,
,,2022 - 2023,,,,170,"15,534.00",91.38,,,,,,,,,
,22. Rangareddi,2013 - 2014,,,,858,"56,000.00",65.27,,,,,,,,,
,,2014 - 2015,,,,941,"70,949.00",75.4,,,,,,,,,
,,2015 - 2016,,,,"1,126.00","62,456.00",55.47,,,,,,,,,
,,2016 - 2017,,,,3,146,48.67,,,,,,,,,
,,2017 - 2018,,,,1,62,62,,,,,,,,,
,,2018 - 2019,,,,32,"2,656.00",83,,,,,,,,,
,,2019 - 2020,,,,8,609,76.13,,,,,,,,,
,,2020 - 2021,,,,12,"1,176.00",98,,,,,,,,,
,,2021 - 2022,,,,17,"1,768.00",104,,,,,,,,,
,,2022 - 2023,,,,28,"2,660.00",95,,,,,,,,,
,23. Sangareddy,2016 - 2017,,,,"10,828.00","9,08,869.00",83.94,,,,,,,,,
,,2017 - 2018,,,,"15,689.00","10,82,588.00",69,,,,,,,,,
,,2018 - 2019,,,,"18,095.00","13,89,556.00",76.79,,,,,,,,,
,,2019 - 2020,,,,"13,741.00","10,41,801.00",75.82,,,,,,,,,
,,2020 - 2021,,,,"8,451.00","6,40,873.00",75.83,,,,,,,,,
,,2021 - 2022,,,,"12,942.00","13,58,910.00",105,,,,,,,,,
,,2022 - 2023,,,,"12,419.00","9,92,706.00",79.93,,,,,,,,,
,24. Siddipet,2017 - 2018,,,,175,"13,650.00",78,,,,,,,,,
,,2018 - 2019,,,,81,"6,543.00",80.78,,,,,,,,,
,,2019 - 2020,,,,40,"3,760.00",94,,,,,,,,,
,,2020 - 2021,,,,170,"14,104.00",82.96,,,,,,,,,
,,2021 - 2022,,,,159,"16,212.00",101.96,,,,,,,,,
,,2022 - 2023,,,,190,"17,181.00",90.43,,,,,,,,,
,25. Suryapet,2016 - 2017,,,,"1,148.00","86,967.00",75.76,,,,,,,,,
,,2017 - 2018,,,,"1,321.00","1,08,319.00",82,,,,,,,,,
,,2018 - 2019,,,,973,"76,973.00",79.11,,,,,,,,,
,,2019 - 2020,,,,175,"16,451.00",94.01,,,,,,,,,
,,2020 - 2021,,,,321,"28,722.00",89.48,,,,,,,,,
,,2021 - 2022,,,,582,"59,008.00",101.39,,,,,,,,,
,,2022 - 2023,,,,298,"27,001.00",90.61,,,,,,,,,
,26. Vikarabad,2016 - 2017,,,,"1,395.00","68,108.00",48.82,,,,,,,,,
,,2017 - 2018,,,,"2,078.00","1,62,144.00",78.03,,,,,,,,,
,,2018 - 2019,,,,"2,716.00","2,15,834.00",79.47,,,,,,,,,
,,2019 - 2020,,,,"1,727.00","1,33,014.00",77.02,,,,,,,,,
,,2020 - 2021,,,,"2,429.00","2,22,742.00",91.7,,,,,,,,,
,,2021 - 2022,,,,"2,261.00","2,30,005.00",101.73,,,,,,,,,
,,2022 - 2023,,,,"2,322.00","1,90,118.00",81.88,,,,,,,,,
,27. Wanaparthy,2016 - 2017,,,,"1,452.00","58,730.00",40.45,,,,,,,,,
,,2017 - 2018,,,,"1,977.00","1,60,232.00",81.05,,,,,,,,,
,,2018 - 2019,,,,"1,956.00","1,55,046.00",79.27,,,,,,,,,
,,2019 - 2020,,,,"1,002.00","79,002.00",78.84,,,,,,,,,
,,2020 - 2021,,,,"1,042.00","1,03,280.00",99.12,,,,,,,,,
,,2021 - 2022,,,,934,"1,02,507.00",109.75,,,,,,,,,
,,2022 - 2023,,,,"1,686.00","1,66,484.00",98.74,,,,,,,,,
,28. Warangal,2013 - 2014,,,,5,440,88,,,,,,,,,
,,2015 - 2016,,,,1,70,70,,,,,,,,,
,,2017 - 2018,,,,2,149,74.5,,,,,,,,,
,,2019 - 2020,,,,1,94,94,,,,,,,,,
,29. Yadadri,2016 - 2017,,,,16,"1,212.00",75.75,,,,,,,,,
,,2017 - 2018,,,,13,967,74.38,,,,,,,,,
,,2018 - 2019,,,,14,"1,078.00",77,,,,,,,,,
,,2019 - 2020,,,,6,444,74,,,,,,,,,
,,2020 - 2021,,,,5,490,98,,,,,,,,,
,,2021 - 2022,,,,26,"2,704.00",104,,,,,,,,,
,,2022 - 2023,,,,19,"1,794.00",94.42,,,,,,,,,
29. Tripura,1. Dhalai,2013 - 2014,,,,,,,111,"5,496.00",49.51,,,,,,
,,2014 - 2015,,,,,,,120,"6,020.00",50.17,,,,,,
,,2015 - 2016,,,,,,,119,"5,940.00",49.92,,,,,,
,,2016 - 2017,,,,,,,151,"7,945.00",52.62,,,,,,
,,2017 - 2018,,,,,,,135,"8,235.00",61,,,,,,
,,2018 - 2019,,,,,,,127,"7,198.00",56.68,,,,,,
,,2019 - 2020,,,,,,,136,"7,353.14",54.07,,,,,,
,,2020 - 2021,,,,,,,150,"8,560.00",57.07,,,,,,
,,2021 - 2022,,,,,,,112,"6,181.00",55.19,,,,,,
,,2022 - 2023,,,,,,,107,"6,275.00",58.64,,,,,,
,2. Gomati,2013 - 2014,,,,,,,64,"3,162.00",49.41,,,,,,
,,2014 - 2015,,,,,,,61,"3,095.00",50.74,,,,,,
,,2015 - 2016,,,,,,,61,"3,080.00",50.49,,,,,,
,,2016 - 2017,,,,,,,94,"4,987.00",53.05,,,,,,
,,2017 - 2018,,,,,,,95,"4,489.00",47.25,,,,,,
,,2018 - 2019,,,,,,,65,"2,966.99",45.65,,,,,,
,,2019 - 2020,,,,,,,90,"4,096.11",45.51,,,,,,
,,2020 - 2021,,,,,,,97,"4,707.00",48.53,,,,,,
,,2021 - 2022,,,,,,,112,"5,273.00",47.08,,,,,,
,,2022 - 2023,,,,,,,71,"3,410.00",48.03,,,,,,
,3. Khowai,2013 - 2014,,,,,,,48,"2,668.00",55.58,,,,,,
,,2014 - 2015,,,,,,,48,"2,612.00",54.42,,,,,,
,,2015 - 2016,,,,,,,55,"2,982.00",54.22,,,,,,
,,2016 - 2017,,,,,,,38,"2,133.00",56.13,,,,,,
,,2017 - 2018,,,,,,,45,"2,459.00",54.64,,,,,,
,,2018 - 2019,,,,,,,40,"2,211.30",55.28,,,,,,
,,2019 - 2020,,,,,,,43,"2,335.40",54.31,,,,,,
,,2020 - 2021,,,,,,,130,"7,366.00",56.66,,,,,,
,,2021 - 2022,,,,,,,117,"6,505.00",55.6,,,,,,
,,2022 - 2023,,,,,,,107,"5,914.00",55.27,,,,,,
,4. North tripura,2013 - 2014,,,,,,,180,"9,581.00",53.23,,,,,,
,,2014 - 2015,,,,,,,163,"8,958.00",54.96,,,,,,
,,2015 - 2016,,,,,,,136,"7,040.00",51.76,,,,,,
,,2016 - 2017,,,,,,,125,"6,928.00",55.42,,,,,,
,,2017 - 2018,,,,,,,145,"7,700.00",53.1,,,,,,
,,2018 - 2019,,,,,,,117,"6,664.86",56.96,,,,,,
,,2019 - 2020,,,,,,,120,"6,842.59",57.02,,,,,,
,,2020 - 2021,,,,,,,43,"2,412.00",56.09,,,,,,
,,2021 - 2022,,,,,,,87,"4,827.00",55.48,,,,,,
,,2022 - 2023,,,,,,,31,"1,744.00",56.26,,,,,,
,5. Sepahijala,2013 - 2014,,,,,,,74,"4,209.00",56.88,,,,,,
,,2014 - 2015,,,,,,,49,"2,808.00",57.31,,,,,,
,,2015 - 2016,,,,,,,49,"2,625.00",53.57,,,,,,
,,2016 - 2017,,,,,,,42,"2,417.00",57.55,,,,,,
,,2017 - 2018,,,,,,,42,"2,347.00",55.88,,,,,,
,,2018 - 2019,,,,,,,25,"1,541.30",61.65,,,,,,
,,2019 - 2020,,,,,,,35,"2,107.51",60.21,,,,,,
,,2020 - 2021,,,,,,,77,"4,841.00",62.87,,,,,,
,,2021 - 2022,,,,,,,117,"7,233.00",61.82,,,,,,
,,2022 - 2023,,,,,,,87,"5,498.00",63.2,,,,,,
,6. South tripura,2013 - 2014,,,,,,,350,"16,932.00",48.38,,,,,,
,,2014 - 2015,,,,,,,240,"11,889.00",49.54,,,,,,
,,2015 - 2016,,,,,,,271,"13,330.00",49.19,,,,,,
,,2016 - 2017,,,,,,,282,"14,769.00",52.37,,,,,,
,,2017 - 2018,,,,,,,248,"12,250.00",49.4,,,,,,
,,2018 - 2019,,,,,,,180,"8,969.05",49.83,,,,,,
,,2019 - 2020,,,,,,,153,"7,154.40",46.76,,,,,,
,,2020 - 2021,,,,,,,177,"9,052.00",51.14,,,,,,
,,2021 - 2022,,,,,,,188,"9,432.00",50.17,,,,,,
,,2022 - 2023,,,,,,,191,"9,813.00",51.38,,,,,,
,7. Unakoti,2013 - 2014,,,,,,,103,"5,974.00",58,,,,,,
,,2014 - 2015,,,,,,,81,"4,698.00",58,,,,,,
,,2015 - 2016,,,,,,,67,"3,770.00",56.27,,,,,,
,,2016 - 2017,,,,,,,40,"2,425.00",60.63,,,,,,
,,2017 - 2018,,,,,,,41,"2,378.00",58,,,,,,
,,2018 - 2019,,,,,,,41,"2,380.00",58.05,,,,,,
,,2019 - 2020,,,,,,,40,"2,323.00",58.08,,,,,,
,,2020 - 2021,,,,,,,76,"4,685.00",61.64,,,,,,
,,2021 - 2022,,,,,,,45,"2,707.00",60.16,,,,,,
,,2022 - 2023,,,,,,,63,"3,813.00",60.52,,,,,,
,8. West tripura,2013 - 2014,,,,,,,34,"1,576.00",46.35,,,,,,
,,2014 - 2015,,,,,,,31,"1,430.00",46.13,,,,,,
,,2015 - 2016,,,,,,,35,"1,725.00",49.29,,,,,,
,,2016 - 2017,,,,,,,50,"2,496.00",49.92,,,,,,
,,2017 - 2018,,,,,,,55,"2,631.00",47.84,,,,,,
,,2018 - 2019,,,,,,,67,"3,982.50",59.44,,,,,,
,,2019 - 2020,,,,,,,70,"4,159.94",59.43,,,,,,
,,2020 - 2021,,,,,,,110,"6,955.00",63.23,,,,,,
,,2021 - 2022,,,,,,,102,"6,256.00",61.33,,,,,,
,,2022 - 2023,,,,,,,23,"1,421.00",61.78,,,,,,
30. Uttar Pradesh,1. Agra,2013 - 2014,,,,255,"12,238.00",47.99,,,,,,,,,
,,2014 - 2015,,,,145,"6,106.00",42.11,,,,,,,,,
,,2015 - 2016,,,,224,"10,462.00",46.71,,,,,,,,,
,,2016 - 2017,,,,153,"8,201.00",53.6,,,,,,,,,
,,2017 - 2018,,,,256,"14,511.00",56.68,,,,,,,,,
,,2018 - 2019,,,,205,"11,247.00",54.86,,,,,,,,,
,,2019 - 2020,,,,213,"14,016.00",65.8,,,,,,,,,
,2. Aligarh,2013 - 2014,,,,"7,301.00","4,44,835.00",60.93,,,,,,,,,
,,2014 - 2015,,,,"6,478.00","3,87,877.00",59.88,,,,,,,,,
,,2015 - 2016,,,,"5,119.00","3,15,556.00",61.64,,,,,,,,,
,,2016 - 2017,,,,"3,938.00","2,64,728.00",67.22,,,,,,,,,
,,2017 - 2018,,,,"7,305.00","5,43,375.00",74.38,,,,,,,,,
,,2018 - 2019,,,,"8,630.00","6,85,498.00",79.43,,,,,,,,,
,,2019 - 2020,,,,"8,823.00","7,12,510.00",80.76,,,,,,,,,
,,2020 - 2021,,,,"2,286.00","1,87,000.00",81.8,,,,,,,,,
,,2021 - 2022,,,,"1,172.00","94,000.00",80.2,,,,,,,,,
,,2022 - 2023,,,,"4,461.00","3,70,000.00",82.94,,,,,,,,,
,3. Allahabad,2013 - 2014,,,,763,"52,058.00",68.23,,,,,,,,,
,,2014 - 2015,,,,700,"46,046.00",65.78,,,,,,,,,
,,2015 - 2016,,,,754,"50,542.00",67.03,,,,,,,,,
,,2016 - 2017,,,,675,"49,050.00",72.67,,,,,,,,,
,,2017 - 2018,,,,"1,124.00","41,283.00",36.73,,,,,,,,,
,,2018 - 2019,,,,652,"25,038.00",38.4,,,,,,,,,
,,2019 - 2020,,,,694,"56,431.00",81.31,,,,,,,,,
,4. Ambedkar nagar,2013 - 2014,,,,"11,972.00","7,40,204.00",61.83,,,,,,,,,
,,2014 - 2015,,,,"11,458.00","7,15,575.00",62.45,,,,,,,,,
,,2015 - 2016,,,,"8,707.00","5,34,112.00",61.34,,,,,,,,,
,,2016 - 2017,,,,"11,722.00","8,04,439.00",68.63,,,,,,,,,
,,2017 - 2018,,,,"11,987.00","8,90,188.00",74.26,,,,,,,,,
,,2018 - 2019,,,,"11,929.00","9,14,693.00",76.68,,,,,,,,,
,,2019 - 2020,,,,"11,309.00","8,42,521.00",74.5,,,,,,,,,
,,2020 - 2021,,,,"33,448.00","25,02,000.00",74.8,,,,,,,,,
,,2021 - 2022,,,,"23,584.00","22,22,000.00",94.22,,,,,,,,,
,,2022 - 2023,,,,"23,584.00","18,89,000.00",80.1,,,,,,,,,
,5. Amethi,2013 - 2014,,,,"1,605.00","99,234.00",61.83,,,,,,,,,
,,2014 - 2015,,,,"1,602.00","1,00,048.00",62.45,,,,,,,,,
,,2015 - 2016,,,,"1,477.00","90,603.00",61.34,,,,,,,,,
,,2016 - 2017,,,,"1,744.00","1,19,684.00",68.63,,,,,,,,,
,,2017 - 2018,,,,"1,666.00","1,23,722.00",74.26,,,,,,,,,
,,2018 - 2019,,,,"1,591.00","1,21,995.00",76.68,,,,,,,,,
,,2019 - 2020,,,,"1,652.00","1,24,411.00",75.31,,,,,,,,,
,6. Amroha,2013 - 2014,,,,"75,729.00","52,76,494.00",69.68,,,,,,,,,
,,2014 - 2015,,,,"75,824.00","53,48,322.00",70.54,,,,,,,,,
,,2015 - 2016,,,,"76,299.00","54,19,671.00",71.03,,,,,,,,,
,,2016 - 2017,,,,"77,651.00","57,48,038.00",74.02,,,,,,,,,
,,2017 - 2018,,,,"78,921.00","67,29,120.00",85.26,,,,,,,,,
,,2018 - 2019,,,,"73,607.00","62,01,537.00",84.25,,,,,,,,,
,,2019 - 2020,,,,"75,782.00","62,39,587.00",82.34,,,,,,,,,
,,2020 - 2021,,,,"69,859.00","57,90,000.00",82.88,,,,,,,,,
,,2021 - 2022,,,,"69,253.00","58,05,000.00",83.82,,,,,,,,,
,,2022 - 2023,,,,"98,505.00","81,87,000.00",83.11,,,,,,,,,
,7. Auraiya,2013 - 2014,,,,"1,047.00","62,394.00",59.59,,,,,,,,,
,,2014 - 2015,,,,920,"53,004.00",57.61,,,,,,,,,
,,2015 - 2016,,,,503,"29,092.00",57.84,,,,,,,,,
,,2016 - 2017,,,,596,"35,979.00",60.37,,,,,,,,,
,,2017 - 2018,,,,669,"43,282.00",64.7,,,,,,,,,
,,2018 - 2019,,,,852,"55,816.00",65.51,,,,,,,,,
,,2019 - 2020,,,,603,"38,928.00",64.56,,,,,,,,,
,8. Azamgarh,2013 - 2014,,,,"19,641.00","11,29,986.00",57.53,,,,,,,,,
,,2014 - 2015,,,,"20,282.00","12,49,533.00",61.61,,,,,,,,,
,,2015 - 2016,,,,"20,720.00","12,32,094.00",59.46,,,,,,,,,
,,2016 - 2017,,,,"19,251.00","11,68,074.00",60.68,,,,,,,,,
,,2017 - 2018,,,,"19,032.00","11,60,267.00",60.96,,,,,,,,,
,,2018 - 2019,,,,"18,898.00","11,85,963.00",62.76,,,,,,,,,
,,2019 - 2020,,,,"23,195.00","14,61,285.00",63,,,,,,,,,
,,2020 - 2021,,,,"13,235.00","8,13,000.00",61.43,,,,,,,,,
,,2021 - 2022,,,,"11,834.00","7,37,000.00",62.28,,,,,,,,,
,,2022 - 2023,,,,"8,866.00","5,86,000.00",66.1,,,,,,,,,
,9. Baghpat,2013 - 2014,,,,"71,950.00","55,62,023.00",77.3,,,,,,,,,
,,2014 - 2015,,,,"77,107.00","56,71,682.00",73.56,,,,,,,,,
,,2015 - 2016,,,,"71,901.00","55,38,678.00",77.03,,,,,,,,,
,,2016 - 2017,,,,"74,144.00","57,18,875.00",77.13,,,,,,,,,
,,2017 - 2018,,,,"75,037.00","63,69,741.00",84.89,,,,,,,,,
,,2018 - 2019,,,,"74,227.00","64,31,027.00",86.64,,,,,,,,,
,,2019 - 2020,,,,"74,735.00","63,78,782.00",85.35,,,,,,,,,
,,2020 - 2021,,,,"53,625.00","46,79,000.00",87.25,,,,,,,,,
,,2021 - 2022,,,,"56,942.00","49,78,000.00",87.42,,,,,,,,,
,,2022 - 2023,,,,"85,491.00","76,43,000.00",89.4,,,,,,,,,
,10. Bahraich,2013 - 2014,,,,"22,923.00","12,82,954.00",55.97,,,,,,,,,
,,2014 - 2015,,,,"38,237.00","22,05,969.00",57.69,,,,,,,,,
,,2015 - 2016,,,,"50,171.00","29,53,266.00",58.86,,,,,,,,,
,,2016 - 2017,,,,"22,134.00","14,51,105.00",65.56,,,,,,,,,
,,2017 - 2018,,,,"22,397.00","15,97,264.00",71.32,,,,,,,,,
,,2018 - 2019,,,,"23,282.00","17,23,613.00",74.03,,,,,,,,,
,,2019 - 2020,,,,"22,128.00","16,82,171.00",76.02,,,,,,,,,
,,2020 - 2021,,,,"63,716.00","48,60,000.00",76.28,,,,,,,,,
,,2021 - 2022,,,,"59,603.00","45,60,000.00",76.51,,,,,,,,,
,,2022 - 2023,,,,"74,295.00","58,15,000.00",78.27,,,,,,,,,
,11. Ballia,2013 - 2014,,,,"6,151.00","3,19,901.00",52.01,,,,,,,,,
,,2014 - 2015,,,,"4,096.00","2,13,254.00",52.06,,,,,,,,,
,,2015 - 2016,,,,"4,021.00","2,32,591.00",57.84,,,,,,,,,
,,2016 - 2017,,,,"6,312.00","4,15,380.00",65.81,,,,,,,,,
,,2017 - 2018,,,,"6,481.00","3,56,248.00",54.97,,,,,,,,,
,,2018 - 2019,,,,"6,457.00","3,45,630.00",53.53,,,,,,,,,
,,2019 - 2020,,,,"6,652.00","3,53,434.00",53.13,,,,,,,,,
,,2020 - 2021,,,,"2,619.00","1,59,000.00",60.71,,,,,,,,,
,,2021 - 2022,,,,"1,945.00","1,21,000.00",62.21,,,,,,,,,
,,2022 - 2023,,,,"1,092.00","71,000.00",65.02,,,,,,,,,
,12. Balrampur,2013 - 2014,,,,"44,097.00","21,29,180.00",48.28,,,,,,,,,
,,2014 - 2015,,,,"43,539.00","22,27,978.00",51.17,,,,,,,,,
,,2015 - 2016,,,,"44,049.00","23,68,603.00",53.77,,,,,,,,,
,,2016 - 2017,,,,"43,934.00","23,79,817.00",54.17,,,,,,,,,
,,2017 - 2018,,,,"44,074.00","29,02,890.00",65.86,,,,,,,,,
,,2018 - 2019,,,,"43,524.00","29,33,518.00",67.4,,,,,,,,,
,,2019 - 2020,,,,"45,049.00","30,59,728.00",67.92,,,,,,,,,
,,2020 - 2021,,,,"1,03,158.00","67,40,000.00",65.34,,,,,,,,,
,,2021 - 2022,,,,"92,343.00","60,44,000.00",65.45,,,,,,,,,
,,2022 - 2023,,,,"96,121.00","63,38,000.00",65.94,,,,,,,,,
,13. Banda,2013 - 2014,,,,558,"24,925.00",44.67,,,,,,,,,
,,2014 - 2015,,,,398,"16,097.00",40.44,,,,,,,,,
,,2015 - 2016,,,,414,"15,187.00",36.68,,,,,,,,,
,,2016 - 2017,,,,529,"22,722.00",42.95,,,,,,,,,
,,2017 - 2018,,,,395,"15,141.00",38.33,,,,,,,,,
,,2018 - 2019,,,,522,"20,359.00",39,,,,,,,,,
,,2019 - 2020,,,,502,"19,965.00",39.77,,,,,,,,,
,14. Barabanki,2013 - 2014,,,,"9,881.00","6,05,073.00",61.24,,,,,,,,,
,,2014 - 2015,,,,"9,736.00","5,64,143.00",57.94,,,,,,,,,
,,2015 - 2016,,,,"9,128.00","5,49,506.00",60.2,,,,,,,,,
,,2016 - 2017,,,,"8,763.00","6,16,635.00",70.37,,,,,,,,,
,,2017 - 2018,,,,"9,254.00","7,35,471.00",79.48,,,,,,,,,
,,2018 - 2019,,,,"9,849.00","8,07,539.00",81.99,,,,,,,,,
,,2019 - 2020,,,,"8,771.00","7,20,239.00",82.12,,,,,,,,,
,,2020 - 2021,,,,"7,801.00","6,43,000.00",82.43,,,,,,,,,
,,2021 - 2022,,,,"9,097.00","7,34,000.00",80.69,,,,,,,,,
,,2022 - 2023,,,,"9,551.00","7,83,000.00",81.98,,,,,,,,,
,15. Bareilly,2013 - 2014,,,,"94,008.00","57,87,132.00",61.56,,,,,,,,,
,,2014 - 2015,,,,"99,211.00","61,20,128.00",61.69,,,,,,,,,
,,2015 - 2016,,,,"84,849.00","53,09,850.00",62.58,,,,,,,,,
,,2016 - 2017,,,,"94,895.00","65,61,799.00",69.15,,,,,,,,,
,,2017 - 2018,,,,"96,963.00","77,65,961.00",80.09,,,,,,,,,
,,2018 - 2019,,,,"97,049.00","72,53,442.00",74.74,,,,,,,,,
,,2019 - 2020,,,,"90,416.00","69,51,905.00",76.89,,,,,,,,,
,,2020 - 2021,,,,"99,569.00","76,85,000.00",77.18,,,,,,,,,
,,2021 - 2022,,,,"1,05,900.00","82,59,000.00",77.99,,,,,,,,,
,,2022 - 2023,,,,"1,18,964.00","95,30,000.00",80.11,,,,,,,,,
,16. Basti,2013 - 2014,,,,"39,953.00","24,59,666.00",61.56,,,,,,,,,
,,2014 - 2015,,,,"36,515.00","22,90,221.00",62.72,,,,,,,,,
,,2015 - 2016,,,,"41,263.00","25,27,936.00",61.26,,,,,,,,,
,,2016 - 2017,,,,"35,114.00","22,94,630.00",65.35,,,,,,,,,
,,2017 - 2018,,,,"40,246.00","26,59,134.00",66.07,,,,,,,,,
,,2018 - 2019,,,,"40,546.00","28,04,648.00",69.17,,,,,,,,,
,,2019 - 2020,,,,"49,321.00","30,60,664.00",62.06,,,,,,,,,
,,2020 - 2021,,,,"59,981.00","38,68,000.00",64.49,,,,,,,,,
,,2021 - 2022,,,,"56,806.00","36,90,000.00",64.96,,,,,,,,,
,,2022 - 2023,,,,"54,866.00","37,89,000.00",69.06,,,,,,,,,
,17. Bijnor,2013 - 2014,,,,"2,01,239.00","1,20,60,656.00",59.93,,,,,,,,,
,,2014 - 2015,,,,"2,12,471.00","1,39,68,693.00",65.74,,,,,,,,,
,,2015 - 2016,,,,"2,03,202.00","1,39,51,037.00",68.66,,,,,,,,,
,,2016 - 2017,,,,"2,05,353.00","1,61,00,497.00",78.4,,,,,,,,,
,,2017 - 2018,,,,"2,01,630.00","1,68,15,135.00",83.4,,,,,,,,,
,,2018 - 2019,,,,"2,04,482.00","1,75,75,637.00",85.95,,,,,,,,,
,,2019 - 2020,,,,"2,01,152.00","1,73,98,039.00",86.49,,,,,,,,,
,,2020 - 2021,,,,"2,60,186.00","2,27,74,000.00",87.53,,,,,,,,,
,,2021 - 2022,,,,"2,62,894.00","2,32,79,000.00",88.55,,,,,,,,,
,,2022 - 2023,,,,"2,55,708.00","2,30,22,000.00",90.03,,,,,,,,,
,18. Budaun,2013 - 2014,,,,"24,998.00","15,32,377.00",61.3,,,,,,,,,
,,2014 - 2015,,,,"29,629.00","17,48,230.00",59,,,,,,,,,
,,2015 - 2016,,,,"21,811.00","14,47,291.00",66.36,,,,,,,,,
,,2016 - 2017,,,,"27,612.00","19,15,941.00",69.39,,,,,,,,,
,,2017 - 2018,,,,"32,295.00","23,58,698.00",73.04,,,,,,,,,
,,2018 - 2019,,,,"26,891.00","19,47,661.00",72.43,,,,,,,,,
,,2019 - 2020,,,,"27,333.00","19,06,531.00",69.75,,,,,,,,,
,,2020 - 2021,,,,"10,213.00","7,94,000.00",77.74,,,,,,,,,
,,2021 - 2022,,,,"12,204.00","9,55,000.00",78.25,,,,,,,,,
,,2022 - 2023,,,,"20,988.00","17,21,000.00",82,,,,,,,,,
,19. Bulandshahr,2013 - 2014,,,,"51,056.00","33,37,633.00",65.37,,,,,,,,,
,,2014 - 2015,,,,"48,031.00","30,28,451.00",63.05,,,,,,,,,
,,2015 - 2016,,,,"45,836.00","30,33,060.00",66.17,,,,,,,,,
,,2016 - 2017,,,,"45,789.00","35,28,134.00",77.05,,,,,,,,,
,,2017 - 2018,,,,"48,470.00","40,54,612.00",83.65,,,,,,,,,
,,2018 - 2019,,,,"52,806.00","47,33,107.00",89.63,,,,,,,,,
,,2019 - 2020,,,,"50,610.00","44,37,080.00",87.67,,,,,,,,,
,,2020 - 2021,,,,"49,801.00","43,94,000.00",88.23,,,,,,,,,
,,2021 - 2022,,,,"57,062.00","50,48,000.00",88.47,,,,,,,,,
